WT_1	WT_2	KO_1	KO_2
Dydc2	1	0	0	0
Dym	736	826	737	716
Dynap	0	0	12	3
Dync1h1	10690	12156	13754	12429
Dync1i1	1	1	0	1
Dync1i2	1593	1879	1991	1815
Dync1li1	728	1039	968	894
Dync1li2	1780	1964	1903	1999
Dync2h1	406	367	420	402
Dync2li1	82	102	125	105
Dynll1	876	1247	1084	1146
Dynll2	3675	3858	4163	2554
Dynlrb1	1451	1908	1757	1648
Dynlrb2	0	2	0	0
Dynlt1a	59.27	71.29	61.84	61.08
Dynlt1b	962.43	1461.23	681.49	1333.15
Dynlt1c	553.34	746.08	532.7	550.03
Dynlt1f	120.49	133.03	129.17	214.81
Dynlt3	1403	1671	1470	1715
Dyrk1a	897	1148	974	1033
Dyrk1b	634	725	574	554
Dyrk2	739	670	1140	771
Dyrk3	10	8	8	8
Dyrk4	0	0	0	0
Dysf	748	723	1071	814
Dytn	0	0	0	0
Dyx1c1	12	8	6	6
Dzank1	28	31	22	20
Dzip1	193	223	181	192
Dzip1l	222	222	265	274
Dzip3	175	221	182	249
E030002O03Rik	0	0	0	0
E030003E18Rik	399	531	218	429
E030011O05Rik	52	37.48	61.67	68.58
E030013I19Rik	0	0	0	0
E030018B13Rik	0	2	4	2
E030019B13Rik	0	0	0	0
E030024N20Rik	59.6	65.83	109.41	62.21
E030025P04Rik	0	0	0	0
E030030I06Rik	49	41	48	32
E030044B06Rik	1	0	1	0
E130006D01Rik	3	0	0	0
E130008D07Rik	0	0	0	1
E130012A19Rik	45	41	94	41
E130018N17Rik	1	1	2	2
E130102H24Rik	31	33	13	26
E130112N10Rik	9	2	8	10
E130114P18Rik	0	0	0	0
E130201H02Rik	0	0	2	1
E130215H24Rik	0	1	1	0
E130218I03Rik	1.72	2.65	0	2.1
E130304I02Rik	1.14	0	2.43	4.69
E130307A14Rik	24	31	26	27
E130308A19Rik	73	79	64	81
E130309D02Rik	243	285	295	251
E130309D14Rik	7	13	13	1
E130310I04Rik	0	2.05	0	0
E130311K13Rik	184	214	222	185
E130317F20Rik	26.09	26.08	39.13	20.05
E230013L22Rik	24.88	27.11	66.26	34.71
E230016K23Rik	1	1	2	7
E230016M11Rik	8.81	2.21	7.64	15.44
E230025N22Rik	0	1	3	2
E230029C05Rik	1	0	0	1
E2f1	298	293	492	340
E2f2	121	170	178	137
E2f3	420	429	543	420
E2f4	435	543	654	532
E2f5	155	186	168	210
E2f6	507	612	656	597
E2f7	22	24	33	28
E2f8	24	20	18	17
E330009J07Rik	33	26	57	50
E330011O21Rik	1	0	1	2
E330012B07Rik	0	0	0	0
E330013P04Rik	28	27	20	23
E330014E10Rik	0	0	0	0
E330017A01Rik	0	0	0	0
E330017L17Rik	1	1	0	2
E330020D12Rik	2	0	4	2
E330021D16Rik	0	0	1	0
E330023G01Rik	0	0	0	0
E330033B04Rik	23	35	26	28
E330034G19Rik	1	1	0	2
E430016F16Rik	1	1	0	1
E430018J23Rik	35	64.39	79	75
E430025E21Rik	1195	1519	1177	1435
E4f1	220	205	234	202
E530001F21Rik	1	0	0	0
E530011L22Rik	20.18	25.26	29.25	27.23
EU599041	0	0	0	0
Eaf1	1423	1542	1770	1819
Eaf2	28	24	17	17
Eapp	371	461	458	350
Ear1	3	2.75	5	3
Ear10	0	0	0.67	0
Ear12	0.69	0	0.67	0
Ear14	0	0	0	0
Ear2	2.62	8.25	0	5
Ear3	0.69	0	0.67	0
Ear4	0	0	0	0
Ear6	0	0	0	0
Ear7	0	0	0	0
Ears2	187	261	281	180
Ebag9	251	308	238	241
Ebf1	3776	4310	2850	3469
Ebf2	1188	1453	1045	996
Ebf3	419	507	416	503
Ebf4	7	10	26	24
Ebi3	6	13	20	16.45
Ebna1bp2	511	573	865	517
Ebp	633	677	1004	627
Ebpl	166	224	302	223
Ecd	628	744	657	648
Ece1	1911	2081	2421	2276
Ece2	155	213	299	247
Ecel1	3	1	1	2
Ech1	5912	7101	5164	4630
Echdc1	13522.44	14121.55	15245.61	14080.58
Echdc2	596	722	832	618
Echdc3	360	443	351	291
Echs1	6270	7264	7233	5037
Eci1	3744	4388	4393	2644
Eci2	2733.78	3148.51	2597.8	2283
Eci3	2.22	5.49	1.2	0
Ecm1	1936	2163	3683	2747
Ecm2	38	44	22	28
Ecscr	28	33	51	91
Ecsit	754.05	827.27	727.45	599.39
Ect2	83	90	74	79
Ect2l	0	0	1	1
Eda	105	133	143	142
Eda2r	190	294	204	235
Edar	0	0	2	2
Edaradd	0	3	4	3
Edc3	420	529	548	497
Edc4	627	757	894	758
Eddm3b	0	1	0	1
Edem1	2575	2812	3772	2811
Edem2	452	557	694	503
Edem3	1353	1619	1595	1591
Edf1	2082	2568	2654	1758
Edil3	9	25	28	21
Edn1	870	1079	773	898
Edn2	0	0	0	0
Edn3	0	0	0	0
Ednra	126	213	308	307
Ednrb	198	293	268	400
Edrf1	582	699	699	618
Eea1	1478	1691	1598	1867
Eed	581	662	658	607
Eef1a1	123974.64	144479.1	194787.33	162103.19
Eef1a2	10	12	12	12
Eef1b2	7228	8240	12915	9124
Eef1d	1817	1925	3085	1708
Eef1e1	240	285	325	303
Eef1g	7014	7890	12143	9433
Eef2	57079	61288	85095	69104
Eef2k	780	940	1003	855
Eef2kmt	423.48	490.89	624.14	469.93
Eefsec	136	205	207	180
Eepd1	334	389	375	295
Efcab1	0	2	1	1
Efcab10	0	0	0	0
Efcab11	12	20	8	10
Efcab12	3	2	4	3
Efcab14	1014	1125	1020	1193
Efcab2	43	36	49	30
Efcab3	0	0	0	0
Efcab5	5	3	1	1
Efcab6	1	0	0	0
Efcab7	23	23	16	11
Efcab8	2	1	1	0
Efcab9	1	1	0	0
Efcc1	2	1	0	2
Efemp1	1449	2071	1330	1796
Efemp2	4900	4913	9604	8436
Efhb	3	4	5	6
Efhc1	66	72	81	95
Efhc2	13	6	1	1
Efhd1	12	25	14	7
Efhd2	680	782	1234	1039
Efna1	28	31	63	58
Efna2	107	83	135	99
Efna3	1	3	7	7
Efna4	31	31	29	31
Efna5	377	345	304	352
Efnb1	520	570	680	550
Efnb2	212	255	285	305
Efnb3	7	8	9	2
Efr3a	3065	3419	3368	3332
Efr3b	30	37	55	44
Efs	306	357	360	318
Eftud1	363	365	378	406
Eftud2	766	891	1031	929
Egf	31	18	18	22
Egfbp2	0	0	0	0
Egfem1	0	0	0	0
Egfl6	14	18	3	7
Egfl7	172	263	349	213
Egfl8	11.03	4.02	10.02	8.01
Egflam	0	2	4	3
Egfr	4878	6554	5423	6748
Egln1	3161	3578	4189	3221
Egln2	1146	1227	1999	995
Egln3	4632	4568	5689	4644
Egr1	6110	7041	6111	8219
Egr2	1125	1298	1539	1218
Egr3	41	55	39	72
Egr4	0	0	0	0
Ehbp1	573	563	584	598
Ehbp1l1	2484	2369	3746	2338
Ehd1	2951	3257	4042	3113
Ehd2	12691	14905	14589	13364
Ehd3	95	131	101	97
Ehd4	520	593	629	651
Ehf	1	0	0	7
Ehhadh	1654	2700	1026	894
Ehmt1	924	983	1127	1023
Ehmt2	2216	2531	3372	2127
Ei24	1484	1808	1548	1338
Eid1	1388	1559	2281	1695
Eid2	221	296	321	263
Eid2b	155	182	177	145
Eid3	14	9	17	11
Eif1	6757	7586	8403	6261
Eif1a	4441	5282.93	4853	4823
Eif1ad	826	1011	765	660
Eif1ax	1340	1579	1309	1325
Eif1b	498	634	530	557
Eif2a	1076	1241	955	1188
Eif2ak1	929	1155	958	965
Eif2ak2	734	867	698	800
Eif2ak3	482	588	774	601
Eif2ak4	481	554	561	558
Eif2b1	594	854	758	703
Eif2b2	428	495	671	477
Eif2b3	328	360	379	306
Eif2b4	549	694	749	566
Eif2b5	951	1116	1177	932
Eif2d	566	597	721	560
Eif2s1	1469	1798	1579	1693
Eif2s2	3651	4301	3517	4447
Eif2s3x	2734	3332	3247	3345
Eif2s3y	1085	1314	1276	1254
Eif3a	8444	9411	9964	8581
Eif3b	3352	3777	4972	3231
Eif3c	5974	6910	6997	6627
Eif3d	1821	2080	1821	2035
Eif3e	3543	4421	4184	4381
Eif3f	3175	3424	4634	3656
Eif3g	1010	1218	1376	1049
Eif3h	2626	3183	2880	3225
Eif3i	1647	2021	2318	1869
Eif3j1	0.74	0.05	0.04	0.06
Eif3j2	1857.07	2234.86	2035.75	1764.7
Eif3k	1566	1754	2295	1746
Eif3l	2785	3467	2525	2647
Eif3m	1731	1918.99	2676	1767
Eif4a1	8558	11050	10670	9561
Eif4a2	5059.67	5201.74	5884.72	4762.9
Eif4a3	1011	1214.97	1202	977
Eif4b	10524	11377	13953	11770
Eif4e	1229	1607	1595	1407
Eif4e1b	0	0	0	0
Eif4e2	1645	1881	1691	1480
Eif4e3	702	792	657	658
Eif4ebp1	4362	5328	5556	4256
Eif4ebp2	1424	1613	1482	1408
Eif4ebp3	97	113	107	74
Eif4enif1	645	748	735	723
Eif4g1	13113	14618	16069	12282
Eif4g2	17220	21464	18932	18488
Eif4g3	3352	3628	3441	3435
Eif4h	5013	5819	7085	4870
Eif5	8180	9498	8923	7347
Eif5a	6182	8021	8042	7006
Eif5a2	110	148	127	155
Eif5b	3150.34	3650.24	3353.83	3121.99
Eif6	1186	1265	2270	1174
Elac1	402	413	454	415
Elac2	572	652	676	611
Elane	1	0	4	0
Elavl1	1012	1218	1064	1072
Elavl2	0	0	0	3
Elavl3	0	3	1	1
Elavl4	0	1	1	0
Eldr	3	7	10	4
Elf1	799.74	947.25	833.32	918.85
Elf2	899.33	1035.03	1116.75	1038.91
Elf3	0	1	3	1
Elf4	469	478	582	649
Elf5	1	0	0	0
Elfn1	85	99	221	262
Elfn2	0	1	0	0
Elk1	374	407	298	346
Elk3	398	474	494	588
Elk4	542	513	507	564
Ell	956	1022	1088	996
Ell2	1364	1674	1212	1398
Ell3	2	7	0	4
Elmo1	65	87	113	127
Elmo2	1401	1639	1808	1613
Elmo3	40	40	73	50
Elmod1	0	6	0	2
Elmod2	2345	2815	2773	2455
Elmod3	480	602	612	519
Elmsan1	1165	1209	1418	1374
Eln	593	655	1591	698
Elof1	480	595	692	452
Elovl1	884	1283	873	1088
Elovl2	1	3	0	0
Elovl3	7810	9276	6443	5443
Elovl4	253	405	222	274
Elovl5	1579	1915	1689	1936
Elovl6	403	459	249	300
Elovl7	21	27	16	12
Elp2	1048	1094	1431	1041
Elp3	1197	1326	1765	1287
Elp4	265.78	401	270.8	266.62
Elp5	668	795	751	620
Elp6	99	130	181	88
Emb	1775	2212	2274	2172
Emc1	971.99	1100.99	1440	1164
Emc10	1549	1801	2682	1596
Emc2	1781	2124	1642	1696
Emc3	2547	3378	2599	2413
Emc4	808.75	1057.39	973.3	847.34
Emc6	1492	1922	1691	1210
Emc7	1632	2086	2072	1731
Emc8	617.4	820.07	714.21	519
Emc8-1190005i06rik	126.72	178.48	164.79	114.91
Emc9	530	710	727	440
Emcn	44	71	81	86
Emd	292	391	365	445
Eme1	14.36	16.57	17.17	8.22
Eme2	72	78	101	73
Emg1	507.9	571.91	826.08	557.51
Emid1	2	2	2	4
Emilin1	1538	1647	3798	2914
Emilin2	3795	4200	5356	4110
Emilin3	2	1	1	1
Eml1	568.77	644.79	658.5	675.47
Eml2	366	306	698	441
Eml3	892	1023	1313	939
Eml4	435	533	554	529
Eml5	53.17	43.78	45.7	48.63
Eml6	23	18	26.01	27.01
Emp1	4697	5728	6404	7783
Emp2	402	472	746	748
Emp3	286	354	330	352
Emx1	0	0	1	0
Emx2	253	287	196	248
Emx2os	85	103	99	107
En1	269	276	522	396
En2	0	3	1	4
Enah	793	851	1134	950
Enam	0	0	0	0
Enc1	2549	3031	4568	3984
Endod1	64	96	105	94
Endog	660.65	743.52	1066.46	445.64
Endou	1	1	2	1
Endov	195	201	280	200
Eng	339	396	621	658
Engase	334	395	381	233
Enho	3	7	22	8
Enkd1	50	75	84	77
Enkur	1	3	2	5
Eno1	27186.16	29731.96	18142.04	30468.73
Eno1b	18281.84	19435.04	43283.96	15884.27
Eno2	247	268	363	327
Eno3	119	98	250	213
Eno4	0	1	3	1
Enoph1	187	189	261	201
Enox1	107	122	116	101
Enox2	221	230	231	212
Enpep	675	914	929	767
Enpp1	38	60	108	165
Enpp2	7407	8454	9261	7743
Enpp3	30	32	59	66
Enpp4	393	476	501	454
Enpp5	1139	1277	1120	1239
Enpp6	4	4	6	3
Enpp7	0	0	0	0
Ensa	1407	1636	2178	1404
Enthd1	0	0	0	0
Enthd2	244	253	260	193
Entpd1	95	122	76	103
Entpd2	622	863	1203	837
Entpd3	0	1	2	3
Entpd4	3204	3788	3960	3558
Entpd5	1840	2027	1994	1759
Entpd6	357	429	502	317
Entpd7	152.58	201.65	228	198.16
Entpd8	0	0	0	0
Eny2	588.96	700.65	759.87	565.19
Eogt	433	460	447	504
Eomes	7	16	12	10
Ep300	1248	1441	1102	1595
Ep400	1064	1273	1273	1392
Epas1	3247	3616	3834	3659
Epb4.1	1298	1363	1099	1213
Epb4.1l1	1450	1774	1566	1455
Epb4.1l2	5823	6761	5831	5831
Epb4.1l3	902	1008	823	1158
Epb4.1l4a	18	23	38	53
Epb4.1l4aos	126	133	378	138
Epb4.1l4b	59	54	54	59
Epb4.1l5	259	281	244	190
Epb4.2	1	0	0	0
Epc1	346.79	446	393.98	384
Epc2	439	525	379	494
Epcam	1	1	51	34
Epdr1	294	333	606	449
Epg5	804	945	1130	1062
Epgn	1	0	0	3
Epha1	16.97	20.6	32.65	25.54
Epha10	0	0	0	0
Epha2	43	53	61	65
Epha3	52	75	85	107
Epha4	62	66	124	119
Epha5	1	1	4	0
Epha6	0	0	0	0
Epha7	16	28	16	14
Epha8	0	1	0	0
Ephb1	0	1	0	2
Ephb2	188	264	258	282
Ephb3	301	376	411	386
Ephb4	510	569	857	667
Ephb6	31	41	54	44
Ephx1	2107	2387	1921	1838
Ephx2	7977	10277	7766	6075
Ephx3	1	1	0	0
Ephx4	1	0	3	1
Epm2a	74	69	94	70
Epm2aip1	1068	1288	1158	1202
Epn1	1910	2158	2513	1806
Epn2	493	489	624	562
Epn3	7	28	11	16
Epo	0	3	8	0
Epor	24	54	38	28
Eppin	1	0	0	0
Eppk1	152	99	274	237
Eprs	6876	7371	8635	7617
Eps15	1431	1705	1880	1594
Eps15l1	639	703	610	642
Eps8	268	379	519	567
Eps8l1	19	17.84	24.34	19.53
Eps8l2	57	75.94	81	61
Eps8l3	0	0	0	0
Epsti1	15	23	10	26
Ept1	1028	1199	1686	1376
Epx	0	1	0	0
Epyc	0	0	0	0
Eqtn	1	5	0	3
Eral1	456	509	579	421
Erap1	594	726	734	680
Eras	0	0	0	0
Erbb2	177	199	296	233
Erbb2ip	2641	3115	2706	3023
Erbb3	25	22	45	34
Erbb4	0	0	0	0
Erc1	671	813	799	905
Erc2	1	4	8	7
Ercc1	202.49	233.55	272.51	235.79
Ercc2	253.5	293.6	362.52	259.54
Ercc3	445	506	536	440
Ercc4	325	364	448	337
Ercc5	504	559	524	481
Ercc6	254	265	276	242
Ercc6l	34	46	38	38
Ercc6l2	397	516	377	508
Ercc8	56	64	50	70
Erdr1	852	988	781	682
Ereg	15	12	27	25
Erf	397	453	726	552
Erg	33	29	38	48
Ergic1	2437	2943	2408	2695
Ergic2	955.9	1193.83	781.32	1023.23
Ergic3	1752	2099	2459	2041
Erh	829	1004	1032	919
Eri1	395	480	532	458
Eri2	135.71	222.43	127.9	168.33
Eri3	690	780	1121	864
Erich1	107	116	116	96
Erich2	0	0	0	0
Erich3	0	0	1	0
Erich4	0	0	0	0
Erich5	0	0	0	0
Erich6	2	3	1	0
Erlec1	1118	1382	1015	1158
Erlin1	360	478	529	591
Erlin2	1057	1259	1332	1109
Ermap	2	0	3	3
Ermard	229.7	265.58	334.96	224.67
Ermn	0	0	0	0
Ermp1	4920	6416	3817	3867
Ern1	340	368	516	420
Ern2	0	0	0	0
Ero1l	13144	12264	14711	14053
Ero1lb	83	68	129	89
Erp27	0	1	0	0
Erp29	1284	1415	1847	1361
Erp44	1323	1472	1526	1550
Errfi1	9237	8928	11318	11524
Erv3	0	1	2	0
Esam	94	140	228	153
Esco1	369	465	360	433
Esco2	28	27	30	23
Esd	3817	3960	5281	4679
Esf1	724	808	765	768
Esm1	2	12	26	20
Esp1	0	0	0	0
Esp15	0	0	0	0
Esp16	0	0	0	0
Esp18	0	0	0	0
Esp23	0	0	0	0
Esp24	0	0	0	0
Esp3	0	0	0	0
Esp31	0	0	0	0
Esp34	0	0	0	0
Esp36	0	0	0	0
Esp38	0	0	0	0
Esp4	0	0	0	0
Esp5	0	0	0	0
Esp6	0	0	0	0
Esp6Esp5	0	0	0	0
Esp8	0	0	0	0
Espl1	52	67	101	73
Espn	6	4	8	7
Espnl	0	2	4	1
Esr1	317	397	223	270
Esr2	2	0	1	1
Esrp1	0	0	12	10
Esrp2	68	57	96.47	97
Esrra	1984	2397	2330	1315
Esrrb	1	4	4	1
Esrrg	10	10	8	4
Esx1	0	0	1	0
Esyt1	2820	3089	5555	3811
Esyt2	4656	5286	4820	4998
Esyt3	3	5	5	2
Etaa1	145	166	120	129
Etaa1os	6	2	4	3
Etd	0	0	0	0
Etf1	3087	3598	3631	3265
Etfa	11016	12664	11057	8536
Etfb	7052	8430	8447	4854
Etfdh	6556	8499	6699	4909
Ethe1	117.99	101	133	93
Etl4	45	80	61	62
Etnk1	2551	3147	3083	2600
Etnk2	1	2	0	0
Etnppl	0	1	0	0
Etohd2	57.1	80.37	35.56	37.49
Etohi1	327.3	350.26	293.53	374
Ets1	738	822	1095	1020
Ets2	585	664	934	962
Etv1	33	41	27	41
Etv2	0	0	1	0
Etv3	2656	3258	3067	2787
Etv4	14	12	19	17
Etv5	297	371	419	402
Etv6	472	488	603	526
Eva1a	1	3	8	7
Eva1b	399	518	737	397
Eva1c	60	71	42	47
Evc	399	428	504	374
Evc2	480	574	696	572
Evi2a	45	80	109	96
Evi2b	17	32	8	40
Evi5	1286	1488	1509	1428
Evi5l	165	216	264	202
Evl	311.22	358.91	476.33	394.42
Evpl	6	10	14	11
Evx1	0	0	0	0
Evx2	0	0	0	0
Ewsr1	2296	2580	2583	2401
Exd1	98	101	133	67
Exd2	303	330	325	286
Exo1	25	20	26	17
Exo5	111	138	158	122
Exoc1	486	541	475	524
Exoc2	677	828	734	751
Exoc3	931	1192	834	924
Exoc3l	43	47	48	41
Exoc3l4	82	117	112	90
Exoc4	612	834	736	863
Exoc5	1428.05	1649.03	1655.55	1550.18
Exoc6	228	243	149	178
Exoc6b	489	620	572	707
Exoc7	492	632	639	583
Exoc8	793	918	904	729
Exog	156	147	232	158
Exosc1	167	219	188	210
Exosc10	665	835	691	735
Exosc2	146	201	235	183
Exosc3	290	359	485	284
Exosc4	409	449	571	341
Exosc5	339	390	655	261
Exosc6	233	222	513	189
Exosc7	261	288	483	250
Exosc8	196	208	229	203
Exosc9	430.36	469.71	682.18	390.21
Exph5	2	2	4	5
Ext1	1302	1431	1615	1545
Ext2	1356	1561	1965	1821
Extl1	44	22	66	34
Extl2	407	497	479	462
Extl3	3054	3695	4214	3563
Eya1	0	3	0	1
Eya2	82	79	52	66
Eya3	902	1025	846	907
Eya4	78	75	71	108
Ezh1	713	728	624	603
Ezh2	284	317	272	297
Ezr	272	305	375	375
F10	7	8	8	13
F11	0	0	0	0
F11r	1037	1049	1667	1176
F12	0	0	1	1
F13a1	1802	2129	3191	3257
F13b	0	0	0	0
F2	0	0	0	1
F2r	1270	1303	1408	1632
F2rl1	7	5	14	26
F2rl2	0	0	0	0
F2rl3	14	7	12	8
F3	2248	2766	3071	3705
F420014N23Rik	11.33	9.18	15.43	19.64
F5	15	7	21	12
F630028O10Rik	30.4	24	32	30
F630042J09Rik	1	0	2	1
F630111L10Rik	1	3	1	0
F630206G17Rik	0	1	2	0
F7	211	196	349	219
F730035M05Rik	1	1	0	0
F730043M19Rik	44	35	91	80
F8	56	93	33	57
F830002L21Rik	0	0	0	0
F830016B08Rik	106	113	64	111
F830045P16Rik	2	0	0	3
F8a	78	89	142	67
F9	0	0	0	0
F930015N05Rik	0	6.59	3.68	1.82
Fa2h	0	0	1	1
Faah	1	6	1	2
Faap100	118	141	154	125
Faap20	294	334	542	290
Faap24	104	122	141	101
Fabp1	0	0	0	0
Fabp12	4	3	2	2
Fabp2	0	0	0	1
Fabp3	10	10	10	9
Fabp4	286149	335688	338933	232093
Fabp5	17313	23077	11565	20264
Fabp6	0	0	0	0
Fabp7	6	9	11	6
Fabp9	1	1	1	1
Fadd	180	231	216	207
Fads1	3431	4129	3118	3358
Fads2	598	759	582	533
Fads3	3576	4035	5309	4770
Fads6	105	128	116	101
Faf1	1268	1559	1424	1220
Faf2	1116	1370	1326	1323
Fah	4958	5927	4191	4115
Fahd1	532	574	483	342
Fahd2a	139	155	207	121
Faim	228	229	321	206
Faim2	0	0	1	0
Faiml	0	0	0	0
Fam101a	0	1	3	0
Fam101b	169	160	290	167
Fam102a	163	230	332	219
Fam102b	1513	1591	2444	2857
Fam103a1	699.25	797.1	705.14	716.94
Fam104a	778.96	894.11	918.18	767.34
Fam105a	141	122	214	198
Fam107a	9	11	0	1
Fam107b	341	355	386	336
Fam109a	209	268	306	244
Fam109b	48	63	140	110
Fam110a	55	42	117	58
Fam110b	130	170	134	125
Fam110c	891	1071	1244	1136
Fam111a	355	388	559	597
Fam114a1	1099	1180	1543	1569
Fam114a2	1079	1248	1410	1276
Fam117a	660	803	603	477
Fam117b	3278	3057	4501	4126
Fam118a	160	188	248	204
Fam118b	132	175	158	155
Fam120a	6262	7433	7326	6857
Fam120aos	134	180	147	106
Fam120b	584	752	653	643
Fam120c	234	300	218	225
Fam122a	203	259	247	263
Fam122b	156	189	214	204
Fam122c	0	0	0	0
Fam124a	676	618	740	815
Fam124b	0	0	4	0
Fam126a	863	965	1037	944
Fam126b	3027	3627	2498	2768
Fam129a	1519	1514	1973	1633
Fam129b	4387	4402	7557	5473
Fam129c	16	23	27	29
Fam131a	24	24	57	29
Fam131b	105	132	201	166
Fam131c	4	9	3	1
Fam132a	1697	1896	2229	1459
Fam132b	3	3	8	5
Fam133b	321	357	267	318
Fam134a	1360	1613	1845	1182
Fam134b	87	93	76	80
Fam134c	1378	1540	1535	1214
Fam135a	429	482	477	492
Fam135b	1	0	1	1
Fam136a	831	1058	842	745
Fam13a	2001	2383	1729	1893
Fam13b	400.23	487.96	390.22	387.09
Fam13c	85.78	105.73	73.56	80.94
Fam149a	285	381	360	393
Fam149b	277	364	291	344
Fam150a	0	0	0	0
Fam150b	17.28	16.25	27.32	18.47
Fam151a	0	0	0	0
Fam151b	74	78	74	83
Fam155a	0	0	1	0
Fam159a	0	0	0	0
Fam159b	0	0	0	0
Fam160a1	397	483	338	388
Fam160a2	982	1002	1178	906
Fam160b1	854	975	1068	1061
Fam160b2	509	472	547	389
Fam161a	106	80	125	115
Fam161b	63	91	43	63
Fam162a	2656	3028	4107	2949
Fam162b	0	0	0	0
Fam163a	1	2	2	0
Fam163b	1	2	1	3
Fam166a	0	0	0	0
Fam166b	9	2	3	5
Fam167a	0	0	10	8
Fam167b	4	14	27	12
Fam168a	1599	1695	1520	1551
Fam168b	2228	2525	3103	2296
Fam169a	5	12.01	8	6
Fam169b	4	2	13	4
Fam170a	0	0	0	0
Fam170b	0	0	0	0
Fam171a1	814	925	819	758
Fam171a2	251	253	409	297
Fam171b	36	58	38	64
Fam172a	545	566	712	629
Fam173a	458	570	829	434
Fam173b	222	260	277	189
Fam174a	414	436	762	401
Fam174b	12	15	21	13
Fam175a	216	264	192	204
Fam175b	630	717	589	708
Fam177a	703.92	917.6	656.3	734.71
Fam178a	508	592	492.79	518.68
Fam178b	11	8	15	9
Fam179a	0	0	0	2
Fam179b	566	677	720	712
Fam180a	10	7	7	19
Fam181a	0	0	0	0
Fam181b	2	0	1	0
Fam183b	1	2	1	0
Fam184a	5	2	2	3
Fam184b	3	1	3	1
Fam185a	192	194	287	183
Fam186b	0	2	2	3
Fam187a	0	0	0	0
Fam187b	1	1	0	0
Fam188a	410	465	509	440
Fam188b	68	87	130	95
Fam189a1	0	3	0	1
Fam189a2	81	98	80	63
Fam189b	186	203	306	269
Fam192a	663	774	775	638
Fam193a	590	792	523	722
Fam193b	626	684	973	668
Fam195a	1429	1931	1469	1048
Fam195b	691	758	1263	786
Fam196a	9	11	7	9
Fam196b	0	0	1	0
Fam198a	59	100	18	13
Fam198b	1352	1953	1233	1299
Fam199x	429	410	398	401
Fam19a1	0	0	1	0
Fam19a2	6	2	17	13
Fam19a3	5	2	3	4
Fam19a4	0	0	0	0
Fam19a5	89	78	101	76
Fam204a	383	463	522	369
Fam205a1	2.45	3.02	2.63	5.79
Fam205a2	63.98	60.9	74.02	139.97
Fam205c	2	1	5	7
Fam206a	281	336	238	346
Fam207a	479	505	618	443
Fam208a	815.13	899.77	954.48	920.64
Fam208b	525.14	728.21	587.11	778.38
Fam209	7	4	7	5
Fam20a	254	295	312	436
Fam20b	1083	1162	1207	1089
Fam20c	275	337	279	298
Fam21	1773	2064	1967	1736
Fam210a	2239	2753	2366	2302
Fam210b	598	707	615	540
Fam212a	27	35	55	34
Fam212b	18	16	18	24
Fam213a	5317	6451	5088	3677
Fam213b	201	216	547	232
Fam214a	1837	2024	1391	1284
Fam214b	709	767	837	654
Fam216a	223	245	269	235
Fam216b	0	0	0	0
Fam217a	6	9	1	2
Fam217b	148	163	141	163
Fam219a	228	194	332	239
Fam219aos	39	39	85	38
Fam219b	291	324	474	307
Fam220a	377	390	414	405
Fam221a	11	6	13	10
Fam221b	0	1	1	0
Fam222a	10	8	20	30
Fam222b	282	332	280	290
Fam227a	16	20	13	20
Fam227b	0	0	0	0
Fam228a	0	4.08	3.01	2.01
Fam228b	9	9	13	12
Fam229a	0	0	3	1
Fam229b	32	45	34	31
Fam24a	3	0	0	0
Fam25c	0	0	1	1
Fam26d	0	0	0	1
Fam26e	65	82	87	89
Fam26f	24	35	38	18
Fam32a	968	1105	1175	970
Fam35a	269	303	201	201
Fam3a	365	423	553	475
Fam3b	0	0	0	1
Fam3c	1148	1309	1330	955
Fam43a	384	448	550	415
Fam43b	0	0	1	0
Fam45a	384	530	437	498
Fam46a	1692	1990	1824	2036
Fam46b	448	413	727	494
Fam46c	130	171	294	222
Fam46d	0	0	0	0
Fam47c	0	0	0	0
Fam47e	0	0	0	0
Fam49a	456	576	363	419
Fam49b	803	1014	884	896
Fam50a	663	745	755	646
Fam50b	0	0	0	0
Fam53a	387	396	549	320
Fam53b	1409	1967	1919	1617
Fam53c	752	885	1096	868
Fam57a	46	59	57	70
Fam57b	129	146	141	131
Fam58b	146	234	196	148
Fam60a	80	109	137	143
Fam63a	1308	1496	1934	1382
Fam63b	2787	3168	2887	2693
Fam64a	65	82	78	50
Fam65a	931	1082	1118	1139
Fam65b	53	77	94	96
Fam65c	40	31	117	89
Fam69a	141.75	165.83	197.11	201.97
Fam69b	734	906	1106	646
Fam69c	0	3	2	1
Fam71a	1	0	0	0
Fam71b	1	0	0	0
Fam71d	0	1	0	0
Fam71e1	14	18	19	7
Fam71e2	0	0	0	0
Fam71f1	2	3	1	0
Fam71f2	22	19	19	31
Fam72a	29	31	37	22
Fam73a	43	63	56	50
Fam73b	3049	3743	3543	2308
Fam76a	659	827	882	692
Fam76b	509	538	515	523
Fam78a	15	34	38	39
Fam78b	319	375	510	413
Fam81a	0	0	0	1
Fam83a	148	232	208	157
Fam83b	0	0	1	2
Fam83c	1	2	6	3
Fam83d	33	51	63	34
Fam83e	1	1	1	0
Fam83f	198.56	217.64	282.6	246.78
Fam83g	11	17	16.87	29
Fam83h	203	274	282	290
Fam84a	8	9	15	15
Fam84b	66.23	80.46	108.24	102.36
Fam89a	15	18	12	18
Fam89b	617	740	875	517
