"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000227600,PPT2,141.9811,135.756,81.5629,229.2195,189.8717,139.9347,101.267,65.4667,106.0214
ENSG00000227610,FRMPD3-AS1,0,0,0,0.817,0,0,0,0,0
ENSG00000227617,CERS6-AS1,132.2929,126.5069,232.361,110.2078,128.8536,195.8698,124.5681,133.0725,166.7166
ENSG00000227630,LINC01132,3.0046,0.9969,0.9943,0,0,1.9964,0,2.005,2.001
ENSG00000227634,LINC01714,0,1.0183,0,0,0,0,0,0,1
ENSG00000227639,OR2W1,0,0,0,0,0,0,0,0,0
ENSG00000227640,SOX21-AS1,0,0,0,0,0,0.9984,1.0721,1.0023,0
ENSG00000227642,AGPAT1,21.3987,2.6015,2.0586,1.8254,3.4583,2.0101,0.3113,0.8475,0.785
ENSG00000227646,STEAP2-AS1,0,0,1.0188,0,0,0,0,0,0
ENSG00000227647,HCG9,0.1847,0.2084,0.1075,0,0,0,0,0,0
ENSG00000227659,CLYBL-AS2,0,0,0,0,0,0,0,0,0
ENSG00000227676,LINC01068,2.982,1.0314,2.0349,0,2.0396,0,0,0,0
ENSG00000227686,VARS,1.2527,0,1.1603,1.1867,2.445,2.2205,1.0348,0,0
ENSG00000227715,HLA-A,47433.3129,42599.6923,34005.1078,44068.7826,32638.6775,30351.4351,15187.7073,14513.3493,16889.4759
ENSG00000227720,PPP1R11,283.008,254.6378,217.5527,208.8542,304.8975,281.1209,127.1911,125.6714,157.2541
ENSG00000227729,RD3L,0,0,0,0,0,0,0,0,0
ENSG00000227739,TUBB,39.1698,0,100.7912,120.2304,39.5363,37.0708,17.9856,29.1175,34.3683
ENSG00000227741,LOC729867,84.0461,63.5266,70.6248,32.3346,49.6138,59.6928,30.1798,30.2341,24.1704
ENSG00000227744,LINC01940,4.077,6.1995,4.0771,8.1191,7.0775,2.0442,4.2761,3.1766,1.0289
ENSG00000227746,C4A,248.0432,199.244,175.6885,180.0811,131.9799,147.2063,45.6867,33.6719,13.827
ENSG00000227761,BAG6,3106.1932,2340.1294,2188.6858,2667.6751,2968.719,2588.8937,1920.0623,1943.4248,2494.5031
ENSG00000227772,MICB,13.104,1.5131,0,36.0076,21.3189,35.6924,24.201,0,24.5765
ENSG00000227780,ZBTB22,246.4409,204.3864,178.3212,292.0125,223.7691,179.9066,109.7048,95.2939,185.7073
ENSG00000227794,RPS18,6.1779,11.8381,6.7434,7.8846,27.0302,15.7373,5.9843,9.1313,10.6249
ENSG00000227801,COL11A2,0.6908,0.6544,1.0096,1.5186,24.8942,5.351,2.1265,1.1798,1.5331
ENSG00000227804,PPP1R10,352.6058,350.3846,274.3402,440.5103,429.5735,393.3998,266.1509,243.9178,287.6687
ENSG00000227809,LOC101927358,0,0,0,0,0,0,0,0,0
ENSG00000227811,FAM212B-AS1,1.2092,1.4448,0,3.9293,5.0103,3.5788,1.2047,7.6336,5.1467
ENSG00000227816,TAP1,811.7308,704.6066,657.0087,745.3687,620.8416,630.2003,352.3709,262.4241,369.2162
ENSG00000227825,SLC9A7P1,10.0157,10.9796,10.9943,5.0286,3.9959,3.0036,8.0723,16.1089,6.2587
ENSG00000227826,HLA-DRB4,0,0,0,0,0,0,0,0,2.0003
ENSG00000227855,DPY19L2P3,22.1226,26.7556,25.427,32.4907,30.7724,28.5442,10.1197,11.3827,14.1466
ENSG00000227857,LOC101929626,3.9725,1.0322,1.0149,0.9711,0,4.0491,0.9784,0,0
ENSG00000227858,ZFP57,57.8134,80.5683,128.1221,61.2611,59.3057,46.9406,329.9951,408.7863,349.7276
ENSG00000227861,SAPCD1,3.1181,1.3039,3.6868,8.557,0,9.3848,14.2257,7.7509,14.3786
ENSG00000227868,TEX46,1.9862,0,3.0665,0,2.0191,2.0187,2.9492,0,0.997
ENSG00000227877,MRLN,1.0309,2.077,3.4633,3.5684,6.8508,9.1459,9.4881,16.0321,10.7256
ENSG00000227884,C2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000227886,LOC105375009,0,0,0,0,0,0,0,0,0
ENSG00000227899,MDC1-AS1,0,0,0,0,5.2139,0,0,0,0.1807
ENSG00000227906,SNAP25-AS1,0.9963,0,1.0219,1.9751,0,0,3.9915,5.9814,1.0422
ENSG00000227908,FLJ31104,13.6382,5.2059,6.7668,11.2008,3.0245,14.3472,13.4579,24.8225,8.5478
ENSG00000227925,LINC01655,0,0,0,0,0,0,0,0.992,0
ENSG00000227927,MACROD2-IT1,0,0,0,0,0,0,0,0,0
ENSG00000227929,SRGAP3-AS3,0,3.0051,4.0153,2.9939,1.0007,1.0009,5.9938,21.9899,9.0018
ENSG00000227940,LINC01696,0,0,0,0,0,0,0,0,0
ENSG00000227942,FRMD8P1,0,0,0,0,0,0,0,0,0
ENSG00000227954,TARID,3.1537,0,5.1619,3.1391,2.0569,5.3118,6.2997,8.6696,3.1554
ENSG00000227963,LOC440600,11.0576,13.0493,27.6967,15.2601,19.9991,19.72,32.6744,58.9178,31.5661
ENSG00000227964,LINC01429,2.1109,8.6436,4.6476,4.3956,2.0505,3.2072,3.6864,10.8318,5.2877
ENSG00000227974,HCG22,0,0,0,0,0,0,0,0,0
ENSG00000227993,HLA-DRA,0,0,0,0,0,0,0,0,0
ENSG00000228001,TRIM40,0,0,0,0,0,0,0,0,0
ENSG00000228016,RAPGEF4-AS1,0,0.9965,0,0,0.9981,0,1.0054,0,0
ENSG00000228021,LOC283038,31.7304,19.8296,37.8473,23.6156,41.4488,31.4372,141.3327,249.1276,99.543
ENSG00000228022,HCG20,0.5874,1.112,0,0,0,0,0,0,0
ENSG00000228037,LOC100996583,0,1.8758,0,0.9034,0,3.6991,0.9166,0,0
ENSG00000228044,LOC101927787,13.7335,16.5642,14.0863,4.7172,8.6237,11.0648,17.1175,21.4729,12.2808
ENSG00000228049,POLR2J2,130.4794,141.5962,101.3518,109.61,120.1261,109.4634,98.7419,179.8313,140.5959
ENSG00000228058,LINC01736,0,0,0,0,0,0,0,0,0
ENSG00000228060,LOC101929516,1.0069,3.0883,3.1343,0,1.019,0,0,0,5.0309
ENSG00000228067,LINC01740,0,0,0,0,0,0,0.9785,0,0
ENSG00000228075,BOD1L2,0,0,0,0,0,0,0,0,0
ENSG00000228080,HLA-DRB1,7.6883,9.0172,2.0085,1.9953,1.0036,2.0021,1.9974,1.9988,2.0004
ENSG00000228083,IFNA14,0,0,0,0,0,0,0,0,0
ENSG00000228090,MPIG6B,2.0345,1.7391,1.1923,2.6427,2.4874,0,3.2399,6.485,3.0438
ENSG00000228106,LOC102724017,26.8327,30.3987,41.8764,23.5862,23.1962,40.2863,56.618,76.5832,63.8628
ENSG00000228109,MELTF-AS1,188.303,184.6634,162.6903,202.4945,141.7808,130.6866,93.2883,82.8449,110.9098
ENSG00000228116,PPT2,0.1281,5.5439,3.627,3.6092,5.788,2.0376,0,3.1366,7.0089
ENSG00000228126,FALEC,8.5616,3.2948,8.9169,5.2382,7.1294,1.1423,10.4391,13.3024,10.3031
ENSG00000228127,LINC01649,0,2.0006,0,0,1,0,0,1.0004,0
ENSG00000228128,DDAH2,226.7788,196.631,165.6617,405.2581,194.8435,173.1613,130.7176,106.2222,134.9468
ENSG00000228133,LOC105371485,2.3138,1.3103,0.9993,5.9462,5.4019,4.0229,1.0018,6.0056,1.0003
ENSG00000228135,LINC01494,0.9978,1.0034,3.022,2.9859,6.1031,6.1297,1.0123,0.9985,5.0004
ENSG00000228139,LINC01402,0,0,0,0,0,0,0,0,0
ENSG00000228141,LOC338963,1.2861,4.8669,5.1995,4.0773,7.0305,7.1688,7.1697,14.9295,11.6489
ENSG00000228144,TMBIM4,0,4.5865,0,5.0308,4.0437,0,0,3.2739,5.0372
ENSG00000228146,CASP16P,13.0538,6.0473,8.1682,9.4903,3.0986,4.0311,8.6513,28.6036,9.7052
ENSG00000228147,HCG22,0.1666,0.1759,0.1667,0,0,0,0,0,0
ENSG00000228151,LOC101928733,10.0725,11.4437,10.5874,7.0734,5.9913,6.0812,18.6496,38.8797,14.9089
ENSG00000228159,LINC01674,0,0,0,0,0,0,0,0,0
ENSG00000228163,HLA-DPA1,0.2686,0.4642,0.385,0.8702,1.4578,1.0024,0.5358,0.5117,2.9704
ENSG00000228177,C6orf47,0,0,0,0,0,0,0,0,0
ENSG00000228186,PRR3,10.4392,14.4376,17.606,12.8154,13.9266,32.8352,14.2591,26.1406,13.293
ENSG00000228189,LOC286238,0,0,0,0,0,0,0,2.9864,0
ENSG00000228198,OR2M3,0,0,0,0,0,0,0,0,0
ENSG00000228203,RNF144A-AS1,7.6922,6.0818,16.5494,10.0597,10.6239,13.8867,52.7796,67.7752,44.1843
ENSG00000228213,NLGN1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000228224,NACAP1,7.0773,3.02,4.0759,3.04,1.0222,4.1734,7.3754,17.1646,0
ENSG00000228237,EFCAB14-AS1,1.9864,2.0373,0,0.9785,0,1.009,0,0,0
ENSG00000228240,TTTY17A,0,0,0,0,0,0,0,0,0
ENSG00000228245,DDX39B-AS1,0,0,0.3984,0,0.5824,0.435,0.7999,1.7701,0.9552
ENSG00000228250,LY6G6C,5.1023,2.3405,4.7008,13.4089,7.9073,6.2692,7.9393,9.1498,12.0082
ENSG00000228253,ATP8,5274.0348,4566.3639,4112.714,3346.7178,6759.8263,6611.4868,2757.1415,2232.2636,2945.4729
ENSG00000228254,HLA-DQB2,1.0048,0,0.2402,1.3716,0.3338,0.1255,0.3563,0.1213,0.2465
ENSG00000228262,LINC01320,0,2.3775,7.4425,2.4843,1.5976,0,10.3053,19.1852,7.8058
ENSG00000228263,SLC44A4,0.1477,0.5997,0,0,0,0.2858,0.4404,0.744,0
ENSG00000228265,RALY-AS1,18.9019,22.222,18.3196,7.8926,21.1054,9.0488,16.8281,18.9073,24.9691
ENSG00000228267,C4B,4.8113,1.4825,1.66,5.7161,5.9303,1.3008,0.847,0.6536,0.749
ENSG00000228278,ORM2,0,0,0,0,0,0,0,0,0
ENSG00000228284,HLA-DQA1,31.1972,33.0741,41.316,27.2989,18.2252,34.8015,37.6086,64.2298,35.0672
ENSG00000228288,PCAT6,214.018,214.7835,187.9206,151.1904,149.6877,137.6688,62.4654,70.7143,78.958
ENSG00000228290,TBX18-AS1,0,0,1.1015,0.9876,1.1213,1.1259,0,0,0
ENSG00000228294,BMS1P17,0.8992,0,0,0.5836,2.899,0,0,0,0
ENSG00000228296,TTTY4,0,0.3337,0,0,0,0,0,0,0
ENSG00000228299,HLA-C,15309.095,14081.7165,11584.439,11725.8836,9587.3753,9411.2831,3687.5565,3257.8541,4277.958
ENSG00000228300,C19orf24,2146.1108,2050.0049,2243.6084,2634.2377,2136.9752,2250.8791,5372.0919,5206.6667,4424.9465
ENSG00000228308,LINC01209,1.028,2.0442,3.1914,5.434,2.2537,1.0251,7.4005,5.8623,3.3595
ENSG00000228309,LINC01350,0,0,0,0,0,0,0,0,0
ENSG00000228314,CYP4F29P,17.6938,21.5227,26.15,2.9596,2.001,7.5936,5.9857,12.9968,18.0039
ENSG00000228315,GUSBP11,165.2809,119.4248,89.3177,130.9043,154.9093,182.4174,75.2754,65.2457,63.7015
ENSG00000228321,TNF,4.4276,1.8562,3.4276,2.9768,2.355,1.1774,1.1895,1.7777,5.9077
ENSG00000228329,LINC01890,0.9979,0,0,0,0,1.0019,1.9938,3.9941,2.0002
ENSG00000228333,RXRB,23.5279,17.0941,12.4431,25.849,24.8739,18.0299,5.0537,2.5435,3.1623
ENSG00000228340,MIR646HG,61.3387,46.6859,46.0351,46.8635,52.1068,47.7469,29.8797,58.5446,35.6585
ENSG00000228350,CELSR3-AS1,4.9381,4.0834,0,3.9705,2.0212,6.9808,6.0534,4.0576,5.0135
ENSG00000228357,HSD17B8,45.7143,42.6785,37.9512,82.7206,68.2605,67.3147,68.2666,62.7155,73.0778
ENSG00000228358,LINC02263,7.9497,13.1752,12.2369,3.9281,9.0581,6.044,4.939,11.9326,8.987
ENSG00000228369,TXNDC12-AS1,0.9931,1.0275,0,0.9728,0,0,0,0,0
ENSG00000228370,LOC105375009,0,0,0,0,0,0,0,0,0
ENSG00000228372,SMIM10L2B-AS1,0,0,0,0,0,0,0,0,0
ENSG00000228376,GAS2L1P2,10.0025,12.994,6.9805,12.0381,4.9954,11.9924,2.0063,3.0048,6.0024
ENSG00000228377,MAS1L,0,0,0,0,0,0,0,0,0
ENSG00000228383,FAM197Y2,0.077,0.4971,0,0,0,0,0,0,0
ENSG00000228391,LOC101927534,0,0,0,0,0,0,0,0,0
ENSG00000228392,LOC101929116,0,0,0,0,0,0,0,1.0014,0
ENSG00000228397,LINC01635,0,4.0213,1.0662,0.9881,0,4.0705,2.9889,1.1127,1.0036
ENSG00000228401,HSPC324,0,3.0434,0,0,0,0,0,0,0
ENSG00000228405,RNF5,15.4561,11.9409,7.5064,13.6549,17.548,15.8145,1.1343,2.1165,4.387
ENSG00000228408,TAB2,2.3293,2.133,4.0697,4.0371,7.648,5.0944,2.0209,9.2913,3.1461
ENSG00000228412,LOC100506885,6.9899,0,4.0594,1.9929,3.0093,2.0073,0,5.9979,2.0001
ENSG00000228414,LINC01185,0,0,0,1.0013,0,0,0,0,2.0006
ENSG00000228422,LINC00687,1.499,1.2,1.8619,0,2.8462,1.3464,0,6.7024,3.3797
ENSG00000228425,VPS52,203.8833,226.3089,126.1968,308.6935,274.8263,313.1607,120.8783,44.8317,56.4482
ENSG00000228435,C6orf47,0,0,0,0,0,0,0,1e-04,0
ENSG00000228436,LOC105378663,25.4706,24.9077,27.0765,21.5094,17.3002,23.8297,15.0021,15.4016,19.3854
ENSG00000228439,TSTD3,74.0032,64.1589,66.2913,44.7546,49.6399,42.3533,34.3162,42.9278,48.5612
ENSG00000228454,C4B,35.9489,30.4878,38.5946,65.9772,19.7805,14.097,19.4116,21.6138,12.1981
ENSG00000228459,LINC01546,8.955,8.0763,6.103,0.9871,6.0286,6.0311,4.9516,3.9815,12.9902
ENSG00000228474,OST4,3342.8411,3072.1098,2890.2735,3048.8254,3045.7397,2904.7763,1963.9747,1911.1728,2172.4731
ENSG00000228481,LOC105374580,0,0,0,0,0,0,0,0,0
ENSG00000228484,LOC101927692,8.1305,7.4251,13.3637,10.277,7.5149,12.2206,26.2105,52.1133,19.6643
ENSG00000228486,LINC01125,87.8341,77.3758,65.3696,57.8236,52.8182,81.0975,57.26,116.2677,73.0507
ENSG00000228496,LOC100506405,0,0,0,0,0,0,0,0,0
ENSG00000228504,LINC01760,0,0,0,0,0,0,0,0,0
ENSG00000228515,MAS1L,0,0,0,0,0,0,0,0,0
ENSG00000228517,CT47A7,0,0,0,0,0,0,0,0,0
ENSG00000228520,RING1,208.0982,322.6843,132.5846,301.6939,370.4402,335.2651,203.7195,134.6797,227.7875
ENSG00000228526,MIR34A,205.3902,176.3239,170.9907,140.3505,135.9597,148.9389,119.0967,98.2889,108.6761
ENSG00000228544,CCDC183-AS1,85.0695,75.8539,60.4249,37.9189,53.3939,54.94,33.1115,17.1522,22.009
ENSG00000228567,VN1R4,0,0,0,0,0,0,0,0,0
ENSG00000228575,MDC1,131.1634,95.8337,48.6842,120.7214,284.481,267.3253,195.8314,191.8784,88.0475
ENSG00000228581,GNL1,553.563,452.1679,418.9965,566.9561,555.7512,613.7435,669.2391,484.6177,550.0735
ENSG00000228582,TAP2,88.3498,84.5602,70.4915,70.2927,119.96,78.7421,113.1571,97.3154,109.6263
ENSG00000228592,D21S2088E,610.8498,592.4678,547.6547,531.0621,464.9649,315.273,336.0933,356.4584,341.5034
ENSG00000228594,FNDC10,987.5249,887.7766,904.928,684.8351,642.4412,664.4613,919.5247,947.3442,847.3255
ENSG00000228598,MACC1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000228605,GPANK1,0,0,2.195,0,1.6268,0,0,4.8151,1.4865
ENSG00000228607,CLDN25,0,0,0,0,0,0,0,0,0
ENSG00000228623,ZNF883,26.0128,15.9791,12.972,14.0362,18.9841,10.9915,11.0293,2.0028,10.0038
ENSG00000228624,HDAC2-AS2,8.9677,7.0742,3.0444,7.9309,4.0283,4.0164,5.9396,3.9824,3.9956
ENSG00000228628,ATF6B,3593.9847,3155.0911,2723.8599,3697.8638,3778.2683,3460.8471,1968.0877,1654.7156,2110.1578
ENSG00000228630,HOTAIR,21.9834,18.982,14.9628,18.0126,18.9937,15.0283,4.9948,4.004,4.0017
ENSG00000228639,LINC02095,35.75,34.0763,59.7993,10.6817,16.329,18.2159,12.7244,31.8005,14.8677
ENSG00000228649,SNHG26,59.8762,56.166,91.6004,78.6596,78.0991,107.1825,82.7574,84.8754,109.0092
ENSG00000228652,OR2W1,0,0,0,0,0,0,0,0,0
ENSG00000228659,LINC01201,0,0,0,0,0,0,0,0,0
ENSG00000228661,LOC105376527,32.7747,26.4797,20.4425,21.5314,16.1651,24.214,12.7889,7.9435,1.9933
ENSG00000228662,MCCD1,0.399,0,0.1441,0,0,0.2005,0,0,0
ENSG00000228672,PROB1,91.165,77.7163,52.6409,80.4978,71.8549,91.8076,166.9262,145.4083,186.0972
ENSG00000228677,TTC3-AS1,5.0058,2.0363,3.0367,0,1.0042,0,0,2.0862,0
ENSG00000228691,NEU1,208.2202,217.0647,226.2408,266.3679,205.4324,207.0133,181.7489,138.7319,197.2168
ENSG00000228695,CES1P1,1.0643,0,2.0465,0,0,1.0574,0,2.1613,4.496
ENSG00000228696,ARL17A,50.3428,31.1225,98.3407,54.1198,79.0004,80.8716,141.1319,151.7821,118.2644
ENSG00000228697,LOC101928565,1.0037,7.514,4.111,4.131,4.2639,3.2048,7.6754,16.9283,3.0939
ENSG00000228701,TNKS2-AS1,1.9874,3.0869,10.1896,3.9007,6.0812,4.0429,4.894,6.9496,2.9772
ENSG00000228705,LINC00659,0,1.0154,0,11.7746,6.05,3.0232,0,0,0.9976
ENSG00000228712,HSD17B8,45.7326,42.6411,37.9811,82.7563,68.3071,67.2305,68.252,62.7419,72.9183
ENSG00000228714,LOC101928775,0,0,0,0,0,0,0,0,2.9797
ENSG00000228716,DHFR,367.2476,354.8648,344.6661,393.2624,885.8313,1464.0224,1787.7308,1772.7717,1837.8164
ENSG00000228723,SRGAP3-AS2,0.994,0,0,0,0,1.0011,0,1.9925,1.0002
ENSG00000228727,SAPCD1,26.9904,18.0071,19.6886,56.6112,21.1343,39.5631,32.8296,52.7579,42.8837
ENSG00000228736,RGL2,485.2095,391.962,358.4754,550.712,475.5422,492.138,222.3695,204.6257,284.225
ENSG00000228738,HCG23,0,0,0,0,0,0.192,0,0.5797,0
ENSG00000228740,GABRG3-AS1,0,0,0,0,0,0,0,0,0
ENSG00000228741,SPATA13,1,0.9995,0.9995,0,0,0,0,0,0
ENSG00000228760,BAG6,2046.8501,1641.8138,1453.5052,1814.3873,2067.1466,2125.1955,1742.114,1639.3465,1949.7337
ENSG00000228762,HCG20,0.5874,1.112,0,0,0,0,0,0,0
ENSG00000228768,MIR365B,0,1.0213,0,0.9767,0,0,0,0,0
ENSG00000228775,WEE2-AS1,10.2283,11.0455,13.0768,6.4435,7.0196,6.6327,9.9486,16.4455,11.9914
ENSG00000228784,LINC00954,14.232,10.3305,15.6269,6.7346,6.9614,6.5055,13.2937,39.0292,19.6463
ENSG00000228787,NLGN4Y-AS1,0,3.0477,1.0218,0.9808,0,0,1.2987,0,0
ENSG00000228789,HCG22,0.1666,0.8186,0.1667,0,0,0,0,0,2.9994
ENSG00000228794,LINC01128,426.3342,378.4053,389.9724,316.9252,366.7474,382.7797,312.015,284.5269,351.0843
ENSG00000228799,LINC01939,0,0,2.0733,0.9878,0,1.0123,0.9785,2.0117,0
ENSG00000228803,MTCYBP42,0,0,0,0,0,0,0,0,0
ENSG00000228804,LOC100131635,0,0,0,0,0,0,0,2.0204,0
ENSG00000228812,LAMA5-AS1,9.9583,7.1243,6.1381,5.8822,7.0765,4.0359,8.8805,6.9612,9.9721
ENSG00000228813,HLA-DQB2,1.0048,0,0.2402,1.3716,0.3338,0.1255,0.3563,0.1213,0.2465
ENSG00000228824,MIR4500HG,1.0172,3.1351,3.1514,1.0029,0,1.0688,2.5483,11.7845,3.42
ENSG00000228836,CT45A5,0,0,0,0,0,0,0,0,0
ENSG00000228839,PIK3IP1-AS1,2.9802,2.0293,2.0428,0,1.0078,0,0,1.9875,0
ENSG00000228842,PCDH9-AS2,0,0,0,0,0,0,0,0,0
ENSG00000228849,TNF,4.4281,1.8566,3.428,2.9773,2.3554,1.1774,1.1895,1.7779,5.9084
ENSG00000228853,NEGR1-IT1,0,0,0,0,0,0,0,0,0
ENSG00000228854,NRM,39.2584,39.0433,40.4914,66.7797,104.6429,124.2381,127.5433,119.941,123.2109
ENSG00000228856,USP17L30,0,0,0,0,0,0,0,0,0.2354
ENSG00000228859,LY6G6C,5.1043,2.345,4.7055,13.4295,7.9107,6.271,7.9428,9.1543,12.0192
ENSG00000228867,NRM,39.2525,39.0337,40.4856,66.8748,104.6132,124.2478,127.521,119.9558,123.2311
ENSG00000228875,CSNK2B,19.6299,10.9498,9.9646,10.5689,12.122,14.755,7.9042,6.2602,7.5694
ENSG00000228881,TRIM26,191.9839,187.0288,114.2283,103.3404,195.212,137.0362,74.869,106.3063,126.4441
ENSG00000228883,LY6G5C,7.1782,6.7767,13.6033,0.3282,0.7965,3.6795,15.4261,14.2284,10.341
ENSG00000228888,LINC01428,0,0,0,0,0,0,0,0,0
ENSG00000228889,UBAC2-AS1,24.0029,27.9819,28.9759,54.079,51.9735,48.9808,29.0536,31.0301,30.0101
ENSG00000228890,TTTY21,0,0,0,0,0,0,0,0,0
ENSG00000228892,AGPAT1,2407.1397,2144.715,1959.969,1449.4562,1700.9188,1836.4018,1189.9892,972.0675,1207.103
ENSG00000228896,SKIV2L,1003.0288,875.1816,717.6085,877.1779,936.7039,936.3261,602.7915,518.4516,578.5791
ENSG00000228907,RNF5,194.5334,173.7544,162.9826,169.6537,199.8488,193.9257,134.3968,103.8897,144.0732
ENSG00000228913,UBD,0,0,0,0,0,0,0,0,0
ENSG00000228918,LINC01344,3.2043,1.9958,8.7075,3.0196,3.0386,2.2464,14.0756,25.4054,16.6047
ENSG00000228919,LOC389199,1.0429,0,2.026,0,0,2.1144,3.101,0,2.026
ENSG00000228927,TSPY3,0,0,0,0,0,0,0,0,0.5002
ENSG00000228960,OR2A20P,84.3779,87.4141,100.4569,105.444,78.8334,47.951,51.815,57.4485,38.9979
ENSG00000228961,LOC102724502,0,0,0,0,0,0,0,0,0
ENSG00000228962,HCG23,0,0,0,0,0,0.192,0,0.5797,0
ENSG00000228964,HLA-B,132.2333,102.2492,97.0648,95.5988,76.0448,88.5831,32.9522,38.2229,45.1566
ENSG00000228971,LOC100996635,0.9954,2.0168,1.0157,3.0052,3.0124,3.0138,0,0,0
ENSG00000228977,OR2W1,0,0,0,0,0,0,0,0,0
ENSG00000228978,TNF,0,0,2e-04,6.1767,1.508,6.7603,20.6784,22.5626,6.6604
ENSG00000228980,LINC01205,8.6387,11.2796,13.7258,10.0323,4.1907,17.0696,30.4682,61.7545,21.3745
ENSG00000228987,HLA-DRA,0,1.001,0,0,0,0.2003,0,0,0
ENSG00000229005,HNF4A-AS1,0,2.0208,2.2064,1.9722,1.0052,1.0056,0.9895,0.995,2.9973
ENSG00000229006,TRIM27,7.8628,8.5276,0.927,1.7395,13.8106,21.7379,1.412,1.6656,11.8041
ENSG00000229009,TMPRSS11GP,0,0,0,0,0,0,0,0,0
ENSG00000229011,LINC01038,0,0,0,0,0,0,0,0,0.9945
ENSG00000229015,LOC100506790,0,0,0,0,0,0,0,0,0
ENSG00000229027,HSFY1P1,0,0,0,0,0,0,0,1.0001,0
ENSG00000229042,LOC101927159,0,0,0,0,0,0,0,0,0
ENSG00000229051,LINC01788,0,0,0,0,0,0,0,0,0
ENSG00000229056,LOC101927482,0,0,0,0.9996,0,0,0,0,0
ENSG00000229058,AGER,44.4487,33.2868,21.729,48.9498,52.4095,44.0836,42.0532,29.9119,44.9353
ENSG00000229061,ATAT1,40.4666,47.39,31.5062,18.9915,35.5779,34.5055,21.7724,15.6038,23.9505
ENSG00000229071,PRRT1,7.9435,2.124,1.8924,16.6111,17.022,3.096,1.1255,0.878,11.046
ENSG00000229074,HLA-DRB1,0,0,0,0,0,0,0,0,0
ENSG00000229077,SLC44A4,0.1477,0.5997,2.4065,0,0,0.2858,0.4404,0.744,1.7246
ENSG00000229086,LINC01548,0,0,0,0,0,0,0,0,0
ENSG00000229094,POU5F1,9.4885,18.0319,7.5522,1.7351,5.4518,7.6113,0,12.41,9.4683
ENSG00000229102,LOC101928739,0,0,0,0,0,0,0,1.9853,0
ENSG00000229105,ASTN2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000229111,MED4-AS1,1.052,0,1.1263,0,0,1.099,4.554,7.1773,9.759
