	Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
NM_001258262	0	0	0	0	0	0
NM_001258263	0	0	0	0	0	0
NM_001258264	0	0	0	0	0	0
NM_001258265	0	0	0	0	0	0
NM_001258266	0	0	0	0	0	0
NM_001258267	0	0	0	0	0	0
NM_001258268	0	0	0	0	0	0
NM_001258269	0	0	0	0	0	0
NM_001258270	0	0	0	0	0	0
NM_007125	0	0	0	0	0	0
NM_182659	0	0	0	0	0	0
NM_182660	0	0	0	0	0	0
NR_047596	0	0	0	0	0	0
NR_047597	0	0	0	0	0	0
NR_047598	0	0	0	0	0	0
NR_047599	0	0	0	0	0	0
NR_047600	0	0	0	0	0	0
NR_047601	0	0	0	0	0	0
NR_047602	0	0	0	0	0	0
NR_047603	0	0	0	0	0	0
NR_047604	0	0	0	0	0	0
NR_047605	0	0	0	0	0	0
NR_047606	0	0	0	0	0	0
NR_047607	0	0	0	0	0	0
NR_047608	0	0	0	0	0	0
NR_047609	0	0	0	0	0	0
NR_047610	0	0	0	0	0	0
NR_047611	0	0	0	0	0	0
NR_047612	0	0	0	0	0	0
NR_047613	0	0	0	0	0	0
NR_047614	0	0	0	0	0	0
NR_047615	0	0	0	0	0	0
NR_047616	0	0	0	0	0	0
NR_047617	0	0	0	0	0	0
NR_047618	0	0	0	0	0	0
NR_047619	0	0	0	0	0	0
NR_047620	0	0	0	0	0	0
NR_047621	0	0	0	0	0	0
NR_047622	0	0	0	0	0	0
NR_047623	0	0	0	0	0	0
NR_047624	0	0	0	0	0	0
NR_047625	0	0	0	0	0	0
NR_047626	0	0	0	0	0	0
NR_047627	0	0	0	0	0	0
NR_047628	0	0	0	0	0	0
NR_047629	0	0	0	0	0	0
NR_047630	0	0	0	0	0	0
NR_047631	0	0	0	0	0	0
NR_047632	0	0	0	0	0	0
NR_047633	0	0	0	0	0	0
NR_047634	0	0	0	0	0	0
NR_047635	0	0	0	0	0	0
NR_047636	0	0	0	0	0	0
NR_047637	0	0	0	0	0	0
NR_047638	0	0	0	0	0	0
NR_047639	0	0	0	0	0	0
NR_047640	0	0	0	0	0	0
NR_047641	0	0	0	0	0	0
NR_047642	0	0	0	0	0	0
NR_047643	0	0	0	0	0	0
NR_047644	0	0	0	0	0	0
NR_047645	0	0	0	0	0	0
NR_047646	0	0	0	0	0	0
NR_047647	0	0	0	0	0	0
NM_003369	374	378	264	382	335	291
NM_020894	98	102	66	163	134	109
NM_001253875	163.13	117.87	220.99	481.58	312.11	267.7
NM_001253876	0	0	0	0	0	0
NM_025076	754.87	880.13	409.01	1153.42	1208.89	1060.3
NR_045607	0	0	0	0	0	0
NM_004182	387.13	357.21	271.19	262.17	237.43	197.04
NM_153477	53.21	74.81	47.81	137.02	93.41	91.9
NR_045559	11.51	6.99	0	6.6	0	14.74
NR_045560	0	0	0	0	0	0
NR_028119	2.15	0	0	2.21	2.16	2.31
NM_018052	594	644	443	1027	920	867
NR_034083	6	2	0	9	4	9
NM_001297438	9.51	0	10.16	0	0	2.06
NM_014231	23.31	63.95	0	0	0	0
NM_016830	21.73	37.4	15.86	16.77	47.8	34.21
NM_199245	106	8.15	47.98	145.89	61.85	78.73
NR_123717	0	0	0	0	0	0
NM_014232	552	572	440	465	461	444
NM_004781	2443	2712	1799	2320	2298	1958
NM_001185127	0	0	0	0	0	0
NM_003762	284.96	282.93	177.85	246.95	198.9	299.8
NR_033704	161.04	136.07	120.15	120.05	112.1	63.2
NM_006634	782	829	622	113	131	112
NM_001145149	0	0	22	0	0	0
NM_001145149_1	0	0	22	0	0	0
NM_001185183	18.42	40.95	8.18	54.06	25.43	13.16
NM_001185183_1	18.42	40.95	8.18	54.06	25.43	13.16
NM_005638	563.18	618.01	442.82	479.51	447.52	442.34
NM_005638_1	563.18	618.01	442.82	479.51	447.52	442.34
NR_033714	43.07	23.9	0	0	24.05	0
NR_033714_1	43.07	23.9	0	0	24.05	0
NR_033715	23.83	50.14	0	17.93	0	0
NR_033715_1	23.83	50.14	0	17.93	0	0
NM_003761	4	4	8	4	4	4
NM_001172411	0	0	0.01	0	0	0
NM_001172412	0	0	72.9	0	0	175
NM_138959	480	554	298.09	234	243	0
NM_020335	9	5	3	0	0	1
NM_003574	69.89	58.95	66.34	79.07	153.4	134.42
NM_194434	1809.09	2048.44	1474.53	2226.28	1991.01	1872.15
NM_001195677	0	10.4	18.84	7.6	7.72	7.1
NM_004738	1443	1495.6	1052.16	1328.4	1273.28	1119.9
NR_036633	0	0	0	0	0	0
NM_006295_1	1862	2020	1311	2950	2574	2254
NM_001167733_1	86.35	46.11	10.53	6.74	117.1	0
NM_001167734_4	182.69	135.08	135.47	188.57	0	88.36
NM_020442_3	18.96	77.81	0	115.69	92.9	96.64
NM_014909	726.5	688.73	528.5	898.93	710.2	806.22
NM_001136474	24.45	0	0	8.2	0.45	14.87
NM_001136475	0	0	4.37	9.25	0	0.13
NM_001301056	22.55	31	27.61	22.55	22.55	0
NM_024749	0	0	0.01	0	0	0
NM_138440	4668	5011	3632	2064	2032	2010
NM_003370	2058	2337	1523	2628	2326	2238
NM_006373	4784	5377	3765	6797	7570	5985
NM_020927	949	987	750	982	586	779
NM_001258206	0	0	0	0	0	0
NM_001258207	0	0	0	0	1	0
NM_005428	0	0	0	0	0	0
NM_001134398	0	0	0	0	0	0
NM_003371	694	819	553	777	695	610
NM_001079874	0	0	0	0	0	1
NM_006113	0	0	0	0	0	0
NR_046653	0	0	0	0	0	0
NM_001112704	0	0	0	0	0	0
NM_199131	0	0	0	0	0	0
NM_012476	14	18	15	20	19	5
NM_001303543	0	0	0	0	11.45	0
NM_001303544	0	0	0	0	0	0
NM_001303545	0	0	0	0	0	0
NM_003372	836	848	619	984	944.55	826
NM_001078	1297	1443	1106	29	33.94	0
NM_001199834	0	0	0	0	0	14
NM_080682	0	0	0	0	0.06	0
NM_001126336	291.44	74.45	95.77	125.53	83.63	90.16
NM_001164097	2966.63	2991.54	2186.75	2500.85	1713.57	1870.28
NM_001164098	0.09	0	0	148.17	0	0
NM_004385	652.84	782.01	569.49	0.45	386.8	226.57
NM_003373	11332.94	13582.89	8787.96	7851.46	6471.06	5924.06
NM_014000	296.06	473.11	245.04	716.54	483.94	601.94
NM_007126	8063	8713	5782	10997	9369	8211
NM_025054	505	637	396	738	690	568
NM_001040662	64.21	40.93	62.7	1.95	40.71	3.54
NM_024558	23.16	0	0	67.81	14.56	21.39
NR_049738	33.63	59.22	17.3	62.07	31.74	53.1
NR_049739	0	20.85	0	17.17	0	6.97
NM_013452	0	0	0	1	0	0
NM_016378	0	0	0	0	0	0
NM_016379	0	0	0	0	0	0
NM_001001888	0	0	0	0	0	0
NM_004679	0	0	0	0	0	0
NM_004679_1	0	0	0	0	0	0
NM_181880	0	0	0	0	0	0
NM_181880_1	0	0	0	0	0	0
NM_003374	677.89	798.07	724.25	1210.67	1562.75	1197.85
NR_036624	388.77	393.23	246.8	316.37	345.95	559.4
NR_036625	1781.34	2101.7	1349.96	3514.96	2793.31	2733.75
NM_001184783	0	0	0	0	0	0
NM_001184823	1667.51	1745.44	1217.01	2186.14	1670.08	1579.71
NM_003375	877.25	1188.72	762.43	1308.47	1360.31	1300.18
NR_033675	63.24	85.84	41.56	28.39	55.61	29.11
NM_001135694	0	64.42	96.64	0	19.59	0
NM_005662	1299	1246.58	823.36	1503	1201.41	1098
NM_000376	356.89	433.33	187.61	206	101.67	124
NM_001017535	47.25	80.67	110.09	0	44.33	0
NM_001017536	31.86	0	11.3	0	0	0
NM_001025366	12.17	0	0	0	0	0
NM_001025367	0	0	9.91	73.42	32.47	16.85
NM_001025368	123.52	0	89.33	457.45	350.85	161.91
NM_001025369	0	0	0	0	0	0
NM_001025370	419.65	410.12	332.65	532.5	644.74	594.05
NM_001033756	0	0	0	0	0	0
NM_001171622	0	0	0	17.12	15.12	0
NM_001171623	12.17	0	0	0	0	0
NM_001171624	122.5	137.98	63.33	115.47	180.99	157.83
NM_001171625	0	0	9.91	73.42	32.47	16.85
NM_001171626	123.52	0	89.33	457.45	350.85	161.91
NM_001171627	0	0	0	0	0	0
NM_001171628	419.65	410.12	332.65	532.5	644.74	594.05
NM_001171629	0	0	0	0	0	0
NM_001171630	0	0	0	17.12	15.12	0
NM_001204384	0	9.12	0	0	12.6	12.5
NM_001204385	0	9.12	0	0	12.6	12.5
NM_001287044	338.33	326.58	233.53	90.09	404.46	443.7
NM_003376	122.5	137.98	63.33	115.47	180.99	157.83
NM_001243733	91.86	127.91	78.36	52.77	34.23	6.19
NM_003377	827.14	861.09	636.64	862.23	821.77	826.81
NM_005429	963	1118	792	1604	1721	1677
NM_014468	0	0	0	0	0	0
NR_001559	0	0	0	0	0	0
NR_002311	0	0	0	0	0	0
NM_001167911	0	0	0	75.8	54.21	55.73
NM_001167912	251.36	280.02	165.41	633.18	539.7	567.28
NM_001167915	0	0	0	0	0	0
NM_001167916	11.59	8.63	10.85	61.93	65.39	34.05
NM_001167917	36.86	35.35	34.55	118.76	142.42	116.4
NM_024621	22.19	0	22.19	155.33	171.28	87.54
NM_007146	1206	1319	943	526	570	501
NM_017599	505.86	380.89	379.23	606.81	435.05	249.26
NR_038241	714.31	786.47	458.63	465.03	546.56	568.04
NR_038242	168.83	243.65	212.14	162.16	204.4	217.7
NM_003378	8	5	2	57	30	26
NM_016267	0	0	0	0	0	0
NM_153453	0	0	0	0	0	0
NM_182645	0	0	0	0	0	0
NM_016206	1838	2309	1509	661	691	591
NM_001128219	540.73	465.23	351.51	534.42	478.57	418.17
NM_001128220	31.52	43.96	0	0	0	0
NM_001128221	64.17	109.71	80.63	47.09	39.33	0
NM_001284390	0	0	12.11	0	0	0
NM_001284391	0	0	52.49	0	0	0
NM_014667	109.49	163.04	40.48	49.82	52.37	33
NM_000551	1381.13	1410.07	860.49	1523.42	1442.93	1299.72
NM_198156	60.87	94.93	263.51	44.58	154.07	48.28
NM_001004319	0	0	0	0	0	0
NM_007127	0	0	0	0	1	0
NM_015873	90	101	78	20	25	20
NM_003380	69142.22	78452.14	54903.65	80954.69	78974.42	76249.01
NR_108060	0	0	0	0	0	0
NR_108061	25.78	31.86	17.35	40.31	37.58	25.99
NM_018445	939.81	1131.71	773.5	954.47	997.36	819.74
NM_203472	67.19	68.29	44.5	29.53	32.64	25.26
NM_003381	0	0	0	0	0	0
NM_194435	0	0	0	0	0	0
NM_001193314	10.56	7.02	0	17.91	12.02	0
NM_001193315	434.29	404.87	282.21	371.76	390.77	306.48
NM_001193316	0	0	0	17.67	0	0
NM_001193317	0	3.01	0	0	0.07	0
NM_022067	38.14	18.11	30.79	84.67	50.14	52.52
NM_001251882	0	0	0	0	0	0
NM_001251883	0	0	0	0	0	0
NM_001251884	0	0	0	0	0	0
NM_001251885	0	0	0	0	0	0
NM_004624	0	0	0	0	0	0
NR_046654	0	0	0	0	0	0
NM_001304522	0	0	1.68	1	3	1
NM_001308259	0	0	0	0	0	0
NM_003382	0	0	0	0	0	0
NR_130758	4	16	7.32	0	0	0
NM_001177969	0	0	0	0	0	0
NM_001177970	0	0	0	0	0	0
NM_001177971	0	0	0	0	0	0
NM_001177972	0	0	1	0	0	0
NM_053276	0	0	0	0	0	0
NM_024006	1775.46	1884.94	1409.59	2481.03	2022.78	2138.82
NM_206824	125.54	148.06	80.41	292.97	193.22	191.18
NM_001284342	98.67	85.71	61.42	144.5	77.31	33.73
NM_173517	1534.06	1728.29	1137.42	1065.43	1123.51	934.27
NM_001018056	155.68	263.42	88.5	148.7	203.19	69.08
NM_003383	441.08	356.19	394.33	254.16	490.59	378.87
NR_015375	4.24	8.39	3.17	2.14	5.22	1.05
NM_001017980	590	689	453	707	713	541
NM_001017921	47	43	28	20	17	7
NM_001144939	0	0	0	0	0	0
NM_001144940	0	0	0	0	0	0
NM_001144941	0	1	0	0	1	0
NM_182566	0	0	0	0	0	0
NM_030938	1671	1681	1237	3721	3357	3105.77
NM_020633	9	4	3	3	10	8
NR_045612	0	0	0	0	0	0
NM_173856	0	0	0	0	1	0
NM_173857	0	0	0	0	0	0
NM_173858	0	0	0	0	0	0
NM_004666	9	4	2	292	286	270
NM_001242350	0	0	0	0	0	0
NM_004665	0	0	0	5.96	0	0
NM_078488	0	17	4.15	0.17	12	16
NR_034173	14.63	0	0	0	0	0
NR_034174	1.28	0	3.72	0	0	0
NR_110143	0	0	7.14	0	0	0
NR_110144	0	0	0	0	0	0
NR_110145	0	0	0	4.07	0	0
NR_110146	0.1	0	0	0.8	0	0
NM_001291702	0	0	0	0	0	25
NM_001291703	7	4	3	23	26	0
NM_001284282	0	0	0	0	0	0
NM_001284283	586.48	437.47	241.64	683.7	486.97	443.95
NM_001284284	0	0	0	0	0	0
NM_030796	1167.52	1394.53	1005.36	1133.3	1297.03	972.05
NM_001171904	126.5	48.46	0	0	29.07	54.88
NM_014703	181.77	309.04	234.4	341.29	303.91	261.86
NM_001303509	0	0	0	0	0	0
NM_007128	0	0	0	0	0	0
NM_013378	1	0	1	0	3	2
NM_001290185	28.96	0	24.74	68.73	14.35	60.46
NM_021729	494.04	549	375.26	399.27	444.65	334.54
NM_001018037	0	411.07	0	109.45	31.45	64.79
NM_001018038	146.21	136.74	80.15	61.51	40.45	49.9
NM_015186	93.2	111.64	67.49	58.84	50.72	7.7
NM_033305	584.59	267.55	427.37	535.2	470.38	363.61
NR_026668	0	0	0	0	0	0
NM_015243	0	0	5.22	4.94	8.57	0
NM_017890	203.21	122.24	194.92	0	0	204.13
NM_152564	528.16	812.76	404.86	726.06	699.62	418.87
NM_181661	4.64	0	0	0	3.82	0
NR_047582	0	0	0	0	0	0
NM_001018088	0	0	0	0	0	0
NM_017684	1229.25	1488.47	958.32	1226.23	1235.12	941.1
NM_018080	118.75	85.53	51.68	57.77	32.88	33.9
NM_020821	0	0	0	0	0	0
NM_015378	270.44	216.95	128.19	433.9	0	157.39
NM_018156	714.56	1012.05	623.81	353.1	915	570.61
NM_022575	492.73	561.6	408.23	383.3	371.24	342.36
NM_080413	42.88	0	0	37.26	0	32.42
NM_020857	820	831	605	1516	1304	1030
NM_032353	541	674	466	564	540	547
NM_001035260	0	32.72	0	12.13	0	15.96
NM_004896	1235	1265.28	965	1185.87	1187	915.04
NM_052875	838	976	641	1034	803	827
NM_016208	804.47	860.14	540.3	741.16	663.57	669.81
NM_183057	154.53	109.86	137.7	142.84	175.43	116.19
NM_001282150	0	8.84	0	4.57	8.72	12.98
NM_001282151	0	0	0	8.91	8.94	4.35
NM_016226	227.27	325.75	222.01	239.01	173.73	213.62
NM_057180	428.07	396.61	294.83	530.68	597.25	482.86
NR_104099	44.24	47.38	32.7	20.82	66.77	42.04
NR_104100	0	0	0	10.47	0	0
NR_104101	62.43	79.43	28.46	74.54	67.58	41.16
NR_104102	0	0	0	0	0	0
NM_022916	476	498	335	411	402	285
NM_001289148	0	0	0	0	0	0.27
NM_001289149	0	24.44	0	33.9	20.72	0
NM_018668	262	254.56	209	306.1	271.28	262.73
NM_018206	2378	2647	1926	2256	2261	1853
NM_001282168	0	0	0	0	0	0
NM_001282169	9.83	31.47	0	13.53	28.55	33.77
NM_016075	565.17	516.53	384	481.47	455.45	360.23
NM_001145152	25.57	35.57	31.38	22.64	44.24	82.38
NM_152415	689.78	820.44	529.66	899.21	884.01	745.64
NM_024667	662	737	454	1541	1424	1311
NM_017966	492	566	355	492	485	374
NM_001077621	84	70	44	45	40	20
NM_001301138	0	0	0	0	0	0
NM_015289	1470	1552	1106	1410	1189	1133
NM_014396	1045	993.27	774	737	765	581
NM_080631	0	92.73	0	0	0	0
NM_001279353	0	0	0	7.01	0	0
NM_001279354	278.38	317.72	141.27	142.63	127.78	171.2
NM_001279355	0	9.06	16.62	120.59	27.63	0
NM_007259	200.71	138.98	154.11	146.78	168.86	161.8
NR_103998	17.9	18.23	0	0	15.72	0
NM_013245	1798	1974	1299	2341	2184	2014
NM_004869	692	747	513	964	870	815
NM_001257998	0	0	0	0	0	0
NM_017667	274.33	325.45	218.21	171	159.56	155
NM_024553	3.67	12.55	7.79	0	10.44	0
NM_013265	1183	1227	884	864	708	718
NR_073519	0	0	0	0	0	0
NM_001289174_5	17.9	19.13	0	5.99	0	0
NM_001289175	131.56	191.57	67.98	175.66	196.77	120.41
NM_001289176	0	0	0	0	0	0
NM_022553	275.33	262.05	241.02	164.35	111.23	157.59
NM_001128159	815.53	938.16	611.39	1145.24	937.25	948.19
NM_018289	67.47	65.84	19.61	137.76	91.75	104.81
NM_001005739	309.65	105.69	164.64	122.9	289.6	134.21
NM_016516	128.35	323.31	150.36	237.1	62.4	208.79
NM_001271087	0	9.07	22.16	9.64	0	0
NM_001271088	0	0	0	0	0	0
NM_005997	499	554.93	358.84	491.36	507	434
NM_001009921	0	0	0	0	0	0
NM_015303	555	628	440	523	506	411
NM_004913	693.4	578.43	425.82	403.64	300.83	228.62
NR_036480	32.6	21.57	15.18	151.36	84.17	72.38
NM_003384	148	174	107	148	118	98
NM_001130480	14.05	11.69	64.64	37.61	0	3.79
NM_001130481	98.11	163.68	34.88	73.45	69.3	113.93
NM_001130482	0	0	0	25.7	0	0
NM_001130483	38.86	6.51	0	17.39	41.63	14.38
NM_001288836	7.64	13.14	11.4	0	0	21.34
NM_001288837	0	0	0	0	0	0
NM_001288838	3.88	7.85	0	0	0	0
NM_001288839	0	0	0	0	0	0
NM_006296	93.29	88.02	117.77	66.3	80.77	26.19
NM_001025778	39.02	0	0	0	27.62	28.84
NM_001308420	153.79	149.58	105.44	180.96	184.18	150.85
NM_016440	254.18	255.42	204.56	172.04	147.2	123.31
NM_018228	0	0	0	0	0	0
NM_001170553	0	0	0	0	0	0
NM_182607	2	3	1	3	4	2
NM_019086	185	154	125	70	76	63
NM_001163922	37	37	24	34	25	31
NM_014312	1	0	0	0	0	1
NM_001100431	0	0	0	0	0	0
NM_001184830	0	0	0	0	0	0
NM_001184831	0	0	0	0	0	0
NM_001257403	0	0	0	0	0	0
NM_007268	0	0	0	0	0	0
NM_001013661	0	1	0	0	1.08	0
NM_003385	1	1	0	9	3	4
NM_001288791	0	0	0	0	0	0
NM_001288792	0	0	0	0	0	0
NM_001288793	0	0	0	0	0	0
NM_198481	0	0	0	0	0	0
NR_110142	0	0	0	0	0	0
NM_001301009	0	0	0	0	0	0
NM_182546	0	0	0	0	0	0
NR_038994	0	0	0	0	0	0
NM_001146339	0	0	0	0	0	0
NM_080607	5	5	3	10	11	3
NM_001031746	326.43	337.32	294.8	42	35	34.56
NM_144984	1.57	5.68	5.2	0	0	1.44
NM_001144871	2	0	3	0	0	0
NM_001256271	0	0	0	0	0	0
NM_001256272	0	0	0	0	0	0
NM_014588	0	0	0	0	0	0
NM_199425	0	0	0	0	0	0
NR_045948	0	0	0	0	0	0
NR_045951	0	0	0	0	0	0
NM_182894	0	0	0	0	0	0
NM_001286371	19.02	0	17.37	24.08	0	0
NM_001286372	0	0	0	0	0	0
NM_016485	631.98	696	457.63	733.92	670	626
NM_001253849	0	0	0	0	0	0
NM_001253850	0	0	0	0	0	0
NM_024626	0	0	0	0	0	0
NR_045603	0	0	0	0	0	0
NR_045604	0	0	0	0	0	0
NM_145206	313	343	235	341	333	280
NM_006370	903.1	924.11	643.5	901.94	874.03	778.21
NM_000638	14	13	14	2	3	3
NR_026703	0	0	0	0	0	0
NR_026704	0	0	0	0	0	0
NR_026705	0	0	0	0	0	0
NR_030583	0	0	1	0	0	1
NM_022834	58	76	70	68	41	53
NM_199121	0	0	0	0	0	0
NM_001272046	1	4	2	9	7	4
NM_173615	1	1	0	0	0	0
NM_144992	0	0	0	0	0	0
NM_001130142	41.16	70.65	74.96	803.07	471.68	889.01
NM_014622	121.63	102.51	64.9	953.77	724.53	566.93
NM_198315	69.21	56.84	42.14	734.17	616.79	776.07
NM_001039500	0	0	0	0	0	0
NM_138345	0	1	0	0	0	0
NM_025258_5	6	2	1	2	0	1
NM_001009814	30.18	20.7	10.22	31.82	17.19	34.76
NM_015058	355.82	431.3	297.78	265.18	292.81	209.24
NR_039974	0	0	1	2	0	0
NM_001136043	28.01	68.46	0.14	0	0	33.61
NM_001207058	0	10.38	19.98	10.44	0	0
NM_001207059	0	0	0	0	0	0
NR_045104	209.47	182.73	143.6	416.38	322.91	202.29
NR_045105	32.66	44.57	37.24	0	0	0
NR_045106	178.86	150.29	128.04	105.18	155.09	105.43
NR_045901	0	18.57	0	0	0	135.67
NM_198570	0	0	0	0	0	0
NM_001080500	0	0	0	0	0	0
NR_047698	0	0	0	0	0	0
NM_152718	17	23	15	28	15	13
NM_001135924	0	0	0	0	0	0
NM_000552	39	25	16	66	28	57
NM_016628	1072.49	1338.28	871.7	723.39	916.31	917.52
NM_100264	310.79	284.51	275	422.51	249.8	221.66
NM_100486	119.72	89.21	71.3	150.11	76.89	69.82
NR_033805	683	718	538	831.17	728.32	628.05
NM_015045	1272	1302	965	1449	1388	1128
NM_004184	3331.29	3539.84	2831.58	178.99	416.95	307.26
NM_173701	2549.48	2731.11	2084.97	1386.85	2327.17	1371.87
NM_213645	618.53	567.62	648.54	391.22	312.38	377.08
NM_213646	442.7	684.44	300.91	20.94	148.5	57.78
NM_015836	136.04	119.55	133.9	119.25	114.33	105.81
NM_201263	16.28	35.3	0	13.01	10.3	20.87
NR_126447	0	0	0	0	0	0
NM_000377	3	5	0	1	4	2
NM_001024934	3.52	80.17	37.21	38.38	58.84	59.26
NM_001024935	64.33	82.17	0	0	0	10.87
NM_001024936	257	215.66	182.84	146.68	129.74	44.17
NM_003931	63.14	0	69.95	70.93	62.42	84.7
NM_001201404	654.85	659.14	346.1	623.54	554.06	516.3
NM_006990	1779.15	1942.86	1549.9	1353.46	1407.94	1320.7
NM_001291965	379.08	422.92	343.01	206.01	235.39	126.15
NM_006646	104.92	130.08	66.99	227.99	130.61	247.85
NM_182905	266.98	239.4	181.64	158.07	153.94	167.72
NR_024077	433.61	415.79	221.31	263.13	221.32	206.09
NR_003659	268.63	236.86	175.49	180.14	144.52	127.65
NR_033266	145.62	114.92	84.12	125.12	84.27	88.5
NR_024540	677.28	578.66	366.22	477.06	342.83	279.63
NR_130735	0	0	1	1	1	0
NM_003941	1065	1134	838	834	828	841
NM_012477	635.88	644.33	458.11	448.91	461.95	390.2
NM_016312	767	844	583	1016	890	796
NR_003558	0	0	0	0	0	0
NM_001083913	1565.17	1721.82	1221.85	1066.46	1158.31	1002.06
NM_017787	76.83	24.18	18.15	366.54	133.69	146.94
NM_012478	1469	1656	1077	1420	1657	1420
NM_152613	1	0	0	0	2	0
NM_007187	488	559	367	285	295	293
NM_001006612	124.39	73.26	33.19	23.22	55.83	25.04
NM_001006613	391.03	587.91	355.3	453.24	277.68	311.87
NM_001006614	8.16	7.07	0	8.04	0	0
NM_016303	2822.41	2738.76	1948.5	1576.5	1372.49	1373.09
NM_001281441	0	0	0	3.89	0	0
NM_030798	895	956	605.99	1065.11	926.41	836
NM_148842	0	0	0.02	0	6.04	0
NM_022479	0	0	0	0	0	0
NM_001202560	0	0	0	0	0	9.35
NM_017528	677.44	719.85	497.55	851.64	791.4	613.14
NR_037776	23.75	36.15	14.45	23.28	19.89	36.63
NR_045512	15.81	0	0	18.07	16.71	30.88
NM_152559	20	17	18	8	13	10
NM_182504	0	0	0	0	0	0
NM_020830	1323	1471	1188	1421	1443	1374
NM_052950	327	369	246	433	415	388
NM_014991	1106	1338	868	1175	1171	1038
NR_015359	28	28	20	12	16	8
NM_020945	0	0	0	0	1	0
NM_001008396	0	0	0	0	0	18.93
NM_007086	177	204	130	96	85	64.07
NM_001042692	0	0	0	2.27	0	0
NM_015910	50.03	47.98	44	35.73	31	35.03
NR_122106	0	6.04	0	0	0	0
NM_005112	146.67	118.32	59.85	129.39	18.19	17.98
NM_017491	10918.33	13151.68	8528.15	11025.61	10552.81	9357.02
NM_018117	1130	1217	842	798	813	669
NR_033850	0	0	0	1	0	0
NM_018256	295	306	196	587	498	428
NM_001166426	121.1	52.86	51.23	101.8	49.25	42.23
NM_017883	402.11	450.91	318.1	513.85	576.14	622.2
NR_029427	192.79	198.22	140.67	205.35	122.61	49.58
NM_170710	0	0	0	0	0	0
NM_181265	20	17	15	2	3	1
NM_024100	577	612	483	506	487	438
NM_025132	383	387	313	340	333	310
NM_001242414	0	0	0	0	0	0
NM_001242415	28.02	24.89	16	41.13	28.4	22.43
NM_001242416	18.73	0	8.56	0	0	13.07
NM_001242417	14.89	0	0	17.91	0	0
NM_001242418	0	0	0	0	18.3	0
NM_144574	135.31	135.29	123.96	156.57	211.66	136.65
NM_181291	70.01	104.86	51.59	120.79	95.77	70.61
NM_181308	33.04	0	19.89	0	0	23.4
NR_038354	14	37.96	0	66.6	30.88	46.84
NM_032259	259	307	198	316	291	228
NM_001161476	150.54	246.94	188.99	80.84	113.85	147
NM_024515	85.46	12.06	29.01	66.16	62.15	0
NM_001115113	1917.86	1630.19	1324.64	2265.4	1998.41	2077.74
NM_025160	531.14	870.81	516.36	1821.6	1583.59	1386.26
NM_001202550	27.93	47.49	30.85	52.18	21.33	32.03
NM_182552	46.07	33.51	20.15	72.82	43.67	34.97
NM_006784	495	515	355	1027	827	665
NM_001012361	0.03	19	0.04	9.32	0.02	0.03
NM_145241	20.97	0	10.96	4.68	14.98	13.97
NM_001006622	222.83	247.27	172.68	333.49	280.18	245.61
NM_001006623	21.65	7.57	9.35	19.26	13.06	6.15
NM_018383	477.52	547.16	386.96	548.25	558.76	435.24
NM_052844	441	463	332	283	238	237
NM_001006657	0	0	0	0	0	0
NM_020779	223	196	141	242	239	205
NM_139281	1108	1233	902	954	831	706
NM_014023	533	590	364	963	824	757
NM_001045476	0	0	0	0	0	0
NM_001276374	0	0	0	0	0	0
NM_001276375	0	0	0	0	0	0
NM_001276376	0	0	0	1	1	0
NM_001260474	0	30.75	0	56.85	0	26.88
NM_001260475	1.01	44.95	0	0	46.01	0
NM_001260476	0	0	30.5	0	0	0
NM_001260477	18.93	26.22	7.89	0	26.18	0
NM_018669	89.36	40.42	0	134.96	115.14	86.08
NM_033661	47.7	45.67	61.77	53.19	59.67	55.85
NR_048535	0	0	28.84	0	0	15.19
NM_018268	1010	1076	807	874	893	746
NM_015131	925	936	726	1213	1141	875
NM_001184965	0	0	0	0	0	0
NM_001184966	0	0	0	0	0	44.08
NM_019045	426	509	332	573	499	414.92
NM_001029896	467.04	561.16	369	1063.34	1089.66	884.89
NM_007075	3.96	3.84	0	7.66	21.34	15.11
NM_019613	1629	1863	1234	1842	1669	1521
NM_001164267_3	0	0	0	0	0	0
NM_005452	860	897	616	956	785	603
NM_001142550	0	0	0	0	0	0
NM_001142551	384.91	505	335.59	601.59	592.85	502.77
NM_014969	73.09	0	46.41	105.41	41.15	60.23
NM_001303402	0	0	0	0	0	0
NM_001303403	0	0	0	0	0	0
NM_020839	493	581	433	491	441	387
NM_178824	1	0	0	2	0	0
NM_017588	606.85	651.98	452.98	471.22	602	326.23
NM_052821	1.15	0	0	201.77	0	186.77
NM_182627	92	85	75	88	92	64
NM_032118	165	160	139	383	337	329
NM_017706	367.61	437.71	306.5	666.1	591.41	523.89
NM_030581	470	429	307	545	401	403
NM_019069	119	137	89	60	59	50
NM_018031	2003.98	2011.5	1426.53	1851.02	1470.57	1322.33
NM_018051	460	449	268	515	379	386
NM_001303247	0	0	0	9.24	0	0
NM_001303248	0	0	0	0	0	0
NM_025234	461	482	305	495.76	384	401
NM_001083961	0	125.59	130	0	0	0
NM_173636	146	78.41	0	31	17	18
NM_001288563	12.27	0	34.83	0	12.78	2.48
NM_145172	84.73	106	25.17	108	52.22	75.52
NM_144625	0	1	0	0	0	0
NM_001178003	113	176.76	81.24	23.46	0	23.11
NM_144668	91	53.24	65.76	30.54	43	4.89
NM_015285	0	0	0	0	0	0
