	Proliferating_1	Proliferating_2	Senescent_1	Senescent_2
ENSG00000165304	260.7677	158.8387	31.2606	69.1467
ENSG00000165309	0	0	0	0.8728
ENSG00000165312	44.9448	43.5777	19.5858	32.2159
ENSG00000165322	433.8346	243.3271	186.9622	496.9744
ENSG00000165323	18.521	15.7568	26.4268	13.3993
ENSG00000165325	0	0	0	0
ENSG00000165338	214.849	74.2646	187.5012	445.7102
ENSG00000165349	0	0	0	0
ENSG00000165355	253.5861	194.8031	195.866	291.2963
ENSG00000165359	61.5741	33.8311	14.9877	37.5683
ENSG00000165370	0	0	0	0
ENSG00000165376	1.0054	1.9939	1.8181	1.9653
ENSG00000165379	27.3226	46.9711	40.5851	85.4233
ENSG00000165383	0	0	0	0
ENSG00000165389	340.5128	226.9913	204.4113	275.1907
ENSG00000165392	174.1131	96.472	68.6415	134.539
ENSG00000165406	190.0655	145.9239	104.9368	143.598
ENSG00000165409	3.7373	0	0	0.6261
ENSG00000165410	1794.9531	1217.0942	732.3312	1219.4132
ENSG00000165416	592.1563	379.4908	542.0203	876.0438
ENSG00000165417	743.1906	443.115	562.6042	1018.4939
ENSG00000165424	880.729	638.557	220.1192	391.6069
ENSG00000165434	164.1469	123.6084	230.8199	390.2238
ENSG00000165443	0	0	0	0
ENSG00000165449	6.1434	4.06	1.0038	2.0031
ENSG00000165457	0	0	0	0.959
ENSG00000165458	1667.9299	1369.0434	964.6553	2059.9227
ENSG00000165462	0	0	0	0
ENSG00000165471	0	0	0	0
ENSG00000165474	1.9985	0.9914	61.7366	111.8668
ENSG00000165475	60.4401	35.5008	83.4198	142.2315
ENSG00000165476	852.3568	467.6743	791.7108	1402.924
ENSG00000165478	4.791	5.6994	2.8182	5.6326
ENSG00000165480	148.4565	94.3512	15.5571	27.4615
ENSG00000165487	432.5759	257.2937	306.3737	498.4184
ENSG00000165490	76.516	36.2441	15.4384	28.7838
ENSG00000165494	284.2432	195.5607	134.4595	297.0754
ENSG00000165495	44.0778	49.8176	9.2697	22.3207
ENSG00000165496	0	0	0	0
ENSG00000165501	88.5101	77.8627	35.5188	75.8032
ENSG00000165502	747.4808	450.2641	430.7357	697.8678
ENSG00000165506	88.1408	58.195	109.1001	162.3794
ENSG00000165507	130.1861	68.7913	9.0523	18.5204
ENSG00000165509	0	0	0	0
ENSG00000165512	143.8427	101.0598	54.8528	92.6677
ENSG00000165516	323.9687	214.2431	134.0604	219.6346
ENSG00000165521	157.3221	101.2166	4.1482	11.3086
ENSG00000165525	800.2968	428.8749	424.5348	781.766
ENSG00000165526	178.0009	94.2411	101.8798	174.4654
ENSG00000165527	1366.7393	936.3638	618.687	1000.1324
ENSG00000165533	372.3917	260.9104	119.9771	238.1762
ENSG00000165548	0	0	0	0
ENSG00000165553	0	0	0	0
ENSG00000165555	0	3.1679	2.3478	2.9933
ENSG00000165556	0	0	0	0
ENSG00000165566	1.9404	0	0	0
ENSG00000165568	10.2941	3.2217	0	1.1118
ENSG00000165572	256.0582	155.294	58.7473	107.5612
ENSG00000165583	0	0	0	0
ENSG00000165584	0	0	0	0
ENSG00000165588	0	0.9881	0	0
ENSG00000165591	0.539	0	0	0
ENSG00000165606	0.9298	0	3.6469	0
ENSG00000165609	426.7827	211.3031	371.3194	803.4874
ENSG00000165617	203.7952	157.639	86.9702	141.1231
ENSG00000165621	0	0	0	0
ENSG00000165623	0	0	0	0
ENSG00000165626	73.3672	27.9197	44.4969	16.7379
ENSG00000165629	1128.0645	606.6678	703.3581	1221.5589
ENSG00000165630	180.1882	120.6735	115.8723	198.2296
ENSG00000165632	161.744	119.7222	149.7426	243.3648
ENSG00000165633	168.609	112.7425	25.3763	61.3304
ENSG00000165637	1728.7469	1050.3448	1598.2329	2741.5622
ENSG00000165643	0	0	0	0
ENSG00000165644	34.6641	14.4566	15.2168	30.9946
ENSG00000165646	3.0252	0	0.9916	3.9596
ENSG00000165650	808.869	404.1797	851.149	1198.1358
ENSG00000165655	447.6313	355.5924	237.8337	350.055
ENSG00000165660	249.6888	175.2932	129.2626	294.8424
ENSG00000165661	306.0921	151.9961	307.3578	562.7621
ENSG00000165669	248.8386	164.7983	108.0079	219.3384
ENSG00000165671	621.149	380.4986	540.1679	688.7874
ENSG00000165672	1127.0916	717.7177	905.1476	1580.1499
ENSG00000165675	103.462	43.3763	51.9359	96.9196
ENSG00000165678	1261.8884	750.4697	920.0962	1480.2249
ENSG00000165682	0	0	0	0
ENSG00000165684	248.1909	164.1806	170.4707	351.1422
ENSG00000165685	35.9916	17.413	4.3984	12.3332
ENSG00000165688	877.4736	436.4953	876.8131	1357.3299
ENSG00000165689	312.3634	241.0399	305.8236	433.2696
ENSG00000165694	0	0	0	0
ENSG00000165695	1.6707	1.658	0	0
ENSG00000165698	42.0711	20.5526	47.7566	56.397
ENSG00000165699	693.7655	376.0232	546.9508	711.9185
ENSG00000165702	4.683	0	0	2.0167
ENSG00000165704	171.8249	102.6767	95.4873	172.3048
ENSG00000165714	24.302	28.9497	28.5229	78.8912
ENSG00000165716	22.8481	18.5886	4.27	4.2415
ENSG00000165724	154.7788	109.0782	132.8919	213.9061
ENSG00000165730	0.8751	0	0	0
ENSG00000165731	9.2739	10.1028	35.9462	57.4657
ENSG00000165732	1660.243	1035.8198	1712.901	2725.286
ENSG00000165733	696.7392	462.6135	644.087	1026.1403
ENSG00000165752	53.1633	36.7044	60.4373	81.7896
ENSG00000165757	2217.2663	1478.0555	2132.1691	3279.9566
ENSG00000165762	0	0	0	0
ENSG00000165775	230.8483	133.8854	219.0552	344.5383
ENSG00000165782	137.7187	97.0478	107.8501	152.6247
ENSG00000165792	182.0836	105.1213	109.0026	156.971
ENSG00000165794	0	0	0	0
ENSG00000165795	0	3.0431	0.5095	4.5361
ENSG00000165799	0	0	0.7178	0
ENSG00000165801	787.1756	537.7866	214.4719	385.7244
ENSG00000165802	590.8446	427.4364	549.6867	980.0733
ENSG00000165804	146.3405	87.4191	174.9443	313.8862
ENSG00000165805	14.243	10.3666	10.4068	22.8372
ENSG00000165806	139.5435	77.8557	126.3982	231.5959
ENSG00000165807	3.8487	2.0873	8.4272	2.9958
ENSG00000165810	0.3532	0.805	0	6.2374
ENSG00000165813	337.2486	205.4063	260.3817	386.9905
ENSG00000165816	0	0	0	0.9543
ENSG00000165819	330.2356	199.6514	199.7343	408.7903
ENSG00000165821	178.6813	117.3332	31.7248	38.4671
ENSG00000165828	0	0	1.0106	0
ENSG00000165832	302.6389	228.3929	177.612	248.4904
ENSG00000165837	1.086	2.1499	0	1.0281
ENSG00000165841	0	0	0	0
ENSG00000165861	272.2698	178.1867	260.317	364.5373
ENSG00000165863	8.6379	6.7516	4.116	11.3449
ENSG00000165868	380.9047	248.5394	276.4548	566.3717
ENSG00000165874	9.1139	14.3201	8.1325	7.0935
ENSG00000165879	8.425	15.2528	4.5896	14.6578
ENSG00000165886	296.8399	225.2483	331.3806	551.3156
ENSG00000165887	5.0956	1.6873	0	1.1719
ENSG00000165891	180.3622	177.2815	1165.6362	1973.7596
ENSG00000165895	74.5476	35.7139	61.9113	89.2921
ENSG00000165898	107.2841	86.6043	42.8557	71.8393
ENSG00000165899	0.5377	5.7676	21.5035	30.624
ENSG00000165905	0	0	0	0
ENSG00000165912	213.0732	140.443	35.3186	57.1887
ENSG00000165914	317.4019	230.6994	225.1967	299.5861
ENSG00000165915	1024.7849	765.6227	743.3718	1328.5813
ENSG00000165916	1170.1269	692.7198	553.3132	953.955
ENSG00000165917	0.8174	0.8121	0	1.5907
ENSG00000165923	3.4189	0.9309	0	2.9112
ENSG00000165929	6.8366	1.2915	3.5821	7.6206
ENSG00000165934	1103.885	569.8269	562.6807	967.7627
ENSG00000165935	0	0	0	0.7677
ENSG00000165943	82.9142	58.123	105.6791	186.7935
ENSG00000165948	19.5772	21.6877	19.5205	22.3376
ENSG00000165949	0.784	2.8631	0	0.279
ENSG00000165953	1.9988	0	9.8054	23.3521
ENSG00000165959	0.444	0.4325	0	13.7297
ENSG00000165966	0	0	0	0.9772
ENSG00000165970	0	0	0.8779	0
ENSG00000165972	0.9375	3.7076	0.8685	1.7335
ENSG00000165973	0	0	0	0
ENSG00000165983	36.3065	19.9505	6.1625	17.0582
ENSG00000165985	0.7496	0	0	0
ENSG00000165995	8.6066	5.3057	0.7407	7.1427
ENSG00000165996	202.5951	117.4492	77.3361	82.9825
ENSG00000165997	558.0252	306.5869	322.8833	461.5683
ENSG00000166002	16.2592	13.6581	16.097	17.9633
ENSG00000166004	163.6114	141.187	45.1611	116.4123
ENSG00000166006	1.1169	1.2769	0.2056	1.4039
ENSG00000166012	561.476	347.2568	272.0154	525.9779
ENSG00000166016	96.5389	120.0716	191.1979	309.552
ENSG00000166024	161.0451	84.912	82.0355	185.1793
ENSG00000166025	1259.8412	917.6689	447.4007	700.4337
ENSG00000166033	1158.6247	692.885	469.4483	789.2899
ENSG00000166035	3.4011	0	1.6234	1.8264
ENSG00000166037	303.1108	172.2397	88.8517	131.3211
ENSG00000166046	74.241	141.7792	44.9372	113.7037
ENSG00000166049	0	0	0	0
ENSG00000166068	949.2972	660.93	1031.0919	1590.3578
ENSG00000166069	0	0	0.4683	0
ENSG00000166073	2551.9538	1587.2229	869.571	1467.4903
ENSG00000166086	780.0924	483.8976	632.9265	948.7097
ENSG00000166090	0	0	0	0
ENSG00000166091	0	0	0	0
ENSG00000166105	8.8961	2.4901	4.4732	25.6721
ENSG00000166106	61.8969	37.5907	0.9786	1.9552
ENSG00000166111	1.1842	1.9802	0	0
ENSG00000166118	0	0	0	0
ENSG00000166123	237.6743	207.1902	240.5359	417.7938
ENSG00000166126	2.056	0.6832	0	0.6736
ENSG00000166128	407.705	419.275	388.1394	564.5714
ENSG00000166130	1210.997	710.0306	1076.11	1686.3535
ENSG00000166133	53.1247	34.1235	60.8223	100.3474
ENSG00000166135	763.3155	600.2847	622.5667	1014.9248
ENSG00000166136	522.3701	340.8833	328.1133	508.5001
ENSG00000166140	103.782	104.9928	84.6279	171.6951
ENSG00000166143	0	0	0	0.9748
ENSG00000166145	12.0021	6.8283	14.4782	10.8659
ENSG00000166147	5088.1591	3331.6979	2322.1788	3427.967
ENSG00000166148	1.0136	1.9809	0	0.9789
ENSG00000166152	0	0	0	0
ENSG00000166153	5.941	7.9758	4.2233	0.9792
ENSG00000166159	0	0	0	0
ENSG00000166160	0	0	0	0
ENSG00000166164	422.8122	416.4352	289.0791	413.3715
ENSG00000166165	325.4751	219.2314	170.6699	324.4009
ENSG00000166166	152.7116	151.4099	128.1947	241.6625
ENSG00000166167	442.9	272.3199	476.1766	801.02
ENSG00000166169	138.4351	102.2915	67.405	172.1536
ENSG00000166170	523.1672	254.9357	397.3958	603.3142
ENSG00000166171	116.1928	73.4935	114.6914	174.3917
ENSG00000166173	1150.5703	722.4614	898.5464	1575.7192
ENSG00000166181	1175.6954	724.5036	739.1199	1272.7468
ENSG00000166183	0	0	0	0.9775
ENSG00000166188	126.7036	58.1446	134.1602	289.8372
ENSG00000166189	212.7595	163.4606	222.3351	339.6223
ENSG00000166192	39.7244	22.7547	22.4818	55.223
ENSG00000166197	814.0198	452.5253	932.4817	1703.2696
ENSG00000166199	128.034	74.9695	71.0971	116.0111
ENSG00000166200	1153.4002	732.9724	852.9259	1384.1566
ENSG00000166206	9.8238	11.1419	7.9347	8.1873
ENSG00000166211	0	0	0	0
ENSG00000166220	0	0	0	0
ENSG00000166224	427.3544	232.6181	307.5603	505.4561
ENSG00000166225	387.1509	234.8334	207.0474	387.8413
ENSG00000166226	1769.0699	1096.871	1573.6031	2602.0923
ENSG00000166228	100.4956	84.3467	124.5207	182.6118
ENSG00000166233	889.5332	666.6861	644.2359	1181.277
ENSG00000166246	12.0595	4.2919	4.797	6.4944
ENSG00000166250	1717.4475	1196.8627	1515.6381	2139.0442
ENSG00000166257	11.6861	6.2069	8.9155	34.9715
ENSG00000166260	291.2561	239.6044	253.2239	410.1428
ENSG00000166261	77.4404	55.4091	30.663	100.3939
ENSG00000166262	27.3133	13.9868	24.2722	28.0877
ENSG00000166263	147.4639	121.1419	73.1981	203.389
ENSG00000166265	1.9974	0	0	0
ENSG00000166266	550.9397	335.974	487.9007	696.6798
ENSG00000166268	0	0	0	0
ENSG00000166272	465.1095	302.0911	420.9536	643.4624
ENSG00000166275	136.7599	98.3691	123.5734	253.4115
ENSG00000166278	0.1628	1.2508	0	0.8739
ENSG00000166289	32.3109	22.4109	45.5474	46.5197
ENSG00000166292	2.6821	2.5843	15.5553	10.4574
ENSG00000166295	278.8916	157.6153	231.3955	337.2679
ENSG00000166311	1252.5081	832.761	594.9341	941.4565
ENSG00000166313	535.6113	380.0719	239.0209	375.3642
ENSG00000166317	99.8764	54.4016	22.9688	33.6386
ENSG00000166321	14.7674	10.2079	3.2401	17.89
ENSG00000166323	3.0835	0	3.6129	7.7571
ENSG00000166326	1599.88	919.7451	549.0737	1202.8789
ENSG00000166329	0	0	0	0
ENSG00000166333	1673.7732	1178.9667	787.3569	1316.3767
ENSG00000166337	462.7903	198.7532	234.5575	281.401
ENSG00000166340	944.5515	462.8137	468.2533	1509.6486
ENSG00000166341	216.5961	148.3016	21.5215	49.8914
ENSG00000166342	4.3154	23.179	25.4332	71.9824
ENSG00000166343	10.4911	7.2861	2.8639	14.5922
ENSG00000166347	205.9007	108.5801	63.3498	106.5262
ENSG00000166348	94.4618	36.2732	65.4744	109.8547
ENSG00000166349	53.9216	63.6443	13.2422	19.114
ENSG00000166351	0	0	0	0
ENSG00000166352	56.2866	34.9646	27.3842	52.8402
ENSG00000166359	7.766	4.1482	3.8087	11.3588
ENSG00000166363	0	0	0	0
ENSG00000166368	0	0	0	0
ENSG00000166377	215.7678	163.841	143.7104	211.2395
ENSG00000166387	31.0044	15.0671	8.6343	26.9564
ENSG00000166391	0	0	0	0
ENSG00000166394	44.7883	21.1151	28.0263	55.4112
ENSG00000166396	884.0375	533.949	977.3186	1440.4206
ENSG00000166398	434.0722	267.7941	189.2116	192.6916
ENSG00000166401	284.3944	251.4992	1000.423	1398.8544
ENSG00000166402	319.526	252.7671	42.5236	64.221
ENSG00000166405	5.7829	0	11.4656	14.8238
ENSG00000166407	0	0	0	0
ENSG00000166411	301.71	191.3353	339.1618	712.4706
ENSG00000166415	0.3732	3.9311	0	0
ENSG00000166426	0	0	0	1.6107
ENSG00000166428	4.0317	0	0	4.512
ENSG00000166432	0	0	1.4221	2.3712
ENSG00000166435	64.0712	55.4049	52.247	92.9352
ENSG00000166436	54.4543	33.6931	89.57	48.7005
ENSG00000166439	341.7423	228.3084	254.0529	438.2337
ENSG00000166441	4428.7575	2838.17	2350.8857	3643.2522
ENSG00000166444	650.3261	440.9199	390.2454	684.5018
ENSG00000166446	158.6952	231.8685	545.8802	1012.0482
ENSG00000166448	77.1225	33.6564	4.4829	3.0931
ENSG00000166450	13.2582	23.4355	27.1216	24.1827
ENSG00000166451	190.2266	134.4848	106.8664	142.6564
ENSG00000166452	207.3175	145.3324	173.0857	269.2408
ENSG00000166454	589.8071	327.7719	396.8629	778.0776
ENSG00000166455	5.6372	3.9625	12.3421	10.9657
ENSG00000166471	271.9324	202.942	307.1695	433.8164
ENSG00000166473	8.5582	2.1715	2.951	7.8483
ENSG00000166477	288.9537	170.0209	191.2129	331.8334
ENSG00000166478	168.375	90.0287	219.2918	386.2055
ENSG00000166479	1318.4257	556.7876	678.7086	928.2001
ENSG00000166482	390.0044	254.2319	41.6371	50.4426
ENSG00000166483	318.3333	185.5806	80.6119	129.8834
ENSG00000166484	246.5037	205.9886	154.1867	223.3603
ENSG00000166501	0	0	12.8361	0
ENSG00000166503	797.3737	483.2944	418.3271	630.8407
ENSG00000166507	211.1288	141.6674	274.6964	587.9524
ENSG00000166508	687.9351	472.7734	169.4418	253.0828
ENSG00000166509	1.0784	0	0	0.5763
ENSG00000166510	163.786	94.8792	119.2834	155.3105
ENSG00000166523	1.9884	0	0	4.8564
ENSG00000166526	215.4538	143.6153	100.01	179.2111
ENSG00000166527	0	0	0	0
ENSG00000166529	54.8195	47.505	44.1597	55.3006
ENSG00000166532	133.7031	65.3503	50.5429	41.5349
ENSG00000166535	0	0.5261	0	4.1767
ENSG00000166546	6.2246	0	15.3228	30.3863
ENSG00000166548	375.2377	159.7607	173.0782	319.7721
ENSG00000166557	904.8855	602.4438	704.0047	1076.9776
ENSG00000166558	0	0	0	0
ENSG00000166562	85.5393	60.0803	161.6497	257.5589
ENSG00000166569	0	0	0	0.9553
ENSG00000166573	2.3072	0	0.9788	2.0764
ENSG00000166575	110.7738	78.8591	137.8591	208.1876
ENSG00000166578	1.669	0	0	0.9215
ENSG00000166579	793.6435	553.6258	529.8024	848.176
ENSG00000166582	133.2925	80.1297	54.1284	126.9426
ENSG00000166589	0	0	0	0
ENSG00000166592	17.4351	15.2807	118.4947	182.3385
ENSG00000166595	326.9264	210.3971	301.8651	465.4559
ENSG00000166596	2.7616	0	0	3.9867
ENSG00000166598	9271.5883	5553.05	3427.7725	5650.6839
ENSG00000166603	0	0.9924	0	0
ENSG00000166619	784.9398	558.6336	755.4503	1150.9696
ENSG00000166634	0	0	0	0
ENSG00000166664	0	0	0	0
ENSG00000166669	7.2808	8.0635	16.3021	6.4176
ENSG00000166670	0.7927	0	564.1354	929.9305
ENSG00000166676	1.7175	0	0.831	4.174
ENSG00000166681	1590.3469	1003.5449	837.4222	1265.0842
ENSG00000166682	0	0	2.297	2.2198
ENSG00000166685	399.4135	299.1003	317.9262	529.4855
ENSG00000166689	5.4066	0	2.2171	11.4103
ENSG00000166704	70.3393	35.3659	28.7572	70.7359
ENSG00000166707	8.542	5.3948	0.9067	3.4627
ENSG00000166710	2660.4145	1719.186	1890.1608	2747.6021
ENSG00000166716	389.7296	238.5783	416.7779	524.3602
ENSG00000166734	1543.2761	1032.0316	1014.7805	1772.1303
ENSG00000166736	0	0	0	0
ENSG00000166741	158.6479	101.8542	57.8602	96.3033
ENSG00000166743	0	0	0	0
ENSG00000166747	1922.7071	1218.5846	938.1964	1605.8279
ENSG00000166748	0	0	0	0
ENSG00000166750	1207.284	744.0247	1488.6914	2512.9845
ENSG00000166762	16.3318	3.6759	2.2249	3.1111
ENSG00000166770	85.4181	61.4361	117.9498	170.3714
ENSG00000166780	210.5777	84.8201	117.9307	176.5412
ENSG00000166783	196.3721	111.8345	118.5982	313.7551
ENSG00000166787	0	0	0	0
ENSG00000166788	94.9584	63.2183	96.5494	129.6996
ENSG00000166793	4.5558	4.7433	2.0767	4.9438
ENSG00000166794	3623.7768	2254.1946	2590.0141	4147.8574
ENSG00000166796	0.9773	0.9698	0	0
ENSG00000166797	174.2551	111.5801	190.2401	290.88
ENSG00000166800	0	0.7283	0.6997	2.1238
ENSG00000166801	253.7026	173.4444	92.185	149.6295
ENSG00000166803	208.1021	99.0972	5.7998	18.1403
ENSG00000166813	320.3369	264.2823	130.6562	177.1034
ENSG00000166816	2.576	0	0	2.6644
ENSG00000166819	1.7334	4.5331	0	0
ENSG00000166821	28.4747	15.8773	12.3601	6.8848
ENSG00000166822	103.1389	47.8951	154.6691	176.7004
ENSG00000166823	0.6596	0	5.1766	0.6441
ENSG00000166825	644.3626	545.2552	2642.9367	4735.7472
ENSG00000166828	0.9989	0.9902	0	0.9769
ENSG00000166831	14.643	16.2802	3.3147	3.2938
ENSG00000166833	250.0628	157.8147	402.2578	483.2226
ENSG00000166839	19.3914	18.7395	4.9893	8.1481
ENSG00000166840	7.5867	0.3059	0.7833	2.2
ENSG00000166845	95.1065	58.4648	65.2919	45.3681
ENSG00000166847	1457.9944	749.2413	1467.6742	2316.2325
ENSG00000166848	805.9686	493.5982	707.7809	1218.0799
ENSG00000166851	424.6001	302.3809	8.4781	17.7228
ENSG00000166855	439.2367	244.697	331.3215	591.7411
ENSG00000166856	0	0	0	0.8152
ENSG00000166860	80.8633	48.468	81.2182	98.7495
ENSG00000166862	0	0	0	0.9758
ENSG00000166863	1.0249	1.3816	4.0284	2.5735
ENSG00000166866	0	0	0	0
ENSG00000166869	8.9921	2.0148	2.1124	5.9407
ENSG00000166881	291.5471	170.1207	134.3425	201.1066
ENSG00000166884	0	0	0	0
ENSG00000166886	518.8666	328.2613	252.7614	405.5852
ENSG00000166887	944.7572	595.6538	459.9769	833.0276
ENSG00000166888	928.9865	548.4795	563.3261	1333.5178
ENSG00000166889	489.9775	298.0743	297.7083	459.1456
ENSG00000166896	7.0808	10.7982	0.3588	5.5129
ENSG00000166897	519.9741	470.1296	187.571	440.9597
ENSG00000166900	165.9644	97.9034	203.0477	295.9268
ENSG00000166902	212.9729	138.5387	166.2725	238.1471
ENSG00000166908	280.2131	188.1559	165.1001	351.1763
ENSG00000166912	521.8351	361.0846	101.6516	206.3098
ENSG00000166913	3703.4109	2428.8805	3159.5667	5120.352
ENSG00000166917	2.2646	0	0.9862	0
ENSG00000166920	2.8882	1.9207	20.6288	33.6995
ENSG00000166922	33.1653	14.7774	266.9503	473.0175
ENSG00000166923	2055.2196	1164.7885	319.6584	561.1609
ENSG00000166924	18.7353	16.5364	5.9006	13.0526
ENSG00000166925	502.1997	355.5308	744.7545	1239.6751
ENSG00000166926	0	0	0	0
ENSG00000166927	2.2737	0.9183	0	1.0009
ENSG00000166928	0	0	0.9798	0
ENSG00000166930	0	0	0	0
ENSG00000166938	190.1449	139.7479	36.4797	101.5314
ENSG00000166946	262.2665	190.2	219.9986	346.2765
ENSG00000166947	0	0	0	0
ENSG00000166948	0	0	0	0
ENSG00000166949	2546.6781	1641.7165	783.8467	1318.3961
ENSG00000166959	0	0	0	0
ENSG00000166960	0	2.2044	1.6722	2.7788
ENSG00000166961	0	0	0	0
ENSG00000166963	5561.6578	3592.9044	5334.626	7649.1102
ENSG00000166965	103.8955	69.1248	24.9684	65.9827
ENSG00000166971	145.5317	87.9157	76.8012	135.6743
ENSG00000166974	386.3145	256.397	353.9675	581.586
ENSG00000166979	10.8732	2.8236	10.1368	10.6814
ENSG00000166984	0	0	0	0
ENSG00000166986	1136.3401	663.0015	687.7473	1332.691
ENSG00000166987	370.8366	173.2758	198.1252	609.978
ENSG00000166997	136.2604	65.1569	39.1714	106.2958
ENSG00000167004	5475.3006	3438.9195	2599.8953	3778.2982
ENSG00000167005	1031.5868	634.4637	604.1926	893.5425
ENSG00000167011	0	0	1.6437	0
ENSG00000167014	0	0	0	0
ENSG00000167034	71.9427	28.1643	90.9017	147.9935
ENSG00000167037	0	0.7985	1.2766	30.02
ENSG00000167065	96.9002	66.0098	118.7859	197.0003
ENSG00000167074	140.0081	62.2214	30.3381	57.3286
ENSG00000167077	11.431	0.6829	17.004	19.999
ENSG00000167080	4.6127	6.5004	22.567	17.5538
ENSG00000167081	181.6047	117.3724	113.9979	157.7481
ENSG00000167083	0	0	0	0
ENSG00000167085	891.1151	591.6829	891.7662	1261.5437
ENSG00000167088	431.3213	228.8526	282.9817	428.5475
ENSG00000167094	0	0.9539	0	1.9301
ENSG00000167098	0	0	0	0
ENSG00000167100	234.3054	151.5658	87.607	146.4875
ENSG00000167103	11.2383	17.357	5.7632	15.7132
ENSG00000167104	0	0	0	0
ENSG00000167105	24.7387	12.4331	1.2389	3.9642
ENSG00000167106	352.0173	227.5159	460.736	645.6306
ENSG00000167107	165.4402	128.5575	64.5651	103.9107
ENSG00000167110	1673.0785	1136.1115	869.2439	1624.7692
ENSG00000167112	321.7945	239.7868	318.4207	472.4742
ENSG00000167113	164.3869	133.8868	132.7236	257.8406
ENSG00000167114	254.9764	164.2023	257.2255	391.5125
ENSG00000167117	0	2.0826	2.0507	0.4013
ENSG00000167118	400.2979	272.7509	207.969	294.628
ENSG00000167123	1085.5819	789.3024	448.8369	691.6631
ENSG00000167130	151.0049	100.4134	76.4085	118.7571
ENSG00000167131	2.4275	8.6457	7.8129	11.6647
ENSG00000167136	88.8796	61.8992	85.3018	136.5915
ENSG00000167139	0	0	0	0
ENSG00000167157	287.0001	212.6644	2.9439	7.7788
ENSG00000167165	0	0	0	0
ENSG00000167173	89.1164	51.5326	151.3011	188.9762
ENSG00000167178	0	1.0404	5.3574	4.1707
ENSG00000167182	182.8513	109.7305	96.8885	212.1132
ENSG00000167183	0	0	0	0
ENSG00000167186	105.0486	90.3524	56.9306	127.6612
ENSG00000167191	93.778	60.4853	12.6237	14.3548
ENSG00000167193	1355.4503	927.3865	1201.7018	1951.8514
ENSG00000167194	0	0	0	0
ENSG00000167195	0	0	0	0
ENSG00000167196	310.2663	267.7674	419.926	649.108
ENSG00000167202	835.9222	497.0564	507.7996	991.651
ENSG00000167207	0	0	0	0
ENSG00000167208	0	0	0	0
ENSG00000167210	0	0	1.1226	0
ENSG00000167216	28.7971	12.603	4.0247	5.3191
ENSG00000167220	170.0972	113.8165	127.1476	217.5264
ENSG00000167232	126.7292	77.836	84.4259	127.9016
ENSG00000167244	489.9492	303.7532	344.4715	645.1013
