	Cont_1	Cont_2	SFN_1	SFN_2	NRF2KO-SFN_1	NRF2KO-SFN_2
IGF2BP1	2968	2907	3228	2511	2860	2617
IGF2BP2	2373	2278	2883	2454	2259	2266
IGF2BP2-AS1	0	2	0	0	0	0
IGF2BP3	1592	1453	1863	1469	1190	1210
IGF2R	7891	7730	10031	8772	6883	7114
IGFALS	16	23	9	7	12	9
IGFBP1	51	35	36	32	35	33
IGFBP2	0	1	2	1	0	1
IGFBP3	11831	11453	11659	8695	7618	7396
IGFBP4	695	709	742	587	315	276
IGFBP5	8252	7624	8335	6748	6347	5601
IGFBP6	486	503	781	560	704	717
IGFBP7	3562	3604	5373	3765	3513	3421
IGFBP7-AS1	0	0	3	0	0	0
IGFBPL1	19	12	22	13	5	11
IGFL1	0	0	0	0	0	0
IGFL2	0	0	0	0	0	0
IGFL3	0	0	0	0	0	0
IGFL4	0	0	0	0	0	0
IGFLR1	64	76	65	30	56	37
IGFN1	16185	13325	16081	14701	6036	6794
IGHMBP2	567	635	962	789	656	666
IGIP	220	236	161	170	124	131
IGLL1	0	0	0	3	0	0
IGLL3P	0	0	0	0	0	0
IGLL5	0	0	0	0	0	0
IGLON5	0	0	0	0	0	1
IGSF1	0	0	0	0	0	0
IGSF10	1	6	1	3	2.06	0
IGSF11	5	0	2	2	0	0
IGSF11-AS1	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0
IGSF22	0	0	0	0	0	0
IGSF23	0	1	0	4	0	0
IGSF3	3	4	1	4	5	3
IGSF5	0	1	1	0	3	0
IGSF6	2	0	1	0	1	2
IGSF8	380	416	562	461	383	352
IGSF9	0	0	0	0	0	0
IGSF9B	0	0	0	0	0	0
IHH	0	2	0	1	0	4
IK	2930	2956	3555	2755	2456	2612
IKBIP	2853	2867	3224	2649	1944	1927
IKBKAP	1837	1730	1867	1458	1229	1242
IKBKB	1744	1642	1588	1265	1071	1127
IKBKE	140	147	113	75	80	56
IKBKG	629	606	1077	819	626	645
IKZF1	0	0	0	0	0	0
IKZF2	469	509	443	415	416	328
IKZF3	0	0	0	0	0	0
IKZF4	180	142	215	152	199	198
IKZF5	526	523	755	631	533	491
IL10	0	0	0	0	0	0
IL10RA	7	2	1	0	1	0
IL10RB	216	285	453	346	252	258
IL10RB-AS1	9	0	2	0	0	1
IL11	270	311	522	412	543	391
IL11RA	194	161	152	124	115	144
IL12A	18	27	49	27	24	29
IL12A-AS1	5	2	0	2	0	1
IL12B	0	0	0	0	0	0
IL12RB1	0	0	1	0	0	2
IL12RB2	2	0	14	12	3	3
IL13	1	0	1	0	0	1
IL13RA1	421	393	455	389	368	364
IL13RA2	5	5	0	4	1	0
IL15	40	43	22	25	8	10
IL15RA	9	12	6	8	5	9
IL16	22	48	25	18	9	7
IL17A	0	0	0	0	0	0
IL17B	0	0	1	0	0	0
IL17C	0	0	2	2	0	0
IL17D	14	20	20	30	29	37
IL17F	0	0	0	0	0	0
IL17RA	542	552	918	748	581	578
IL17RB	9	16	7	2	9	8
IL17RC	506	509	671	502	410	393
IL17RD	69	56	43	39	61	50
IL17RE	7	15	11	14	7	12
IL17REL	0	0	2	0	0	0
IL18	51	62	37	40	9	13
IL18BP	238	204	220	198	175	214
IL18R1	22	21	16	8	2	9
IL18RAP	0	0	0	0	0	0
IL19	0	0	0	0	0	0
IL1A	51	61	22	22	4	12
IL1B	105	63	29	24	5	2
IL1F10	0	0	0	0	0	0
IL1R1	43	34	44	34	22	15
IL1R2	0	1	0	2	0	0
IL1RAP	220	155	175	149	130	144
IL1RAPL1	3	4	3	1	0	0
IL1RAPL2	0	0	0	0	0	0
IL1RL1	30	22	31	28	4	1
IL1RL2	3	4	1	4	2	0
IL1RN	0	0	0	0	0	0
IL2	0	0	0	0	0	0
IL20	0	0	0	0	0	0
IL20RA	0	0	0	0	0	0
IL20RB	29	22	45	20	9	17
IL21	0	0	0	0	0	0
IL21-AS1	0	0	0	0	0	0
IL21R	0	10	1	0	0	0
IL21R-AS1	1	0	1	2	0	0
IL22	0	0	0	0	0	0
IL22RA1	1	5	0	1	0	2
IL22RA2	0	0	0	0	0	0
IL23A	6	8	5	5	1	3
IL23R	0	0	0	0	0	0
IL24	1.1	2	0	0	2	1
IL25	0	0	0	0	0	0
IL26	0	1	0	0	0	0
IL27	0	0	0	0	0	0
IL27RA	172	231	248	247	211	206
IL2RA	0	0	0	0	0	0
IL2RB	10	0	2	1	1	0
IL2RG	0	0	0	0	0	0
IL3	0	0	0	0	0	0
IL31	3	0	0	0	0	1
IL31RA	34	47	40	32	46	34
IL32	1135	1141	1501	1260	595	598
IL33	1	5	2	0	0	1
IL34	0	5	0	0	1	0
IL36A	0	0	0	0	0	0
IL36B	0	0	0	0	0	0
IL36G	0	0	1	0	1	3
IL36RN	0	0	0	0	0	0
IL37	4	2	2	0	1	2
IL3RA	1	0	0	0	3	0
IL4	0	0	0	0	0	0
IL4I1	98	83	83	46	23	21
IL4R	365	368	368	324	251	203
IL5	0	0	0	0	0	0
IL5RA	0	0	0	0	0	0
IL6	153	159	23	17	21	11
IL6R	109	61	184	140	130	159
IL6ST	6086	6197	7516	6618	4419	4285
IL7	3	4	4	1	0	0
IL7R	462	391	546	462	305	357
IL9	0	0	0	0	0	0
IL9R	8	4	3	0	7	8
ILDR1	0	0	0	0	1	0
ILDR2	1	0	0	0	0	0
ILF2	5161	4749	5691	4630	3890	3805
ILF3	17438	16549	20788	16675	17830	17907
ILF3-AS1	623	552	670	534	524	518
ILK	2540	2478	3297	2634	2183	2265
ILKAP	521	500	648	516	456	439
ILVBL	1527	1439	2072	1463	1524	1497
IMMP1L	42	35	37	9	32	25
IMMP2L	129	123	139	124	118	89
IMMT	2716	2836	2584	1944	1943	1948
IMP3	1015	964	1125	737	871	762
IMP4	898	826	1120	810	709	733
IMPA1	388	380	427	339	263	260
IMPA2	72	116	78	28	61	64
IMPACT	823	829	728	570	517	507
IMPAD1	1391	1317	1652	1305	1202	1142
IMPDH1	776	974	1169	900	795	694
IMPDH2	3132	3231	3550	2660	2533	2564
IMPG1	10	3	7	4	5	2
IMPG2	20	17	24	41	29	24
INA	545	646	548	394	367	315
INADL	143	129	135	112	89	123
INAFM1	150	153	335	258	177	154
INAFM2	757	586	1074	814	937	917
INCA1	7	7	9	9	14	11
INCENP	1974	1914	2275	1940	1943	1994
INE1	61	57	60	45	49	43
INE2	0	0	0	5.59	0	0
INF2	1224	1227	1598	1091	1187	1154
ING1	478	424	616	465	477	516
ING2	428	370	499	389	311	265
ING3	312	343	287	227	250	247
ING4	200	188	273	257	215	222
ING5	613	554	537	398	488	432
INGX	0	0	0	0	0	0
INHA	9	15	14	2	13	6
INHBA	2824	2626	2163	1886	1203	1192
INHBA-AS1	10	12	8	1	1	2
INHBB	61	61	115	64	73	76
INHBC	0	6	7	5	2	6
INHBE	4	13	6	1	1	2
INIP	367	363	379	326	259	289
INMT	0	0	0	0	0	0
INMT-FAM188B	0	0	0	0	0	0
INO80	1154	1298	1240	996	936	1052
INO80B	351	336	409.8	287	290	300
INO80B-WBP1	0	0	16.42	0	0	0
INO80C	182	138	145	112	101	123
INO80D	721	629	932	849	685	675
INO80E	1034.95	1019.99	1137.97	892.93	809.95	838.94
INPP1	274	238	275	190	163	154
INPP4A	719	684	688	560	598	582
INPP4B	904	905	748	662	550	573
INPP5A	733	760	917	711	844	775
INPP5B	333	294	384	285	333	337
INPP5D	18	10	23	17	17	13
INPP5E	594	616	612	484	605	574
INPP5F	524	535	739	542	545	470
INPP5J	30	31	49	48	31	21
INPP5K	496	467	562	454	392	371
INPPL1	3452	3288	4350	3386	3010	3024
INS	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0
INSC	13	6	3	2	3	0
INSIG1	423	405	413	331	318	290
INSIG2	338	302	389	325	211	196
INSL3	0	0	0	0	0	0
INSL4	0	0	4	0	0	4
INSL5	0	0	3	0	2	0
INSL6	0	0	0	0	0	0
INSM1	0	0	0	0	0	0
INSM2	0	0	1	0	0	0
INSR	328	274	394	330	322	360
INSRR	3	0	0	0	0	0
INTS1	3149	3163	3842	3180	3495	3393
INTS10	1402	1303	1447	1178	1012	946
INTS12	407	411	576	445	435	370
INTS2	1008	917	1199	1045	960	1032
INTS3	2046	2026	2515	2075	1705	1775
INTS4	572	585	628.96	491.99	432.97	470.87
INTS4P2	0	1	3.04	1.01	2.03	4.13
INTS5	783	880	863	614	696	619
INTS6	1359	1093	1504	1306	1093	1033
INTS6-AS1	15	3	14	4	6	7
INTS7	834	828	849	665	532	594
INTS8	537.64	496.01	552.07	508.67	319	371
INTS9	387	477	557	416	460	411
INTU	200	155	226	150	147	159
INVS	183	185	290	249	220	223
IP6K1	1036	1037	1459	1138	1181	1060
IP6K2	655	676	828	624	502	499
IP6K3	8	0	1	1	0	0
IPCEF1	2	6	1	4	4	3
IPMK	424	462	572	421	420	414
IPO11	1165	1160	1132	956	826	852
IPO11-LRRC70	0	0	0	0	0	0
IPO13	818	755	956	803	705	668
IPO4	4167	4128	4220	3416	3582	3603
IPO5	10729	10684	12415	9714	9067	8878
IPO5P1	97	38	33	36	48	40
IPO7	9562	9303	9250	7610	6796	6637
IPO8	1307	1279	1361	1080	1020	1006
IPO9	3563.84	3614.9	3689.95	3132.94	2935.92	2969.9
IPO9-AS1	9.16	8.1	12.05	6.06	2.08	3.1
IPP	338	428	450	418	321	295
IPPK	466.76	430.56	730.01	657.5	483.26	497.44
IPW	173	139	170	142	114	94
IQCA1	110	144	67	37	51	46
IQCA1L	0	0	0	1	0	0
IQCB1	616	527	465	429	319	311
IQCC	216	196	185	141	163	138
IQCD	23	13	14	14	23	7
IQCE	772	780	918	776	717	788
IQCF1	0	0	0	0	0	0
IQCF2	0	0	0	0	0	0
IQCF3	0	0	0	0	0	0
IQCF4	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0
IQCF5-AS1	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0
IQCG	55	58	112	79	90	60
IQCH	45	32	48	41	29	54
IQCH-AS1	33	48	34	28	38	40
IQCJ	0	0	0	0	0	0
IQCJ-SCHIP1	558.72	504.96	852.1	629.18	534.37	532.32
IQCJ-SCHIP1-AS1	0	0	0	0	0	0
IQCK	254	311	232	214	210	218
IQGAP1	10831	10394	13638	11411	10201	9873
IQGAP2	9	3	9	5	10	3
IQGAP3	3063	2909	3261	2575	2716	2838
IQSEC1	445	395	532	453	513	535
IQSEC2	102	110	134	95	120	114
IQSEC3	0	0	0	3	1	0
IQUB	13	7	0	3	1	9
IRAIN	23.36	1.11	8.65	11.03	8.96	2.26
IRAK1	6181	5649	7910	6275	6259	5699
IRAK1BP1	110	95	74	37	61	60
IRAK2	512	523	546	453	308	310
IRAK3	17	28	22	15	10	11
IRAK4	428	439	543	461	372	364
IREB2	1687	1524	1826	1535	1493	1445
IRF1	252	262	220	190	176	174
IRF2	376	343	435	366	280	315
IRF2BP1	813	680	1049	749	875	864
IRF2BP2	1357	1360	1815	1321	1275	1215
IRF2BPL	1256	1360	1967	1579	1358	1283
IRF3	1049.58	884.25	1227.15	937.08	715	762.16
IRF4	2	1	1	2	2	1
IRF5	15	16	28	17	11	13
IRF6	42	57	24	24	31	38
IRF7	172	245	316	205	192	191
IRF8	0	0	0	0	0	1
IRF9	560	496	862	536	419	434
IRG1	0	0	0	0	0	0
IRGC	0	0	0	0	0	0
IRGM	0	0	0	1	0	0
IRGQ	1138	1154	1588	1319	1211	1121
IRS1	1789	1679	1540	1272	1121	1221
IRS2	1206	1557	1610	1473	1411	1373
IRS4	0	0	0	0	0	0
IRX1	0	0	0	0	0	0
IRX2	0	0	0	0	0	0
IRX3	123	113	123	133	105	113
IRX4	0	0	0	0	0	0
IRX5	0	0	3	0	1	2
IRX6	0	0	0	0	0	0
ISCA1	1126	1094	1192	888	923	827
ISCA2	505	481	585	523	442	479
ISCU	1152	1043	1515	1153	963	1017
ISG15	616	494	754	438	262	259
ISG20	28	16	22	24	17	22
ISG20L2	941	944	1324	970	916	789
ISL1	4	13	1	3	0	1
ISL2	29	35	27	28	39	34
ISLR	0	0	0	0	0	0
ISLR2	0	0	2	0	0	0
ISM1	0	10	4	4	0	2
ISM1-AS1	1	0	0	0	0	0
ISM2	0	0	4	6	0	2
ISOC1	161	196	151	105	98	111
ISOC2	541	542	706	536	579	520
ISPD	14	14	18	17	9	12
ISPD-AS1	1	0	0	1	0	0
IST1	2516	2428	3503	2867	2274	2380
ISX	0	0	0	0	0	0
ISY1	735.17	675.28	890.24	599.8	593.42	567.44
ISY1-RAB43	588.02	406.67	791.65	625.99	544.02	491.68
ISYNA1	1173	1106	1286	1109	968	1019
ITCH	3072	2850	3449	2819	2392	2398
ITFG1	1107	981	1312	1027	864	849
ITFG1-AS1	1	0	0	0	3	0
ITFG2	291	290	352	251	315	302
ITFG3	1329	1352	1945	1614	1551	1433
ITGA1	103	117	111	91	54	62
ITGA10	32	27	40	43	34	41
ITGA11	1007	944	1230	965	684	703
ITGA2	1889	1892	2757	2548	1350	1175
ITGA2B	17	23	28	17	14	21
ITGA3	14503	14741	18224	14520	16139	15500
ITGA4	541.8	526.91	453.62	391.65	400.03	421.96
ITGA5	8849	8314	14242	11372	9489	9417
ITGA6	3835	3899	4449	3877	2946	2773
ITGA7	139	110	107	105	83	68
ITGA8	0	0	0	0	0	0
ITGA9	1	0	1	0	0	1
ITGA9-AS1	0	0	2	0	1	0
ITGAD	0	0	0	0	0	0
ITGAE	143	150	199	153	125	141
ITGAL	0	1	0	0	0	0
ITGAM	12	1	9	7	3	2
ITGAV	4262	4112	4615	3873	2982	2911
ITGAX	0	0	0	0	0	0
ITGB1	45274	43845	56739	45202	34862	34237
ITGB1BP1	1096	1024	1194	893	785	793
ITGB1BP2	7	10	5	2	0	3
ITGB2	17	8	18	21	3	0
ITGB2-AS1	6	7	1	1	3	0
ITGB3	1015	1009	1011	938	491	454
ITGB3BP	380	309	396	361	286	289
ITGB4	221	278	230	172	260	251
ITGB5	1559	1504	2147	1731	1657	1626
ITGB6	50	77	54	31	76	68
ITGB7	7	1	5	4	1	2
ITGB8	829	769	617	559	515	437
ITGBL1	73	57	22	19	23	30
ITIH1	0	0	0	0	0	1
ITIH2	0	1	0	0	0	0
ITIH3	0	0	0	2	0	0
ITIH4	0	0	3	1	10	1
ITIH4-AS1	0	0	0	0	0	0
ITIH5	1	5	1	6	1	3
ITIH6	0	0	0	0	0	0
ITK	0	0	0	0	0	0
ITLN1	0	0	0	0	0	0
ITLN2	0	0	0	0	0	0
ITM2A	0	0	0	0	0	0
ITM2B	3491	3546	4652	3508	2676	2677
ITM2C	1857	1698	2233	1759	1508	1449
ITPA	1055	1001	1228	1025	837	892
ITPK1	190	238	281	211	244	241
ITPK1-AS1	3	1	0	0	0	0
ITPKA	58	74	86	84	88	85
ITPKB	81	103	89	73	54	67
ITPKB-IT1	0	0	0	0	0	0
ITPKC	257	274	403	354	287	285
ITPR1	287	248	201	180	180	178
ITPR1-AS1	11	9	5	0	1	0
ITPR2	683	665	744	612	582	611
ITPR3	3497	3540	3129	2657	2214	2243
ITPRIP	944	961	2688	2134	1550	1312
ITPRIPL1	44	27	19	20	11	21
ITPRIPL2	1649	1589	2310	1830	2036	1856
ITSN1	1122	1176	1276	1071	960	977
ITSN2	666	705	1000	919	809	690
IVD	1425	1255	1528	1248	1242	1193
IVL	2	0	0	0	0	0
IVNS1ABP	2293	2101	1918	1582	1271	1326
IWS1	1655	1509	1814	1418	1296	1221
IYD	0	0	0	0	0	0
IZUMO1	0	0	1	0	1	2
IZUMO1R	0	1	2	3	0	0
IZUMO2	0	0	0	0	0	0
IZUMO3	0	0	0	0	0	0
IZUMO4	11	16	12	4	7	6
JADE1	1803	1799	1756	1455	1548	1535
JADE2	1253	1320	1618	1289	1380	1424
JADE3	249	224	396	296	242	259
JAG1	505	521	550	476	278	251
JAG2	123	113	73	70	62	68
JAGN1	592	648	719	562	499	503
JAK1	2770	2653	3407	2865	2297	2230
JAK2	146	178	235	198	122	139
JAK3	9	30	17	12	21	23
JAKMIP1	0	1	0	0	0	0
JAKMIP2	0	0	0	0	0	0
JAKMIP2-AS1	0	0	0	0	0	0
JAKMIP3	0	2	2	0	0	3
JAM2	77	64	66	60	51	44
JAM3	22	40	30	13	9	13
JARID2	466	445	448	419	293	288
JARID2-AS1	0	0	0	0	0	0
JAZF1	220	222	251	173	141	134
JAZF1-AS1	0	1	0	0	0	1
JCHAIN	1	2	0	1	0	3
JDP2	150	185	198	127	138	149
JHDM1D-AS1	19	10	24	22	10	12
JKAMP	1644	1624	2249	1777	1067	1158
JMJD1C	2143.52	2120.91	3414.64	3028.24	2216.87	2175.02
JMJD1C-AS1	25.48	15.09	29.36	19.76	18.13	14.98
JMJD4	383.32	449.18	492.71	368.05	293.99	331.45
JMJD6	1302	1208	2591	2024	1278	1229
JMJD7	107	84.52	104	88.99	95	95
JMJD7-PLA2G4B	0	12.05	0	14.51	0	0
JMJD8	566.03	584.82	712.2	584.48	626.67	659.07
JMY	497	476	728	587	583	599
JOSD1	1967	1865	2851	2166	1825	1728
JOSD2	497	424	670	528	497	514
JPH1	0	0	0	0	0	0
JPH2	365	366	328	280	333	344
JPH3	8	8	8	9	4	4
JPH4	0	8	0	0	1	1
JPX	37	25	16	22	19	26
JRK	2220	2207	1800	1390	1890	1869
JRKL	451	455	402	304	296	239
JRKL-AS1	0	0	0	0	0	0
JSRP1	3	1	11	9	1	4
JTB	1954	1871	2647	1881	1622	1654
JUN	5064	4888	12515	10304	7808	6073
JUNB	882	843	2231	1651	1351	917
JUND	1034	1024	971	811	1306	1274
JUP	1167	1124	1268	1008	941	824
KAAG1	93.93	53.75	89.44	107.43	77.55	64.66
KALRN	80	83	81	40	60	48
KANK1	271	223	233	194	153	202
KANK2	4148	4039	5130	3998	5215	5050
KANK3	52	53	64	43	44	49
KANK4	0	0	1	0	0	1
KANSL1	848	892	1078	881	873	857
KANSL1-AS1	0	2	1	2	4	1
KANSL1L	168.26	212.58	167.22	145.99	127.46	114.38
KANSL2	728	684	1041	822	702	719
KANSL3	1770	1690	2331	1924	1847	1839
KANTR	36	50	19	27	43	35
KARS	3753	3911	5074	3967	3432	3421
KAT2A	1521	1257	1580	1215	1150	1143
KAT2B	401	428	442	363	386	385
KAT5	560.26	520.35	577.43	472.25	505.01	498.86
KAT6A	2407	2333	3059	2660	2791	2749
KAT6B	504	490	772	575	591	652
KAT7	1233	1179	1766	1323	1137	1154
KAT8	391	311	494	370	455	392
KATNA1	365	380	411	391	329	299
KATNAL1	2640	2626	2571	2142	1616	1599
KATNAL2	22	15	26	15	3	12
KATNB1	852	842	923	730	770	691
KATNBL1	571	542	676	505	489	479
KATNBL1P6	0	0	0	0	0	0
KAZALD1	93	120	147	145	173	151
KAZN	673.89	656	512.37	394.52	663.31	566.89
KBTBD11	259	291	305	205	245	229
KBTBD11-OT1	3	1	0	1	0	0
KBTBD12	0	0	0	0	0	0
KBTBD13	0	0	0	0	0	0
KBTBD2	904	973	1559	1176	943	889
KBTBD3	83	80	50	40	36	38
KBTBD4	371.33	354.88	511.4	434.41	441.58	425.82
KBTBD6	749.34	642.15	484.73	426.25	466.88	496.28
KBTBD7	162.66	158.85	125.27	96.75	141.12	143.72
KBTBD8	39	38	75	39	31	26
KC6	0	0	0	0	0	0
KCCAT198	52	43	27	28	12	12
KCCAT211	12	9	5	4	3	2
KCCAT333	0	3	0	0	0	0
KCMF1	1488	1494	2367	1811	1600	1605
KCNA1	0	0	0	0	0	1
KCNA10	0	0	0	0	0	0
KCNA2	0	0	0	0	0	0
KCNA3	0	0	0	0	0	0
KCNA4	0	0	0	0	0	0
KCNA5	0	0	0	0	0	0
KCNA6	0	0	0	0	0	0
KCNA7	35	13	11	9	17	20
KCNAB1	39	45	78	60	70	54
KCNAB1-AS1	0	0	0	0	0	0
KCNAB1-AS2	0	0	0	0	0	0
KCNAB2	81	110	132	62	88	106
KCNAB3	45	76	47	41	39	47
KCNB1	1	0	0	0	0	0
KCNB2	0	0	0	0	0	0
KCNC1	1	3	0	0	3	1
KCNC2	0	0	0	0	0	0
KCNC3	8	4	6	2	8	6
KCNC4	294	369	264	244	158	199
KCNC4-AS1	0	0	0	0	0	0
KCND1	45	55	71	51	27	45
KCND2	0	1	3	0	0	0
KCND3	0	0	0	0	0	0
KCND3-AS1	0	0	0	0	0	0
KCND3-IT1	0	0	0	0	0	0
KCNE1	36	15	15	11	13	20
KCNE2	2	3	2	7	7	2
KCNE3	0	0	0	0	0	0
KCNE4	0	1	0	0	1	0
KCNE5	15	0	21	9	5	2
KCNF1	0	4	2	0	1	10
KCNG1	5	8	11	5	3	4
KCNG2	0	0	2	2	9	1
KCNG3	36	21	67	37	32	34
KCNG4	0	0	0	0	0	0
KCNH1	106	74	78	66	53	62
KCNH2	0	0	0	0	0	0
KCNH3	18	17	24	10	12	17
KCNH4	0	0	1	0	0	0
KCNH5	0	0	0	0	0	0
KCNH6	0	1	2	0	1	0
KCNH7	3	4	5	4	4	3
KCNH8	0	0	0	0	0	2
KCNIP1	10	13	8	9	7	17
KCNIP2	9	24	26	22	25	26
KCNIP2-AS1	5	2	3	0	4	1
KCNIP3	105	142	158	128	156	157
KCNIP4	42	46	29	32	47	23
KCNIP4-IT1	0	3	0	0	0	0
KCNJ1	0	0	0	0	1	0
KCNJ10	0	0	0	0	1	0
KCNJ11	1	5	1	0	1	1
KCNJ12	0	0	0	0	0	1.65
KCNJ13	10	7	9	18	12	17
KCNJ14	38	38	57	44	54	54
KCNJ15	0	0	0	0	0	0
KCNJ16	3	4	0	1	0	0
KCNJ18	0	1	0	0	0	0.35
KCNJ2	91	89	59	55	32	40
KCNJ2-AS1	9	7	20	17	14	11
KCNJ3	0	0	0	0	0	0
KCNJ4	1	0	0	0	2	0
KCNJ5	0	0	0	0	0	0
KCNJ6	2	2	0	1	1	0
KCNJ8	0	0	0	0	0	0
KCNJ9	0	0	0	0	0	0
KCNK1	4	4	0	1	1	3
KCNK10	0	0	0	0	0	0
KCNK12	8	0	3	1	1	1
KCNK13	0	0	2	0	0	0
KCNK15	0	0	5	3	0	1
KCNK16	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0
KCNK2	11	7	2	5	4	1
KCNK3	479	494	601	429	406	370
KCNK4	0	0	1	0	2	1
KCNK5	0	0	0	1	0	0
KCNK6	239	214	254	171	128	109
KCNK7	3	2	9	5	9	8
KCNK9	0	0	0	0	0	0
KCNMA1	3773	3636	4778	3962	3571	3463
KCNMA1-AS1	0	0	0	0	0	0
KCNMA1-AS2	0	0	0	0	0	0
KCNMA1-AS3	2	0	0	0	3	2
KCNMB1	0	0	0	0	0	0
KCNMB2	0	0	0	0	0	1
KCNMB2-AS1	0	0	0	0	0	1
KCNMB3	225	189	196	112	94	158
KCNMB4	23	11	14	5	12	13
KCNN1	2	6	7	3	2	2
KCNN2	112	93	104	93	67	69
KCNN3	3	10	9	3	1	0
KCNN4	382	415	557	434	265	253
KCNQ1	0	0	0	0	0	0
KCNQ1-AS1	0	0	0	0	0	0
KCNQ1DN	0	0	0	0	0	0
KCNQ1OT1	484	449	274	275	321	326
KCNQ2	0	0	0	0	0	0
KCNQ3	391	346	521	461	276	254
KCNQ4	0	1	4	2	3	3
KCNQ5	628	651	532	465	560	499
KCNQ5-AS1	4	1	0	0	0	1
KCNQ5-IT1	0	0	0	0	0	1
KCNRG	2.49	1.31	4.79	1.31	7.8	5.7
KCNS1	5	0	16	15	6	9
KCNS2	9	4	2	0	2	0
KCNS3	0	0	0	0	0	1
KCNT1	0	0	1	3	0	0
KCNT2	38	45	55	46	19	30
KCNU1	0	0	0	0	0	0
KCNV1	0	0	1	0	0	0
KCNV2	1	0	0	3	1	1
KCP	6	1	11	3	1	3
KCTD1	416	537	466	344	438	417
KCTD10	1832	1609	2540	2105	1625	1692
KCTD11	472	408	538	441	406	385
KCTD12	40	44	25	14	22	21
KCTD13	305	261	399	300	280	338
KCTD14	20.41	45.87	35.68	13.02	32.54	28.29
KCTD15	247	208	245	223	203	267
KCTD16	45	33	34	25	21	17
KCTD17	348	345	353	263	294	301
KCTD18	321	300	405	325	282	263
KCTD19	0	0	0	0	0	0
KCTD2	1095	1033	1567	1288	1208	1160
KCTD20	3411	3323	4472	3646	2982	2863
KCTD21	279	291.43	465.7	340	262.37	283
KCTD21-AS1	1	1.57	1.3	0	1.63	0
KCTD3	1040	1002	982	727	715	688
KCTD4	7	6	15	10	5	5
KCTD5	2063	2046	4616	3755	2659	2401
KCTD6	48	66	70	59	57	54
KCTD7	558	529	435	320	360	332
KCTD8	0	0	0	0	0	0
KCTD9	2331	2213	2727	2170	1993	1964
KDELC1	369	441	409	309	327	327
KDELC2	1279	1265	1188	1025	909	940
KDELR1	4207	4049	5509	4126	3518	3520
KDELR2	6303	6175	9250	7185	5793	5450
KDELR3	961	860	1072	849	607	565
KDF1	0	0	0	0	0	1
KDM1A	2897	2717	3121	2369	2409	2502
KDM1B	305	282	220	181	184	154
KDM2A	2814	2642	4051	3434	3132	3052
KDM2B	873	842	851	825	845	854
KDM3A	706	714	1269	1043	841	823
KDM3B	1972	1845	2439	1939	2086	2219
KDM4A	1619	1547	1933	1500	1602	1616
KDM4A-AS1	30	20	21	18	10	27
KDM4B	822	895	1242	890	1156	1166
KDM4C	234	267	393	308	262	247
KDM4D	94	77	118	89	101	88
KDM4E	0	0	0	0	0	0
KDM5A	1458	1446	1894	1626	1558	1561
KDM5B	2515	2338	2912	2435	2057	2083
KDM5C	2342	2185	3351	2719	2399	2557
KDM5D	0	0	0	0	0	0
KDM6A	477	536	775	657	563	515
KDM6B	469	412	898	752	663	590
KDM7A	54	66	151	115	73	68
KDM8	71	70	67	43	55	45
KDR	0	0	0	0	0	0
KDSR	482	523	748	627	519	507
KEAP1	2118	2191	3148	2529	2087	2113
KEL	0	0	0	1	0	0
KERA	0	0	0	0	0	0
KGFLP1	122.14	109.93	143.46	67.08	69.08	52.17
KGFLP2	69.48	61.4	58.7	38.38	40.88	45.02
KHDC1	257	225	233	171	154	172
KHDC1L	0	6	5	1	1	4
KHDC3L	0	0	0	0	0	0
KHDRBS1	5653	5399	6355	5171	5565	5466
KHDRBS2	0	0	0	0	0	0
KHDRBS3	701	541	759	603	680	614
KHK	205	201	194	156	161	150
KHNYN	2554.35	2382.42	3819.15	3054.36	2825.83	2778.54
KHSRP	6706	6932	7843	6429	7136	7133
KIAA0020	627	665	638	593	493	504
KIAA0040	0	0	0	0	0	0
KIAA0087	0	0	0	0	0	0
KIAA0100	5519	5852	5991	4909	4749	4709
KIAA0101	3043	2832	2518	2197	1888	1849
KIAA0125	0	0	0	0	0	0
KIAA0141	1097	982	1206	936	930	916
KIAA0195	970	944	1158	974	1124	1130
KIAA0196	1660	1722	1861	1517	1378	1417
KIAA0226	785	790	1279	1034	853	841
KIAA0226L	5	1	0	0	0	2
KIAA0232	1179	1183	1884	1560	1376	1231
KIAA0319	18	12	13	11	7	13
KIAA0319L	965	938	1208	931	882	914
KIAA0355	437	481	762	516	518	523
KIAA0368	3309	3448	3921	3225	2997	2984
KIAA0391	1558.6	1573	1502	1295.53	943	998
KIAA0408	0	0	0	0	0	0
KIAA0430	1115	1116	1411	1107	1248	1258
KIAA0513	416	420	378	354	332	280
KIAA0556	440	512	655	523	533	487
KIAA0586	1173	1086	1123.06	989	1023	1050
KIAA0753	706	648	905	617	659	674
KIAA0754	1394	1462	1779	1866	1885	1871
KIAA0825	103	67	84	59	50	39
KIAA0895	415	411	458	347	339	296
KIAA0895L	341	257	205	185	183	195
KIAA0907	1341	1205	1205	1031	740	698
KIAA0922	427	420	434	391	329	306
KIAA0930	949	804	1130	927	828	851
