"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"CACNA1A"	0.13	0.08	0.05	0.09
"CACNA1B"	0.19	0.19	0.14	0.08
"CACNA1C"	0	0	0	0
"CACNA1C-AS1"	0	0	0	0
"CACNA1C-AS2"	0	0	0	0
"CACNA1C-AS4"	0	0	0	0
"CACNA1C-IT2"	0	0	0	0
"CACNA1C-IT3"	0	0	0	0
"CACNA1D"	0	0	0	0
"CACNA1E"	0	0	0.01	0
"CACNA1F"	0	0	0	0
"CACNA1G"	0	0.05	0.06	0.02
"CACNA1G-AS1"	0.22	0	0	0
"CACNA1H"	0.09	0.11	0.11	0.09
"CACNA1I"	0	0	0	0
"CACNA1S"	0	0	0	0
"CACNA2D1"	10.61	10.98	7.53	8.52
"CACNA2D2"	0.14	0.08	0.07	0.06
"CACNA2D3"	0.02	0.1	0.06	0.02
"CACNA2D3-AS1"	0	0	0	0
"CACNA2D4"	0.46	0.28	0.25	0.23
"CACNB1"	7.08	6.14	5.73	6.03
"CACNB2"	0.16	0.17	0.17	0.04
"CACNB3"	17.74	17.47	10.17	12.22
"CACNB4"	0.11	0.06	0.07	0.12
"CACNG1"	0	0	0	0
"CACNG2"	0	0	0	0
"CACNG3"	0	0	0	0
"CACNG4"	0.18	0.03	0.02	0.1
"CACNG5"	0	0	0	0
"CACNG6"	2.6	5.17	3.48	3.59
"CACNG7"	0	0	0	0
"CACNG8"	3.42	3.6	2.29	1.93
"CACTIN"	47.02	44.48	40.6	46.09
"CACTIN-AS1"	1.51	0.71	2.56	1.89
"CACUL1"	22.1	23.87	24.92	25.24
"CACYBP"	88.8	92.86	120.95	132.83
"CAD"	53.79	59.59	35.56	35.59
"CADM1"	36.73	37.57	27.16	27.94
"CADM2"	0.13	0.04	0.02	0.04
"CADM2-AS2"	0	0	0	0
"CADM3"	0	0	0	0
"CADM3-AS1"	0	0	0	0
"CADM4"	4.82	7.34	6.87	7.11
"CADPS"	0	0	0	0
"CADPS2"	0.22	0.05	0.02	0.04
"CAGE1"	0	0	0.1	0
"CAHM"	3.04	2.94	2.57	2.55
"CALB1"	0	0	0	0
"CALB2"	0	0	0.06	0
"CALCA"	0	0	0	0
"CALCB"	0	0	0	0
"CALCOCO1"	20.86	16.95	16.17	18.19
"CALCOCO2"	26.06	24.86	21.48	20.52
"CALCR"	0.08	0.08	0.06	0.05
"CALCRL"	0.03	0.12	0.03	0.04
"CALD1"	189.35	181.37	170.92	187.13
"CALHM1"	0.12	0.03	0.12	0.12
"CALHM2"	0.59	0.4	1.05	1.07
"CALHM3"	0	0.06	0.05	0
"CALM1"	60.29	64.69	53.6	54.07
"CALM2"	1229.15	1260.8	1060.75	1031.56
"CALM3"	251.34	258.52	233.48	254.23
"CALML3"	0	0	0	0
"CALML3-AS1"	0.13	0.03	0	0
"CALML4"	3.54	4.78	3.37	3.56
"CALML5"	0	0	0	0
"CALML6"	0	0	0	0
"CALN1"	0	0	0.01	0
"CALR"	1289.68	1278.65	1373.37	1439.77
"CALR3"	0	0	0.13	0
"CALU"	227.9	223.59	211.07	223.06
"CALY"	0	0	0.19	0
"CAMK1"	30.62	27.84	25.64	25.76
"CAMK1D"	7.3	4.94	3.17	3.72
"CAMK1G"	0	0	0	0.11
"CAMK2A"	0.02	0	0	0
"CAMK2B"	0.73	0.24	0.18	0.26
"CAMK2D"	23.13	25.49	25.02	25.24
"CAMK2G"	30.16	27.7	25.13	24.24
"CAMK2N1"	0.32	0.34	0.16	0.12
"CAMK2N2"	0.69	2.05	0.91	0.85
"CAMK4"	3.69	2.42	0.89	1.22
"CAMKK1"	8.77	8.58	3.96	3.73
"CAMKK2"	17.07	16.01	16.17	15.23
"CAMKMT"	4.83	5.82	5.65	3.79
"CAMKV"	0	0	0	0
"CAMLG"	35.01	37.39	33.36	33.39
"CAMP"	0	0	0	0
"CAMSAP1"	15.79	16.52	14.87	15.38
"CAMSAP2"	26.84	28.15	27.84	30.14
"CAMSAP3"	0	0.02	0.12	0.09
"CAMTA1"	59.79	67.39	61.13	69.82
"CAMTA2"	19.64	19.45	19.2	20.17
"CAND1"	63.5	69.33	49.05	54.16
"CAND1.11"	0.34	0	0.09	0.12
"CAND2"	0.65	0.53	0.25	0.33
"CANT1"	95.93	103.62	117.84	121.2
"CANX"	348.94	348.34	371.88	399.27
"CAP1"	288.68	302.49	335.58	338.17
"CAP2"	25.5	26.25	22.36	24.12
"CAPG"	186.24	184.3	204.39	185.17
"CAPN1"	90.06	100.17	99.91	101.44
"CAPN10"	16.26	16.34	13.84	16.86
"CAPN10-AS1"	2.45	3.85	2.23	1.9
"CAPN11"	0	0	0.05	0
"CAPN12"	0.98	1.1	0.78	0.82
"CAPN13"	0	0.04	0	0
"CAPN14"	0.42	0.22	0.36	0.37
"CAPN15"	33.2	34.37	26.82	25.53
"CAPN2"	223.92	227.39	228.52	226.71
"CAPN3"	0.34	2.14	1.07	0.75
"CAPN5"	9.73	8.53	6.73	5.88
"CAPN6"	0	0	0	0
"CAPN7"	22.93	22.07	16.66	17.38
"CAPN8"	0	0	0	0
"CAPN9"	0	0	0	0
"CAPNS1"	490.36	529.91	589.38	590.37
"CAPNS2"	0.23	0	0.55	0.23
"CAPRIN1"	122.28	130.16	111.81	116.67
"CAPRIN2"	11.55	11.83	10.78	10.81
"CAPS"	2.63	1.85	3.14	3.43
"CAPS2"	3.82	2.07	1.45	1.1
"CAPSL"	0.24	0.39	0.19	0.37
"CAPZA1"	200.32	209.92	179.82	183.67
"CAPZA2"	110.14	115.09	103.3	104.23
"CAPZA3"	0	0.22	0	0
"CAPZB"	261.06	258	288.05	298.45
"CARD10"	33.17	34.45	28.36	26.82
"CARD11"	1.7	2.35	1.9	1.58
"CARD14"	1.62	1.73	1.01	1.78
"CARD16"	0.61	0	0	0
"CARD17"	0	0	0	0
"CARD18"	0	0	0	0
"CARD6"	1.98	1.66	1.14	0.84
"CARD8"	12.68	13.53	10.21	14.3
"CARD8-AS1"	7.41	7.91	6.33	4.92
"CARD9"	0.5	0.29	0.39	0.18
"CARF"	1.71	1.99	1.24	1.34
"CARHSP1"	39.54	40.71	31.72	30.57
"CARKD"	34.08	35.49	35.7	33.96
"CARM1"	75.07	76.79	71.37	71.76
"CARNS1"	0.16	0.05	0.11	0.02
"CARS"	39.91	36.83	43.53	40.94
"CARS2"	66.48	70.61	53.24	47.42
"CARTPT"	0	0	0	0
"CASC1"	0.41	0.64	0.32	0.12
"CASC10"	3.94	2.84	1.37	1.65
"CASC11"	0	0	0.23	0.44
"CASC15"	0	0	0.08	0
"CASC16"	0	0	0	0
"CASC17"	0	0	0	0
"CASC18"	0	0.08	0.06	0
"CASC19"	0	0	0	0
"CASC2"	0.91	0.21	0.44	0.3
"CASC20"	0	0	0	0
"CASC21"	0	0	0	0
"CASC23"	0	0	0	0
"CASC3"	47.47	47.62	35.9	35.54
"CASC4"	54.21	56.29	53.64	55.27
"CASC5"	18.19	21.58	14.52	16.4
"CASC6"	0	0	0	0
"CASC8"	0.71	0.55	0.61	0.65
"CASC9"	0	0	0	0
"CASD1"	8.92	11.16	6.04	6.88
"CASK"	9.31	10.3	8.12	8.34
"CASKIN1"	0.18	0.25	0.2	0.1
"CASKIN2"	15.37	15.46	14.61	14.78
"CASP1"	2.64	1.04	0.38	0.62
"CASP10"	0.12	0.11	0.12	0.07
"CASP12"	0	0	0	0.11
"CASP14"	0.03	0	0	0
"CASP1P2"	0	0	0	0
"CASP2"	25.37	28.81	20.1	18.92
"CASP3"	122.71	126.22	146.49	152.71
"CASP4"	52.83	60.93	65.72	76.33
"CASP5"	0	0	0	0
"CASP6"	13.61	15.14	10.21	11.33
"CASP7"	23.85	21.39	20.02	19.62
"CASP8"	14.67	15.46	9.66	9.17
"CASP8AP2"	14.27	15.97	12.4	13.55
"CASP9"	5.18	7.86	4.83	4.94
"CASQ1"	0	0.11	0	0.2
"CASQ2"	0	0	0	0
"CASR"	0	0	0	0
"CASS4"	0.16	0.42	0.34	0.97
"CAST"	73.51	82.43	65.4	67.05
"CASZ1"	1.42	2.24	0.61	0.63
"CAT"	19	19.92	17.97	18.92
"CATIP"	0.08	0.42	0.19	0.48
"CATIP-AS1"	0	0	0	0
"CATIP-AS2"	0	0.2	0	0
"CATSPER1"	0.04	0.23	0.03	0.04
"CATSPER2"	0.55	0.42	0.13	0.41
"CATSPER2P1"	0.55	0.33	0.19	0.37
"CATSPER3"	0.54	0.24	0.18	0.46
"CATSPER4"	0	0	0	0
"CATSPERB"	0	0	0	0
"CATSPERD"	0	0	0	0
"CATSPERG"	0.07	0.08	0.04	0.05
"CAV1"	221.09	232.32	189.08	189.74
"CAV2"	42.98	45.11	35.85	35.48
"CAV3"	0	0	0	0.15
"CBFA2T2"	9.55	8.86	9.51	10.65
"CBFA2T3"	0	0	0	0
"CBFB"	64.51	63.73	66.66	69.31
"CBL"	21.31	22.2	23.68	27.89
"CBLB"	9.22	8.77	8.64	8.71
"CBLC"	0	0	0	0
"CBLL1"	16.17	15.97	17.02	17.69
"CBLN1"	0	0	0	0
"CBLN2"	0.89	0.77	0.2	0.19
"CBLN3"	3.18	3.92	1.72	2.6
"CBLN4"	0	0	0	0
"CBR1"	91.32	104.61	109.68	103.06
"CBR3"	23.86	29.08	28.96	26.63
"CBR3-AS1"	1.59	2.56	1	0.55
"CBR4"	16.1	21.75	10.39	10.93
"CBS"	58.07	58.2	39.43	39.14
"CBWD1"	17.53	16.92	15.73	13.48
"CBWD2"	18.74	20.56	14.56	14.32
"CBWD3"	15.89	13.61	11.27	12.16
"CBWD5"	194.69	206.2	160.37	178.72
"CBWD6"	10.19	10.52	10.92	11.89
"CBX1"	161.09	156.21	138.28	147.07
"CBX2"	5.95	7.25	2.85	2.28
"CBX3"	216.52	218.12	175.42	192.07
"CBX3P2"	0.07	0.15	0.06	0.15
"CBX4"	19	18.01	19.39	20.89
"CBX5"	34.18	36.54	34.28	36.83
"CBX6"	69.76	69.96	63.18	64.5
"CBX7"	4.46	4.75	2.49	2.52
"CBX8"	9.99	13.53	6.98	6.45
"CBY1"	49.23	50.01	52.44	50.25
"CBY3"	0	0	0	0.16
"CC2D1A"	41.26	41.25	32.37	30.88
"CC2D1B"	9.67	9.51	10.24	10.67
"CC2D2A"	2.55	2.92	1.8	2.34
"CC2D2B"	0	0	0	0
"CCAR1"	52.65	52.59	47.47	48.42
"CCAR2"	114.78	109.05	89.96	89.12
"CCAT1"	0	0	0	0.1
"CCAT2"	0	0.12	0	0
"CCBE1"	11.4	12.2	6.71	7.85
"CCBL1"	5.98	5.07	4.04	4.43
"CCBL2"	36.42	34.86	30.35	31.99
"CCDC101"	12.25	10.68	9.68	11.14
"CCDC102A"	10.28	8.89	6.08	6.52
"CCDC102B"	0.07	0.07	0.27	0.13
"CCDC103"	3.17	4.69	1.07	1.64
"CCDC105"	0	0	0	0
"CCDC106"	13.64	13.64	12.9	10.54
"CCDC107"	51.82	65.36	59.98	56.3
"CCDC108"	0	0	0	0.04
"CCDC109B"	53.81	55.98	47.76	37.69
"CCDC110"	0.7	0.39	0.15	0
"CCDC112"	10.31	10.21	6.79	5.99
"CCDC113"	3.06	2.64	2.44	2.92
"CCDC114"	0.14	0.03	0.07	0
"CCDC115"	15.26	17.96	16.8	16.13
"CCDC116"	0	0	0.07	0
"CCDC117"	19.46	21	25.34	24.96
"CCDC12"	29.85	34.83	27.84	35.77
"CCDC120"	0.2	0.24	0.16	0.2
"CCDC121"	1.51	1.54	1.53	1.31
"CCDC122"	3.46	5.1	4.77	4.07
"CCDC124"	258.65	264.82	302.21	288.23
"CCDC125"	5.83	6.04	4.33	4.07
"CCDC126"	3.94	3.49	3.09	3.42
"CCDC127"	19.72	18.52	18.09	19.88
"CCDC129"	0.04	0.05	0	0.02
"CCDC13"	0.1	0.14	0.1	0
"CCDC13-AS1"	0	0	0	0
"CCDC130"	35.25	33.88	33.92	34.54
"CCDC134"	17.74	17.82	12.52	12.25
"CCDC136"	0.48	0.62	0.16	0.34
"CCDC137"	83	87.61	82.08	82.3
"CCDC138"	8.91	12.39	5.01	6.09
"CCDC14"	51.8	59.31	37.44	36.39
"CCDC140"	0	0	0	0
"CCDC141"	0	0	0	0
"CCDC142"	8.36	6.58	8.32	8.9
"CCDC144A"	0.18	0.04	0	0.04
"CCDC144B"	0.13	0.04	0.02	0.11
"CCDC144CP"	0.04	0.46	0.21	0.06
"CCDC144NL"	0	0	0	0
"CCDC144NL-AS1"	0	0	0	0
"CCDC146"	1.11	0.81	0.57	0.43
"CCDC148"	3.5	3.48	2.09	2.89
"CCDC148-AS1"	0	0.17	0	0
"CCDC149"	5.27	5.51	5.05	5.16
"CCDC15"	7.99	8.93	4.92	5.08
"CCDC150"	8.53	8.9	4.68	5.52
"CCDC151"	0.57	0.89	1	1.14
"CCDC152"	0	0	0.04	0
"CCDC153"	0.34	1.1	0.28	1.43
"CCDC154"	0.43	0.14	0.17	0.22
"CCDC155"	0.04	0.04	0	0.04
"CCDC157"	1.55	2.1	1.09	1.82
"CCDC158"	0.1	0	0	0.02
"CCDC159"	4.26	3.51	3.67	3.46
"CCDC160"	0	0	0	0
"CCDC162P"	0	0	0	0
"CCDC163P"	3.5	3.01	1.85	2.21
"CCDC166"	0	0	0.32	0
"CCDC167"	24.53	34.18	53.45	44.41
"CCDC168"	0.02	0.05	0.07	0.08
"CCDC169"	0.74	0.72	0.38	1.41
"CCDC169-SOHLH2"	0	0	0.14	0.23
"CCDC17"	0.17	0.05	0.17	0.67
"CCDC170"	0.08	0	0.05	0.02
"CCDC171"	0.55	0.34	0.33	0.34
"CCDC172"	0	0.06	0	0
"CCDC173"	0.13	0.23	0.27	0
"CCDC174"	10.78	12.63	10.55	11.08
"CCDC175"	0	0	0	0
"CCDC176"	4.23	3.34	3.41	4.68
"CCDC177"	0	0	0	0.02
"CCDC178"	0	0	0	0
"CCDC179"	0	0	0	0
"CCDC18"	7.64	8.71	7.99	7.53
"CCDC180"	0.77	0.09	0	0.09
"CCDC181"	0	0	0	0.05
"CCDC182"	0	0	0	0
"CCDC183"	0	0	0.05	0
"CCDC183-AS1"	3.86	3.22	3.65	3.68
"CCDC184"	0	0	0	0
"CCDC185"	0	0	0	0
"CCDC186"	9.54	8.15	7.31	8.18
"CCDC22"	22.57	18.96	21.96	18.18
"CCDC24"	4.86	3.74	2.5	2.19
"CCDC25"	35.66	39.99	29.02	29.16
"CCDC26"	0.14	0.07	0	0
"CCDC27"	0	0	0	0
"CCDC28A"	11.36	8.79	12.4	14.76
"CCDC28B"	11.22	9.08	3.07	3.3
"CCDC3"	0.05	0	0	0
"CCDC30"	0.09	0	0.14	0.06
"CCDC33"	0	0	0	0
"CCDC34"	29.36	30.71	22.52	20.32
"CCDC36"	0	0	0.03	0
"CCDC37"	0	0	0	0
"CCDC37-AS1"	0	0	0	0
"CCDC38"	0	0	0	0
"CCDC39"	1.62	1.55	1.22	1.17
"CCDC40"	1.17	1.08	1.22	1.05
"CCDC42"	0	0	0	0
"CCDC42B"	0.24	0	0.36	0.39
"CCDC43"	36.56	35	30.11	25.93
"CCDC47"	141.61	140.83	116.73	123.31
"CCDC50"	47.47	51.25	37.99	39.04
"CCDC51"	14.31	13.58	9.24	10.45
"CCDC53"	24.44	30.57	31.27	28.36
"CCDC54"	0	0	0	0
"CCDC57"	9.71	8.32	5.55	6.14
"CCDC58"	58.29	61.23	43.59	59.92
"CCDC59"	36.69	40.15	36.71	35.85
"CCDC6"	16.79	18.88	14.49	16.1
"CCDC60"	0	0	0	0
"CCDC61"	8.73	8.11	4.68	4.36
"CCDC62"	0.04	0.09	0.23	0.45
"CCDC63"	0	0	0	0
"CCDC64"	0.62	1.04	0.34	0.53
"CCDC64B"	0	0	0	0
"CCDC65"	1.62	1.15	0.76	0.87
"CCDC66"	3.85	3.65	2.38	3.31
"CCDC67"	0	0	0	0
"CCDC68"	1.1	1.15	1.17	0.83
"CCDC69"	0.16	0.25	0.23	0.16
"CCDC7"	0.85	1.13	0.78	0.96
"CCDC70"	1.05	0.61	0.3	0.87
"CCDC71"	11.83	13.81	11.3	10.51
"CCDC71L"	8.97	9.33	7.89	8.14
"CCDC73"	0.22	0.4	0.29	0.18
"CCDC74A"	9.7	11.03	9.05	7.61
"CCDC74B"	2.9	2.07	1.83	1.83
"CCDC77"	14.01	13.24	10.78	11.58
"CCDC78"	0.37	1.06	0.15	0.25
"CCDC79"	0	0.33	0.06	0
"CCDC8"	3.1	2.5	1.87	1.51
"CCDC80"	72.63	71.37	66.49	71
"CCDC81"	1.94	1.7	1.65	2.59
"CCDC82"	20.3	24.56	22.4	21.34
"CCDC83"	0	0	0	0.12
"CCDC84"	18.39	21.09	16.57	16.99
"CCDC85A"	11.34	12.29	4.35	3.94
"CCDC85B"	125.26	131.92	200.59	201.02
"CCDC85C"	11.27	11.8	10.26	10.57
"CCDC86"	89.42	86.18	65.21	65.66
"CCDC87"	0.44	0.43	0.42	0.25
"CCDC88A"	22.97	26.21	17.58	19.32
"CCDC88B"	0.45	0.38	0.22	0.28
"CCDC88C"	1.14	1.41	0.94	1.01
"CCDC89"	0.23	0	0	0.08
"CCDC9"	19.69	18.72	27.96	27.98
"CCDC90B"	14.29	14.08	12.8	13.27
"CCDC91"	13.9	15.08	11.74	11.33
"CCDC92"	29.58	30.95	32.26	30
"CCDC93"	18.15	18.16	21.19	22.49
"CCDC94"	48.52	41.62	35.9	37.91
"CCDC96"	3.64	4.04	3.22	4.15
"CCDC97"	12.11	15.06	14.37	13.23
"CCER1"	0	0	0	0
"CCER2"	0	0	0.34	0.22
"CCHCR1"	29.03	29.19	21.73	21.61
"CCHE1"	0	0	0	0
"CCIN"	0	0	0.16	0
"CCK"	0	0	0	0
"CCKAR"	0	0	0	0
"CCKBR"	0	0	0.03	0
"CCL1"	0	0	0	0
"CCL11"	0	0	0	0
"CCL13"	0	0	0	0
"CCL14"	0	0	0	0
"CCL15"	0	0	0	0
"CCL15-CCL14"	0	0	0	0
"CCL16"	0	0	0	0
"CCL17"	0	0	0	0
"CCL18"	0	0	0	0
"CCL19"	0	0	0	0
"CCL2"	31.97	25.66	3.55	4.3
"CCL20"	0.45	0	0	0
"CCL21"	0	0	0	0
"CCL22"	0	0	0	0
"CCL23"	0	0	0	0
"CCL24"	0	0	0	0
"CCL25"	0	0	0	0.24
"CCL26"	3.6	3.53	4.95	5.54
"CCL27"	0	0	0.45	0
"CCL28"	1.44	0.39	0.54	0.12
"CCL3"	0	0	0	0
"CCL3L1"	0	0	0	0
"CCL3L3"	0	0	0	0
"CCL4"	0	0	0	0
"CCL4L1"	0	0	0	0
"CCL4L2"	0	0	0	0
"CCL5"	0.26	0.47	0.07	0.27
"CCL7"	0	0.17	0	0
"CCL8"	0	0	0	0
"CCM2"	39.81	37.05	38.87	41.7
"CCM2L"	0	0.12	0.06	0
"CCNA1"	0.21	0.68	0.27	0.25
"CCNA2"	96.74	104.38	85.56	85.78
"CCNB1"	242.23	247.75	215.81	216.91
"CCNB1IP1"	86.21	100.46	84.19	81.28
"CCNB2"	129.82	131.91	118.64	110.51
"CCNB3"	0.46	0.04	0.05	0.37
"CCNC"	71.88	81.36	57.99	61.41
"CCND1"	376.64	383.97	331.39	336
"CCND2"	0.48	0.6	0.43	0.22
"CCND2-AS1"	0	0	0	0
"CCND3"	69.85	67.99	72.74	70.31
"CCNDBP1"	16.1	15.37	11.52	12.17
"CCNE1"	13.46	13.48	8.26	8.85
"CCNE2"	12.94	13.85	9.96	6.84
"CCNF"	31.13	31.7	26.98	25.44
"CCNG1"	105.19	113.87	83.93	79.67
"CCNG2"	20.66	22.33	15.25	16.37
"CCNH"	94.73	87.84	73.35	76.69
"CCNI"	159.26	166.9	155.57	154.66
"CCNI2"	0.59	0.08	0.03	0.07
"CCNJ"	8.11	8.67	6.97	8.61
"CCNJL"	5.83	7.56	4.38	4.03
"CCNK"	27.59	25.11	23.86	25.25
"CCNL1"	34.02	30.65	39.57	38.54
"CCNL2"	121.09	110.03	117.91	114.92
"CCNO"	9.26	11.7	11.26	8.96
"CCNT1"	21.01	22.44	20.6	22.69
"CCNT2"	12.53	14.67	13.11	13.88
"CCNT2-AS1"	1.18	0.79	0.88	0.89
"CCNY"	33.69	33.48	37.66	36.42
"CCNYL1"	28.56	31.12	26.34	26.73
"CCNYL2"	0	0	0	0
"CCP110"	16.79	18.03	11.75	12.5
"CCPG1"	41.29	49.54	40.01	40.92
"CCR1"	0	0	0	0
"CCR10"	4.58	2.39	2.88	1.22
"CCR2"	0	0	0	0
"CCR3"	0	0	0.09	0
"CCR4"	0	0	0	0
"CCR5"	0	0	0	0
"CCR6"	0.03	0.06	0	0
"CCR7"	1	0.33	0	0.18
"CCR8"	0	0	0	0
"CCR9"	0	0	0	0.04
"CCRL2"	0.69	0.55	0.59	0.53
"CCS"	36.18	29.85	28.47	25.41
"CCSAP"	6.17	7.78	8.3	6.96
"CCSER1"	0.5	0.32	0.14	0.13
"CCSER2"	12.63	14.24	12.94	14.28
"CCT2"	279.53	288.23	319.63	327
"CCT3"	410.77	439.57	465.02	456.97
"CCT4"	304.07	323.77	323.69	336.49
"CCT5"	240.64	241.33	246.08	250.34
"CCT6A"	312.05	312.01	344.37	348.14
"CCT6B"	1.75	2.66	2.11	1.8
"CCT6P1"	5.99	4.81	6.01	4.92
"CCT6P3"	4.06	2.74	4.68	2.65
"CCT7"	425.44	441.94	459.07	457.66
"CCT8"	358.96	354.63	378.63	378.22
"CCT8L2"	0	0	0	0
"CCZ1"	30.51	36.94	25.86	33.24
"CCZ1B"	76.04	79.11	65.61	59.11
"CD101"	0	0	0	0
"CD109"	27.61	29.3	19.82	22.83
"CD14"	0.55	0.39	0.16	1.17
"CD151"	361.84	375.67	393.36	365.72
"CD160"	0.66	1.01	0.53	0.19
"CD163"	0	0	0	0
"CD163L1"	1.15	1.22	0.81	1.26
"CD164"	226.64	237.58	215.64	221.53
"CD164L2"	0	0	0.1	0
"CD177"	2.74	1.95	2.57	1.45
"CD180"	0	0	0	0
"CD19"	0	0	0	0
"CD1A"	0	0	0	0
"CD1B"	0	0	0	0
"CD1C"	0	0	0	0
"CD1D"	0	0	0	0
"CD1E"	0	0	0	0
"CD2"	0	0	0	0
"CD200"	0	0	0	0
"CD200R1"	0.04	0.24	0.07	0.22
"CD200R1L"	0	0	0	0
"CD207"	0	0	0	0
"CD209"	0.02	0	0	0
"CD22"	0.84	0.69	0.4	0.64
"CD226"	0.43	0.5	0.08	0.16
"CD24"	0.33	1.06	0.26	0.34
"CD244"	0	0	0	0
"CD247"	0	0.31	0	0
"CD248"	0	0.08	0	0
"CD27"	0.16	0.26	0.06	0.4
"CD27-AS1"	2.75	2.11	1.09	1.27
"CD274"	8.44	8.82	11.3	12.4
"CD276"	35.65	37.69	34.55	36.82
"CD28"	0	0	0.02	0.04
"CD2AP"	38.9	39.84	25.81	28.93
"CD2BP2"	60.2	64.05	65.4	63.9
"CD300A"	0	0	0	0
"CD300C"	0.95	1.62	0.45	0.64
"CD300E"	0	0	0	0
"CD300LB"	0	0	0	0
"CD300LD"	0	0	0	0
"CD300LF"	0	0	0	0
"CD300LG"	0	0	0	0
"CD302"	1.88	2.67	1.63	1.66
"CD320"	130.77	140.75	149.53	138.27
"CD33"	0.41	0.11	0.25	0.53
"CD34"	0.6	0.45	0.17	0.39
"CD36"	0.04	0.06	0.04	0.06
"CD37"	0.36	0	0	0
"CD38"	0.07	0	0	0.07
"CD3D"	0	0	0	0
"CD3E"	0	0.21	0	0
"CD3EAP"	17.48	16.02	8.77	9.21
"CD3G"	0	0	0	0
"CD4"	0.1	0.06	0.02	0
"CD40"	32.4	34.54	37.53	35.28
"CD40LG"	0	0	0	0
"CD44"	363.6	369.81	381.52	371.43
"CD46"	129.81	131.49	112.65	114.55
"CD47"	20.35	22.05	15.2	15.72
"CD48"	0	0.21	0	0
"CD5"	0	0	0.11	0.03
"CD52"	0	0	0	0
"CD53"	0	0.14	0.2	0.06
"CD55"	49.84	50.79	40.81	43.1
"CD58"	15.77	14.74	10.43	10.41
"CD59"	153.39	161.3	168.5	168.73
"CD5L"	0	0	0	0
"CD6"	0	0	0	0
"CD63"	1451.27	1430.66	1633.64	1644.69
"CD68"	37.94	38.66	40.47	43.96
"CD69"	0.06	0.06	0	0
"CD7"	0	0.09	0.26	0.17
"CD70"	153.71	152.88	105.69	98.92
"CD72"	0.33	0.77	0.26	0.26
"CD74"	13.34	14.81	15.4	18.96
"CD79A"	0.19	0	0.2	0.39
"CD79B"	0	0	0.2	0
"CD80"	0	0	0.03	0
"CD81"	216.08	253.72	277.09	269.96
"CD81-AS1"	0.28	0.1	0.07	0.09
"CD82"	44.03	35.83	38.43	36.54
"CD83"	8.86	8.06	2.73	2.57
"CD84"	0	0	0	0
"CD86"	0	0	0	0
"CD8A"	0	0	0	0
"CD8B"	0	0	0	0
"CD9"	173.59	158.31	147.28	155.02
"CD93"	0	0	0	0.03
"CD96"	0.04	0.02	0	0.06
"CD99"	176.08	174.57	203.13	204.13
"CD99L2"	23.02	23.95	22.07	24.06
"CD99P1"	2.64	0.99	1.15	1.69
"CDA"	1.6	2.36	0.59	0.88
"CDADC1"	6.72	5.99	5.97	7.57
"CDAN1"	9.65	12.2	13.45	11.79
"CDC123"	154	152	149.92	148.74
"CDC14A"	2.72	2.4	1.9	2.21
"CDC14B"	10.55	9.46	7.38	7.31
"CDC14C"	0	0	0	0
"CDC16"	89.21	90.14	73.78	69.71
"CDC20"	190.14	203.67	182.2	182.82
"CDC20B"	0	0	0	0
"CDC23"	36.14	34.8	31.13	31.69
"CDC25A"	10.48	11.38	9.47	8.93
"CDC25B"	74.65	80.23	74.87	70.53
"CDC25C"	14.93	19.21	11.38	13.27
"CDC26"	43.67	44.07	48.56	46.35
"CDC27"	48.52	50.4	38.18	37.72
"CDC34"	141.18	149.24	165.82	155.95
"CDC37"	579.55	603.28	638.67	653.73
"CDC37L1"	4.98	4.43	4.23	5.05
"CDC37L1-AS1"	20.29	0	0	0
"CDC40"	14.72	14.49	13.45	13.45
"CDC42"	315.26	309.12	310.15	311.58
"CDC42BPA"	17.73	19.16	19.36	20.73
"CDC42BPB"	22.99	26.85	23.06	24.67
"CDC42BPG"	0.32	0.41	0.21	0.09
"CDC42EP1"	66.97	70.34	80.5	82.18
"CDC42EP2"	12.63	12.49	23.5	24.46
"CDC42EP3"	95.12	100.79	71.3	74.3
"CDC42EP4"	31.13	32.85	32.12	31.78
"CDC42EP5"	1.09	0.44	0.67	0.42
"CDC42P3"	0.16	0.11	0	0
"CDC42SE1"	49.52	47.82	49.34	54.26
"CDC42SE2"	23.83	28.04	23.13	22.7
"CDC45"	59.61	59.01	41.32	46.89
"CDC5L"	24.73	27.28	18.86	19.07
"CDC6"	73.27	73.89	53.3	54.18
"CDC7"	22.26	24.41	11.01	12.69
"CDC73"	30.19	30.9	28.36	31.51
"CDCA2"	39.14	45.7	37.21	40.64
"CDCA3"	46.98	56.24	47.5	47.1
"CDCA4"	42.23	47.11	44.84	42.35
"CDCA5"	89.94	94.63	101.98	100.23
"CDCA7"	56.53	61.1	31.61	30.22
"CDCA7L"	52.51	52.46	32.45	32.48
"CDCA8"	77.29	80.22	84.17	82.46
"CDCP1"	5.91	5.93	5.58	4.45
"CDCP2"	0	0	0	0
"CDH1"	0	0.02	0	0
"CDH10"	12.02	13.37	6.72	6.92
"CDH11"	0	0	0	0
"CDH12"	0	0	0	0.02
"CDH13"	42.55	48.05	43.71	45.48
"CDH15"	0.16	0.1	0	0.1
"CDH16"	0.35	0.14	0.11	0.07
"CDH17"	0	0.03	0.02	0
"CDH18"	0.59	0.66	0.07	0.41
"CDH19"	0	0	0	0
"CDH2"	114.82	124.82	97.67	103.16
