	Ctrl_1	Ctrl_2	SFN_1	SFN_2	NRF2KO-Cont_1	NRF2KO-Cont_2	NRF2KO-SFN_1	NRF2KO-SFN_2
FAM120B	19.01	21.22	18.41	18.8	18.47	18.89	18.02	19.52
FAM120C	4.22	5.57	6.05	7	9.43	9.91	8.86	8.04
FAM122A	10.2	11.23	6.91	8.33	8.95	9.2	9.63	8.8
FAM122B	39.9	41.69	33.99	34.48	37.97	37	33.09	35.67
FAM122C	1.97	1.67	1.49	1.57	2.56	2.9	2.05	1.59
FAM124A	0.09	0.02	0.03	0.02	0.06	0	0.04	0.02
FAM124B	0.11	0.04	0.06	0	0	0	0	0
FAM126A	27.87	30.05	24.94	26.27	26.14	25.53	24.71	23.35
FAM126B	5.33	6.18	5.61	5.99	5.11	5.13	5.51	5.32
FAM127A	132.56	137.2	169.58	178.82	158.79	172.24	158.72	164.27
FAM127B	71.71	71.07	70.08	70.32	100.08	97.1	78.4	81.2
FAM127C	10.52	10.71	7.66	8.12	14.69	13.03	10.82	11.02
FAM129A	27.09	28.97	23.55	26.66	35.6	36.42	29.74	30.38
FAM129B	209.9	211.38	227.45	232.88	234.67	247.25	230.82	228.46
FAM129C	0.3	0.05	0.17	0.33	0.13	0	0.05	0
FAM131A	14.62	13.45	14.6	13.48	17.95	15.19	14.02	14.08
FAM131B	0.23	0.02	0.13	0.14	0.09	0.15	0.26	0.42
FAM131C	2.87	3.29	1.7	2.57	3.12	3.01	2.05	2.04
FAM132A	0	0	0	0	0.25	0.39	0	0.13
FAM132B	2.88	2.25	1.89	2.01	4.53	4.58	3.22	3.42
FAM133A	0	0	0	0	0	0	0	0
FAM133B	33.03	33.11	23.22	23.15	26.54	29.91	24.45	25.16
FAM133CP	0.26	0.04	0.03	0	0.13	0.13	0.04	0.09
FAM133DP	2.24	0	2.61	6.47	6.4	4.27	4.86	6.68
FAM134A	32.47	33.68	37.76	37.63	36.15	34.15	37.61	38.49
FAM134B	0.2	0.24	0.16	0.14	0.23	0.1	0.13	0.07
FAM134C	14.01	15.86	19.25	19.27	21.89	18.68	20.9	20.45
FAM135A	3.83	3.19	3.06	2.73	3.57	3.49	2.66	2.88
FAM135B	0	0	0	0	0	0	0	0
FAM136A	82.27	84.48	64.22	58.87	82.98	82.46	74.75	70.75
FAM138A	0.05	0.05	0.12	0.1	0.06	0	0	0
FAM138B	0.02	0	0	0	0	0	0	0
FAM138C	0.02	0	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0	0	0
FAM138E	0.15	0.1	0	0	0.22	0.12	0	0
FAM138F	0.05	0.05	0.12	0.1	0.06	0	0	0
FAM13A	3.39	4.47	2.62	2.79	4.03	4.72	3.36	2.82
FAM13A-AS1	0.33	0.53	0.25	0.12	0.56	0.35	0.12	0.13
FAM13B	24.47	24.65	21.09	22.23	20.76	22.02	23.26	24.3
FAM13C	0.06	0.25	0.05	0.06	0.1	0.11	0.13	0
FAM149A	0	0	0	0	0	0	0	0
FAM149B1	4.36	3.61	3.41	4.18	3.57	4.11	4.7	3.72
FAM150A	0	0	0	0	0	0	0	0.11
FAM150B	0	0.08	0	0	0	0	0	0
FAM151A	0	0	0	0.01	0	0	0	0
FAM151B	0.93	0.37	1.28	0.53	0.79	1.18	1.32	0.68
FAM153A	0	0.17	0	0	0	0	0	0
FAM153B	0	0	0	0	0	0	0	0
FAM153C	0	0	0	0	0	0	0	0
FAM155A	17.87	16.97	12.24	11.5	19	18.05	14.39	14.82
FAM155A-IT1	0.16	0.46	0.17	0.27	0.12	0.33	0.49	0
FAM155B	0	0	0	0	0	0	0	0
FAM156A	34.32	36.82	25.28	22.66	34.66	38.23	24.37	26.15
FAM156B	0	0	0.98	0	0	0.92	1.13	0
FAM157A	0	0	0	0	0	0	0	0
FAM157B	0	0	0	0	0	0	0	0
FAM157C	0	0	0	0	0	0	0	0
FAM159A	0	0	0	0	0	0	0	0
FAM159B	0	0	0	0	0	0	0	0
FAM160A1	1.29	1.33	0.73	0.76	1.71	1.92	0.92	1.08
FAM160A2	9.87	11.2	10.15	10.89	11.33	12.48	11.79	11.85
FAM160B1	21.79	22.63	19.34	18.98	21.48	22.02	21.5	21.63
FAM160B2	20.5	20.26	20.01	21.12	27.78	26.5	25.48	26.66
FAM161A	9.79	8.86	5.19	5.06	7.63	8.7	5.05	5.13
FAM161B	5.58	6.07	4.92	4.65	5.4	6.82	4.69	5.29
FAM162A	89.84	82.57	71.59	80.26	61.01	69.93	57.59	67.22
FAM162B	0	0	0	0	0	0	0	0
FAM163A	0	0	0	0	0	0	0	0
FAM163B	0	0	0	0	0	0	0	0
FAM166A	0	0	0	0	0	0	0	0.11
FAM166B	0.22	0.22	0.25	0.11	0.36	0.5	0	0
FAM167A	79.16	80.51	38.06	35.82	65.97	68.02	42.79	40.9
FAM167A-AS1	0	0	0	0	0	0	0	0.21
FAM167B	0.87	1.05	0	0.25	0.56	1.18	0.84	0.29
FAM168A	24.77	25.89	20.48	20.93	29.63	30.2	25.96	25.53
FAM168B	110.09	115.17	111.78	115.87	113.65	117.1	116.71	122.62
FAM169A	2.91	3.74	1.95	1.92	3.14	3.22	3.02	2.95
FAM169B	0	0	0	0	0	0	0	0
FAM170A	0	0.16	0.06	0	0	0	0.1	0
FAM170B	0	0	0	0	0	0	0	0
FAM170B-AS1	0	0	0	0	0	0	0	0
FAM171A1	27.15	31.44	26.76	30.17	30.72	29.68	30.73	28.75
FAM171A2	9.14	8.93	8.47	8.01	14.65	13.66	11.47	9.43
FAM171B	3.17	2.87	1.71	2.18	2.96	3.09	2.23	2
FAM172A	9.28	9.71	7.15	8.42	9.52	9.35	10.27	8.89
FAM172BP	0	0	0.03	0	0	0.05	0	0
FAM173A	24.5	28.89	19.74	19.38	42.45	39.2	24.98	24.49
FAM173B	11.59	10.11	13.46	14.06	9.97	9.06	13.29	14.26
FAM174A	21.61	20.23	21.74	24.08	18.89	15.8	23.3	22.59
FAM174B	19.55	19.89	12.77	12.31	23.79	25.35	15.57	15.86
FAM175A	4.73	5.63	2.66	2.56	4.98	5.12	3.91	3.94
FAM175B	19.92	20.75	21.61	19.37	16.47	18.73	18.91	19.61
FAM177A1	32.97	36.35	30.29	31.53	26.7	26.49	29.02	30.27
FAM177B	0	0	0	0	0	0	0.09	0
FAM178A	26.86	26.83	19.77	20.67	25.71	27.64	24.15	23.6
FAM178B	0	0	0	0	0	0	0	0
FAM179A	0.05	0	0.04	0	0.06	0.03	0.11	0.03
FAM179B	11.32	12.83	8.44	8.7	10.65	11.35	9.03	10.01
FAM180A	0	0.12	0.04	0.05	0.19	0.07	0	0.06
FAM180B	0	0	0	0	0	0	0	0.09
FAM181A	0	0	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0	0	0
FAM181B	0.26	0.11	0	0	0.06	0	0	0
FAM182A	0	0.2	0.05	0	0.15	0	0.06	0.05
FAM182B	0.11	0	0.08	0.16	0.32	0.15	0	0.04
FAM183A	0.36	0	0	0	0	0.42	1.22	0
FAM183B	0	0	0	0	0.07	0.07	0	0
FAM183CP	0	0	0.05	0	0	0	0	0
FAM184A	0.13	0	0	0.03	0	0.06	0.09	0.09
FAM184B	0.23	0.47	0.11	0.37	0.32	0.45	0.29	0.19
FAM185A	4.93	4.32	3.31	3.51	4.88	5.38	4.61	4.66
FAM186A	0.01	0	0	0	0.04	0.01	0.03	0.01
FAM186B	0.37	0.26	0.48	0.37	0.3	0.45	0.34	0.43
FAM187B	0	0	0	0	0	0	0	0
FAM188A	26.36	29.67	20.25	21.94	18.76	18.05	18.49	17.56
FAM188B	2.37	3.62	1.5	1.68	2.92	2.79	1.3	1.34
FAM189A1	0.79	1.29	0.75	1.53	1.64	1.66	1.46	1.46
FAM189A2	0	0.24	0.11	0.05	0	0.11	0	0
FAM189B	29.85	34.02	24.46	27.79	43.4	43.85	34.19	33.88
FAM192A	44.54	44.67	42.08	41.55	46.38	42.12	45.42	45.43
FAM193A	24.63	25.68	23.83	24.76	27.14	27.62	29.08	29.12
FAM193B	14.42	13.21	17.69	15.27	20.94	20.52	19.32	19.6
FAM195A	30.52	30.64	29.51	25.84	33.54	30.96	28.24	31.43
FAM195B	83.35	77.61	67.15	74.01	118.07	112.43	94.12	91.01
FAM196A	0.06	0.17	0.16	0.12	0.07	0.12	0.11	0.14
FAM196B	4.09	4.17	3.68	4.37	3.95	4.22	5.1	3.9
FAM197Y2	0	0	0	0	0	0	0	0
FAM197Y5	0	0	0	0	0	0	0	0
FAM198A	0	0	0	0	0	0	0	0
FAM198B	0.11	0.06	0.04	0	0.1	0.02	0.02	0
FAM199X	30.83	33.83	25.95	29.77	28.34	28.09	27.08	25.3
FAM19A1	0	0	0	0	0.06	0	0	0
FAM19A2	0.09	0.07	0.1	0.02	0	0.13	0.02	0.05
FAM19A3	0.4	1.02	0.9	0.54	0.12	0.84	0.48	0.48
FAM19A4	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0	0	0
FAM200A	7.33	9.09	6.03	6.83	5.72	7.42	6.07	7.39
FAM200B	18.81	17.59	10.65	10.79	13.42	14.02	11	10.31
FAM201A	4.88	4.51	2.03	1.78	5.22	6.04	5.46	4.21
FAM204A	25.57	29.7	19.18	20.97	25.36	25.78	24.19	23.75
FAM205A	0	0	0.02	0.04	0.09	0.05	0.02	0
FAM205BP	0	0	0	0.03	0.06	0	0.03	0.02
FAM205C	0	0	0	0	0	0	0	0
FAM206A	13.3	15.67	11.4	9.66	13.3	13.09	11.57	12.5
FAM207A	72.78	66.35	56.98	62.89	65.92	68.39	54.68	58.98
FAM208A	7.24	7.73	7.16	7.93	7.93	7.47	7.86	7.65
FAM208B	27.74	29.23	22.36	22.51	23.48	23.93	23.81	23.48
FAM209A	0	0.45	0	0.44	0	0.25	0.24	0
FAM209B	1.02	0.87	0.34	0.43	0.46	0	0.92	0
FAM20A	0.12	0.13	0.34	0.19	0	0.14	0.47	0.11
FAM20B	34.3	32.47	27.43	28.36	32.25	33.49	34.23	32.94
FAM20C	19.62	20.8	15.39	15.08	33.62	36.6	32.07	31.54
FAM210A	5.53	5.55	4.25	4.96	4.74	4.54	5.07	4.38
FAM210B	17.4	17.95	13.26	14.45	19.95	19.14	15.97	15.07
FAM212A	1.32	0.58	0.62	0.56	0.25	0.52	0.25	0.51
FAM212B	2.79	2.02	2.15	2.02	2.39	2.59	2.2	2.28
FAM212B-AS1	0.2	0.79	0.61	0.45	0.56	0.82	0.31	0.46
FAM213A	40.98	39.45	28.38	25.76	37.32	36.33	29.09	28.48
FAM213B	28.81	29.1	25.08	23.4	31.05	33.81	26.51	25.47
FAM214A	9.57	10.22	11.53	12.89	9.42	7.86	11.56	11.28
FAM214B	50.74	49.15	87.29	83.52	41.49	41.6	71.66	63.66
FAM215A	0	0	0	0	0	0	0	0
FAM216A	39.63	42.98	27.71	29.58	42.98	38.02	32.97	38.03
FAM216B	0	0	0	0	0	0	0	0
FAM217A	0	0	0.07	0.04	0	0	0.14	0.05
FAM217B	12.88	13.77	10.38	10.71	13.76	13.8	12.66	13.51
FAM218A	1.67	2.93	1.33	2.57	2.24	2.88	2.68	2.6
FAM219A	26.8	26.82	30.62	32.08	24.7	26.05	26.03	26.52
FAM219B	18.73	17.04	19.19	17.76	18.46	17.9	19.17	19.03
FAM21A	33.88	33.46	38.74	39.04	31.65	31.49	33.92	35.77
FAM21C	26.36	29.92	30.4	30.32	28.35	27.28	31.27	30.55
FAM21EP	0.18	0.14	0.41	0.09	0.15	0.26	0.2	0.05
FAM220A	23.5	21.95	17.51	18.11	18.72	19.71	19.51	18.57
FAM221A	11.51	9.42	7.68	6.36	6.76	7.37	4.65	5.43
FAM221B	0.06	0	0	0.09	0.11	0.04	0.04	0
FAM222A	1.13	0.8	0.63	0.83	0.99	1.28	1.15	1.38
FAM222A-AS1	0	0.34	0.26	0	0	0	0	0
FAM222B	8.83	11.91	10.04	10.88	10.52	11.35	10.78	10.83
FAM223A	0.78	0.31	0.24	0.1	0.33	0.23	0	0
FAM223B	0.78	0.31	0.24	0.1	0.33	0.23	0	0
FAM224A	0	0	0	0	0	0	0	0
FAM224B	0	0	0	0	0	0	0	0
FAM225A	0	0.02	0.03	0.07	0.02	0.07	0	0
FAM225B	0	0	0	0	0	0	0	0.02
FAM226A	0	0	0	0	0	0	0	0
FAM226B	0	0	0	0	0	0	0	0
FAM227A	1.27	0.95	0.63	1.01	1.14	1.06	0.96	0.8
FAM227B	0.93	1.23	0.57	0.74	0.33	0.76	0.55	0.68
FAM228A	0.05	0.11	0.04	0	0.06	0.06	0.06	0
FAM228B	2.86	0.57	0.45	1.09	1.44	1.25	0.7	1.67
FAM229A	0	0	0.17	0.42	1.13	2.38	1.59	2.09
FAM229B	8.47	8.83	9.15	7.16	8.47	9.3	7.26	9.89
FAM230B	0	0.06	0	0	0	0	0	0
FAM231A	0	0	0.66	0	0	0.87	0	0
FAM231B	0	0	0	0	0	0.1	0	0
FAM231C	0	0	0	0	0	0	0	0
FAM231D	0.29	0.05	0	0	0.06	0	0	0.06
FAM24A	0	0	0	0	0	0	0	0
FAM24B	25.07	32.01	22.17	26.52	24.42	25.93	14.69	19.04
FAM24B-CUZD1	0	0.52	0.56	1.45	0.83	0.3	1.61	1.2
FAM25A	0	0	0	0	0	0	0	0
FAM25BP	0	0	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0	0	0
FAM25G	0	0	0	0	0	0	0	0
FAM26D	0	0	0	0	0.09	0	0	0
FAM26E	0.15	0.13	0.06	0	0.06	0	0	0
FAM26F	4.62	1.87	2.1	1.26	1.93	0.82	2.14	1.34
FAM27B	13.9	14.83	6.44	7.28	10.56	10.37	5.18	7.14
FAM27C	0	0	0	0	0	0	0	0
FAM27E2	1.62	1.01	0.36	0.54	1.43	0.87	0.4	0.79
FAM27E3	8.07	6.83	3.51	4.92	9.41	9.39	5.58	6.53
FAM27L	0	0	0	0	0	0	0	0
FAM32A	146.21	165.91	178.89	188.13	149.64	152.51	158.02	162.12
FAM35A	22.77	22.5	17.5	16.19	20.45	19.86	16.76	18.14
FAM35BP	0.05	0	0.14	0	0	0	0	0
FAM35DP	0.3	0.74	0.18	0.43	0.49	0.61	0.66	0.43
FAM3A	25.49	29.18	28.87	27.53	25.29	24.51	26.95	27.09
FAM3B	0	0	0	0	0	0	0	0
FAM3C	63.8	65.17	64.03	61.1	60.5	61.56	63.02	64.7
FAM3D	0	0	0	0	0	0	0	0
FAM41AY1	0	0	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0	0	0
FAM41C	0.12	0.12	0	0	0.07	0.28	0.07	0
FAM43A	11.27	11.48	6.02	4.79	7	8.69	5.1	5.49
FAM43B	0	0	0.11	0.04	0	0	0	0
FAM45A	6.86	8.64	5.11	6.17	6.97	5.71	5.33	6.94
FAM45B	16.92	21	15.85	17.01	16.26	18.54	17.99	14.4
FAM46A	2.8	3.77	2.18	1.62	2.86	2.47	1.58	1.93
FAM46B	14.79	15.13	8.03	8.08	17.02	17.68	12.37	12.4
FAM46C	0.02	0.03	0.06	0.03	0.07	0	0.07	0.04
FAM46D	0	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	0
FAM47B	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0
FAM47E	0.07	0	0.12	0.12	0	0.15	0.07	0.07
FAM47E-STBD1	0	0.12	0.06	0	0	0	0	0
FAM49A	0	0.04	0	0	0.09	0	0	0
FAM49B	47.82	53.43	42.46	42.52	42.36	44.92	45.41	43.35
FAM50A	151.71	148.11	125.47	135.29	150.07	148.2	115.23	119.06
FAM50B	17.53	20.12	13.33	12.88	19.89	23.01	17.07	15.46
FAM53A	8.46	8.69	8.07	6.85	10.27	10.91	9.18	8.82
FAM53B	8.29	8.02	8.03	8.31	11.55	10.83	10.77	12.57
FAM53B-AS1	0	0	0.1	0	0	0.07	0.07	0
FAM53C	37.4	42.38	43.59	43.24	42.95	42.37	43.15	43.86
FAM57A	22.25	28.29	19.53	17.79	28.61	31.66	23.99	20.82
FAM57B	0.1	0.05	0.16	0.35	0.35	0.12	0.23	0.12
FAM58A	23.59	20.2	20.55	19.11	21.87	23.06	22.62	23.74
FAM60A	42.66	42.82	35.46	35.54	45.18	47.46	41.68	40.78
FAM63A	5.08	4.02	4.26	3.83	7	6.32	3.54	5.03
FAM63B	5.67	5.53	5.64	5.36	5.33	4.88	5.6	5.46
FAM64A	50.88	53.67	48.06	49.61	74.76	73.39	62.35	61.66
FAM65A	47.21	49.42	49.98	51.46	49.89	51.91	50.9	51.03
FAM65B	0.13	0.52	0	0	0.52	0.99	0.2	0.2
FAM65C	0.19	0.23	0.11	0.28	0.16	0.1	0.12	0.17
FAM66A	0	0.26	1.41	1.77	1.01	0.95	2.96	3.81
FAM66B	7.53	6.23	6.88	6.75	9.19	6.3	8.52	9.2
FAM66C	1.56	1.5	0.82	0.91	0.69	1.3	1.32	0.87
FAM66D	0.95	0.72	0.82	0.74	1.7	2.4	1.15	0.86
FAM66E	0.34	0.61	0.59	0	0.44	0.44	0.38	0.18
FAM69A	13.77	12.08	9.31	9.49	10.29	9.52	7.65	8.03
FAM69B	3.44	3.64	3.02	3.82	5.05	3.14	4.25	3.2
FAM69C	0	0	0	0	0	0	0	0
FAM71A	0	0	0.06	0	0	0	0	0
FAM71B	0	0	0	0	0	0	0	0
FAM71C	0	0	0	0	0	0	0	0
FAM71D	0	0.06	0	0	0	0	0	0.06
FAM71E1	0.53	1.51	1.17	0.84	0.2	1.14	1.49	0.61
FAM71E2	0	0	0.02	0	0.03	0	0.06	0.07
FAM71F1	0.12	0	0	0	0.2	0	0	0
FAM71F2	0.27	0.1	0.41	0.63	0.19	0.24	0.21	0.25
FAM72A	0	0	0	0	0	0	0	0
FAM72B	13.97	12.62	13.27	16.23	13.56	13.87	13.83	14.31
FAM72C	13.72	11.96	21.97	20.03	16.15	21.59	24.4	25.07
FAM72D	6.4	7.38	2.21	1.28	4.12	0	2.63	1.61
FAM73A	19.24	21.81	14.51	16.43	13.98	14.03	14.02	13.91
FAM73B	20.07	20.6	21.6	21.95	22.73	22.02	23.03	25.93
FAM74A1	0	0	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0	0	0
FAM74A7	0	0	0	0	0	0	0	0
FAM76A	2.78	4.13	2.35	1.91	4.33	3.75	2.56	2.58
FAM76B	10.58	10.94	9.09	10.18	9.01	9.59	9.85	11.22
FAM78A	0.84	0.55	0.49	0.27	1.06	0.98	0.69	0.42
FAM78B	0.14	0	0	0	0.31	0	0	0
FAM81A	1.74	1.19	0.85	1.11	1.03	1.77	1.56	2
FAM81B	0	0	0	0	0	0	0.15	0
FAM83A	0	0	0	0.02	0	0.05	0.05	0.08
FAM83A-AS1	0	0	0	0	0.11	0	0	0
FAM83B	0.06	0.1	0.05	0.01	0.03	0.08	0.08	0.06
FAM83C	0	0.21	0.22	0.2	0.29	0.28	0.19	0.27
FAM83C-AS1	0	0	0	0	0	0	0	0
FAM83D	80.57	87.74	95.1	92.46	91.63	94.36	100.83	111.73
FAM83E	0	0.25	0.23	0.72	0.11	0.17	0.33	0.78
FAM83F	0	0	0	0	0	0	0	0
FAM83G	22.11	26.78	34.08	35.84	29.09	28.42	33.11	32.08
FAM83H	27.98	27.77	35.23	35.4	30.1	31.7	35.61	37.9
FAM83H-AS1	1.22	1.32	1.71	1.47	2.19	2.14	1.64	1.06
FAM84A	0	0.06	0	0	0	0	0	0
FAM84B	23.16	25.86	12.17	13.08	36.69	36.54	22.01	20.19
FAM86B1	7.3	5.86	4.77	3.88	8.05	7.9	5.59	5.51
FAM86B2	0.84	2.16	0.89	0.74	0.76	1.32	0.93	0.98
FAM86B3P	1.58	1.63	1.07	0.95	2.28	2.48	3.13	2.54
FAM86C1	4.72	6.05	6.44	6.33	8.57	7.35	8.31	7.52
FAM86C2P	1	1.79	1.44	1.73	2.57	2.39	2.8	2.39
FAM86DP	2.19	4.82	2.03	2.33	4.08	3.79	4.42	4.12
FAM86EP	2.45	1.4	1.98	2.23	3.68	2.09	2.75	2.02
FAM86FP	0.63	0.71	0.45	0.52	0.83	0.88	1.08	0.8
FAM86HP	0.54	1.13	0.79	0.82	1.21	0.72	1.03	1.76
FAM86JP	1.5	1.43	0.98	0.69	2.47	2.27	1.58	1.76
FAM87A	0.04	0	0	0	0.03	0	0.04	0
FAM87B	0.37	0.69	0.23	0.55	0.84	0.84	0.82	1.05
FAM89A	0	0	0.05	0	0	0.16	0	0
FAM89B	50.89	48	55.71	54.25	66.84	68.66	67.8	72.78
FAM8A1	13.47	13.93	12.86	13.65	12.65	12.18	11.6	12.87
FAM90A1	0.04	0	0.14	0.37	0.13	0	0.13	0.3
FAM90A10P	0	0	0	0	0	0	0	0
FAM90A25P	0	0.11	0.08	0.05	0	0.08	0.35	0.09
FAM90A27P	0	0	0	0	0	0	0	0
FAM90A2P	0	0	0	0	0.19	0.53	0	0.1
FAM90A7P	0	0	0.12	0.16	0	0.06	0	0.06
FAM91A1	58.57	62.02	59.46	66.6	51.28	49.54	56.33	53.98
FAM92A1	6.04	5.58	4.65	4.82	6.2	5.66	5.33	5.11
FAM92A1P2	0	0	0	0	0	0	0	0
FAM92B	0	0	0	0.05	0	0	0	0
FAM95A	0	0	0	0.08	0	0	0	0
FAM95B1	0.66	0.35	0.47	0.26	1.2	0.39	0.3	0.15
FAM95C	5.43	5.46	3.97	3.59	6.91	5.9	5.62	6.51
FAM96A	94.27	111.97	97.71	98.01	99.45	93.61	90.68	96.18
FAM96B	165.05	154.86	151.77	158.99	161.47	155.22	161.58	155.38
FAM98A	76.26	76.92	60.94	64.61	55.66	57	54.82	56.69
FAM98B	37.41	37.04	27.06	28.86	32.09	37.09	30.43	33.83
FAM98C	17.58	14.85	11.88	15.95	20.04	26.27	15.81	18
FAM99A	0	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0
FAM9A	0	0	0	0	0	0	0	0
FAM9B	0	0	0.04	0	0	0	0	0
FAM9C	0	0	0	0	0	0	0	0.1
FAN1	14.62	15.98	15.32	16.14	13.08	13.33	16.59	17.54
FANCA	34.48	33.55	21.62	22.63	40.73	41.51	27.73	26.78
FANCB	8.73	12.27	7.71	9.38	9.21	10.57	8.77	9.8
FANCC	13.62	14.23	10.82	10.91	15.9	14.35	13.43	13.49
FANCD2	25.14	23.86	19.17	20.08	27.65	24.65	20.67	21.25
FANCD2OS	0	0	0.35	0	0	0	0	0
FANCE	9.64	9.17	7.32	6.88	12.39	12.61	9.4	8.36
FANCF	7.07	5.95	3.71	3.39	6.22	6.98	5.91	5.54
FANCG	57.6	56.36	43.72	44.11	61.13	64.93	46.23	48.65
FANCI	57.51	67.78	46.92	51.9	63.57	66.05	52.88	54.78
FANCL	35.26	32.01	14.54	14.28	31.01	31.71	13.08	14.06
FANCM	13.23	12.05	8.58	10.33	12.2	13.88	12.67	10.96
FANK1	2.71	1.04	0.97	0.83	2.88	1.86	2.13	2
FANK1-AS1	0	0	0	0	0	0	0	0
FAP	0.1	0.4	0.08	0.3	0.08	0.04	0	0.12
FAR1	48.32	50.5	42.36	45.52	40.96	40.59	41.1	40.32
FAR2	8.45	8.56	8.85	8.61	8.34	8.54	9.69	10.65
FAR2P1	0	0	0	0	0	0	0	0
FAR2P2	0	0	0	0	0	0	0	0
FARP1	40.9	39.7	35.43	36.58	52.18	55.25	43.62	46.92
FARP2	10.53	12.79	9.56	11.18	11.97	12.26	12.71	12.07
FARS2	16.94	18.58	16.22	20.3	17.77	16.79	19.08	21.85
FARSA	246.43	243.97	225.6	228.55	252.97	251.11	219.93	230.78
FARSB	72.79	80.97	63.96	67.89	59.33	58.84	63.82	60.42
FAS	15.87	17.7	18.41	18.7	8.89	9.15	12.82	13.23
FAS-AS1	0.13	0.21	0.26	0.07	0.15	0	0	0
FASLG	0.05	0	0.04	0	0	0	0	0
FASN	67.19	72.4	59.53	64.26	110.47	117.82	86.2	87.09
FASTK	41.7	38.44	33.49	32.08	45.27	42.86	35.8	36.05
FASTKD1	11.35	14.62	10.3	9.9	10.25	10.86	9.44	8.79
FASTKD2	14.27	14.71	9.11	8.67	12.63	10.83	9.25	10.46
FASTKD3	17.12	16.53	11.77	9.72	14.7	15.22	12.32	12.64
FASTKD5	35.77	34.97	35.6	36.34	28.89	29.31	30.38	30.15
FAT1	58.73	62.11	50.91	60.22	66.02	69.14	69.55	69.63
FAT2	0.08	0.03	0.03	0.05	0.09	0.12	0.04	0.07
FAT3	1.63	1.73	1.02	1.07	3.3	3.22	2.24	2.5
FAT4	3.76	4.05	2.4	3.18	3.48	3.75	2.98	3.02
FATE1	0	0	0	0	0	0	0	0
FAU	2070.62	2027.62	2215.42	2064.03	1826.19	1715.81	1877.12	1829.2
FAXC	0.16	0.11	0.05	0.03	0.14	0.07	0.09	0.09
FAXDC2	1.19	1.46	0.73	0.91	1.73	1.75	0.76	1.03
FBF1	8.15	8.78	8.19	6.87	11.04	10.47	8.26	8.56
FBL	472.24	437.04	407.89	430.97	494.97	529.01	451.9	466.67
FBLIM1	47.91	52.94	59.54	62.31	49.57	47.72	58.28	55.34
FBLL1	0	0	0.26	0	0	0.13	0	0.25
FBLN1	12.69	13.17	14.46	10.97	11.47	12.39	9.58	11.37
FBLN2	29.71	33.13	29.75	27.26	33.32	34.09	28.2	32.14
FBLN5	0.07	0	0.14	0.04	0	0	0	0
FBLN7	3.44	2.97	2.6	2.94	4.99	4.84	3.69	3.35
FBN1	113.9	122.7	83.48	89.87	109.8	117.46	93.16	97.98
FBN2	29.67	32.76	23.39	28.22	33.07	34.37	30.32	30.32
FBN3	0.01	0	0	0	0.01	0	0	0
FBP1	0.14	0	0	0	0	0	0.16	0
FBP2	0	0	0	0	0	0	0	0
FBRS	41.28	40.83	53.1	55.58	48.76	51.89	60.65	59.51
FBRSL1	10.57	11.86	8.21	9.55	17.77	18.39	14.11	14.67
FBXL12	30.09	26.81	31.42	34.09	28.21	29.37	28.8	29.69
FBXL13	0.2	0.37	0.13	0.33	0.63	0.26	0.32	0.46
FBXL14	7.31	7.26	7.15	7.5	9.06	8.35	7.74	8.33
FBXL15	5.27	5.71	3.82	3.84	7.56	7.63	4.6	5.47
FBXL16	2.29	1.72	0.83	0.83	1.76	1.82	0.92	1.3
FBXL17	8.92	9.37	6.35	6.96	8.8	8.69	9.91	8.09
FBXL18	16.3	16.66	16.45	16.34	17.43	18.15	17.62	19.15
FBXL19	26.52	27.82	32.6	32.22	32.98	33.1	33.81	34.49
FBXL19-AS1	4.32	5.74	5.4	6.47	5.13	5.43	6.25	7.28
FBXL2	5.43	6.56	3.88	2.87	4.36	5.58	3.45	3.41
FBXL20	3.61	3.61	3.85	3.84	4.96	5.33	5.12	4.96
FBXL21	0	0	0	0	0	0	0	0
FBXL22	0.4	0.14	0.32	0.07	0.15	0.56	0.08	0.55
FBXL3	34.21	36.83	32.95	34.43	32.33	32.6	34.45	36.21
FBXL4	5.48	5.62	7.65	7.14	6.14	6.57	7.88	7.95
FBXL5	34.19	34.85	32.93	34.26	30.87	29.1	28.21	27.28
FBXL6	33.42	31.72	24.66	21.76	39.42	39.69	34.67	28.58
FBXL7	0	0	0	0	0	0.02	0	0
FBXL8	2.41	2.12	1.51	1.81	3.23	3.34	2.78	2.01
FBXO10	10.72	9.84	9.17	8.78	9.93	12.63	10.09	10.01
FBXO11	25.33	24.58	25.35	28.28	24.82	23.52	27.17	28.28
FBXO15	0	0.12	0.09	0.17	0.2	0.21	0.07	0.13
FBXO16	6.34	5.83	3.99	4.04	4.7	3.94	4.8	3
FBXO17	18.93	14.09	13.42	12.33	17.69	17.24	14.53	13.78
