"Cont_1"	"Cont_2"	"SFN_1"	"SFN_2"
"HOXD3"	0	0	0	0
"HOXD4"	0	0.05	0	0
"HOXD8"	0.39	0.25	0.16	0.24
"HOXD9"	5.3	5.84	3.72	3.84
"HP"	0	0	0.07	0
"HP09025"	0	0	0	0
"HP09053"	0.29	0.08	0.12	0.15
"HP1BP3"	102.2	108.05	91.19	93.16
"HPCA"	0.12	0.12	0.25	0.44
"HPCAL1"	34.31	38.54	52.97	54.09
"HPCAL4"	0.01	0.02	0.02	0.03
"HPD"	0.04	0	0.06	0
"HPDL"	21.94	20.99	20.79	15.39
"HPGD"	5.81	4.81	1.77	2.47
"HPGDS"	0	0	0	0
"HPN"	0	0	0	0
"HPN-AS1"	0	0	0	0
"HPR"	0	0	0	0
"HPRT1"	90.01	94.7	98.18	104.66
"HPS1"	48.3	45.62	46.42	47.99
"HPS3"	17.15	19.51	20.15	21.11
"HPS4"	13.67	14.45	15.35	14.71
"HPS5"	16.23	18.99	24.67	26.24
"HPS6"	38.92	41.15	34.49	35.46
"HPSE"	9.25	10.86	11.41	12.21
"HPSE2"	0	0	0	0
"HPVC1"	0	0	0	0
"HPX"	0.14	0.46	0.21	0.47
"HPYR1"	0	0	0	0
"HR"	73.13	79.65	58.11	62.25
"HRAS"	204.22	218.05	171.26	162.43
"HRASLS"	0.12	0	0	0.08
"HRASLS2"	1.19	0.65	3.67	2.64
"HRASLS5"	0	0	0	0
"HRAT13"	0	0	0	0
"HRAT17"	0	0	0	0
"HRAT5"	0.24	0	0.36	0
"HRAT56"	0.02	0	0	0
"HRAT92"	1.19	1.19	1.39	1.31
"HRC"	0.09	0.09	0.13	0.09
"HRCT1"	0.46	0.13	0.2	0.27
"HRG"	0.03	0.03	0.37	0.66
"HRH1"	5	4.81	5.17	5.7
"HRH2"	0.02	0	0.06	0.03
"HRH3"	0	0	0	0
"HRH4"	0	0	0.05	0.06
"HRK"	3.48	2.85	1.43	1.3
"HRNR"	0.39	0.52	0.6	0.51
"HRSP12"	41.11	41.6	38.66	35.92
"HS1BP3"	27.13	24.58	19.88	21.46
"HS1BP3-IT1"	0.5	0.38	0	0.52
"HS2ST1"	16.31	17.97	15.62	16.14
"HS3ST1"	5.74	6.25	11.36	9.99
"HS3ST2"	20.75	25.92	41.2	44.54
"HS3ST3A1"	0.22	0.24	0.25	0.25
"HS3ST3B1"	0.44	0.73	0.02	0.18
"HS3ST4"	0	0	0	0
"HS3ST5"	0	0	0.03	0.03
"HS3ST6"	1.25	0.31	0	0.14
"HS6ST1"	41.25	42.35	29.18	30.44
"HS6ST2"	0.2	0.27	0.19	0.42
"HS6ST2-AS1"	0	0	0	0
"HS6ST3"	0	0	0	0
"HSBP1"	158.45	147.79	148.77	149.28
"HSBP1L1"	47.49	44.65	57.75	58.7
"HSCB"	21.36	18.92	30.05	30.23
"HSD11B1"	0	0	0.18	0.16
"HSD11B1L"	1.67	2.13	0.42	0.44
"HSD11B2"	3.91	5.47	5.26	5.77
"HSD17B1"	2.68	2.26	1.77	2.14
"HSD17B10"	218.43	222.45	226.31	220.77
"HSD17B11"	4.73	5.33	5.55	7.28
"HSD17B12"	91.21	95.61	105.79	114.05
"HSD17B13"	0.05	0.05	0	0.03
"HSD17B14"	0	0.05	0.07	0.06
"HSD17B2"	0.12	0.2	1.2	4.09
"HSD17B3"	0.11	0	0.32	0.29
"HSD17B4"	112.72	119.46	93.85	96.13
"HSD17B6"	0.53	0.28	0.63	0.65
"HSD17B7"	41.12	32.31	29.25	30.32
"HSD17B7P2"	3.69	2.36	2.25	1.78
"HSD17B8"	29.23	23.69	12.87	10.98
"HSD3B1"	0	0	0.05	0
"HSD3B2"	0	0	0.05	0
"HSD3B7"	15.01	14.32	9.66	10.18
"HSD3BP4"	0.04	0.02	0.01	0.02
"HSD52"	0	0	0	0
"HSDL1"	13.44	12.82	12.19	11.38
"HSDL2"	61.95	64.09	50.69	54.31
"HSF1"	58.71	62.02	74.83	73.06
"HSF2"	10.54	10.89	13.91	14.26
"HSF2BP"	2.85	2.68	3.08	2.18
"HSF4"	6.62	8.28	5.39	5.52
"HSF5"	0	0	0	0.02
"HSFX1"	0.54	0.31	0.25	0.11
"HSFX2"	0	0	0	0
"HSFY1"	0	0	0	0
"HSFY1P1"	0	0	0	0
"HSFY2"	0	0	0	0
"HSH2D"	0.71	1.91	1.04	1.38
"HSP90AA1"	797.55	1002.57	1676.28	1652.73
"HSP90AB1"	1505.02	1632.74	2195.29	2066.08
"HSP90AB4P"	0	0	0	0.07
"HSP90B1"	400.42	433.51	405.4	448.48
"HSP90B2P"	0.04	0.04	0.09	0.1
"HSPA12A"	8.99	8.95	11.18	12.06
"HSPA12B"	0.1	0.19	0.27	0.29
"HSPA13"	9.73	10.44	16.46	20.15
"HSPA14"	52.84	57.38	78.39	75.36
"HSPA1A"	446.09	454.92	551.37	564.02
"HSPA1B"	316.65	314.71	398.28	379.12
"HSPA1L"	1.73	1.32	1.45	1.46
"HSPA2"	169.76	147.84	48.47	52.66
"HSPA4"	129.76	150.19	182.01	175.68
"HSPA4L"	5.5	6.58	5.34	6.05
"HSPA5"	394.45	432.79	535.92	566.15
"HSPA6"	0.65	0.62	1.7	1.28
"HSPA7"	0	0	0	0
"HSPA8"	2277.69	2696.08	3375.24	3269.89
"HSPA9"	246.15	274.26	342.6	329.15
"HSPB1"	1458.27	1347.8	1034.77	1094.12
"HSPB11"	108.6	109.19	148.47	139.8
"HSPB2"	0	0	0	0.11
"HSPB2-C11orf52"	0	0	0	0
"HSPB3"	13.61	7.94	2.61	2.21
"HSPB6"	0.12	0.24	0	0.16
"HSPB7"	0.04	0	0	0.02
"HSPB8"	40.24	45.54	48.95	67.94
"HSPB9"	0.24	0.37	0.19	0.5
"HSPBAP1"	11.8	13.24	12.02	12.87
"HSPBP1"	163.66	173.44	170.9	159.12
"HSPD1"	535.16	635.54	925.54	920.93
"HSPE1"	349.75	386.74	480.59	471.83
"HSPE1-MOB4"	0.43	0.51	0.74	0.7
"HSPG2"	11.31	12.99	8.56	8.78
"HSPH1"	99.93	106.96	197.45	187.39
"HTATIP2"	184.06	188.04	297.02	300.03
"HTATSF1"	58.7	65.34	59.96	61.03
"HTATSF1P2"	3.22	3.67	4.71	5.03
"HTN1"	0	0	0	0
"HTN3"	0	0	0	0
"HTR1A"	0	0	0	0
"HTR1B"	0	0	0	0
"HTR1D"	0.98	1.29	1.42	1.47
"HTR1E"	0.05	0.11	0	0.04
"HTR1F"	0	0	0	0
"HTR2A"	0	0	0	0
"HTR2A-AS1"	0	0	0	0
"HTR2B"	0.1	0.02	0	0
"HTR2C"	0	0	0	0
"HTR3A"	0	0	0	0
"HTR3B"	0	0	0	0
"HTR3C"	0	0	0	0
"HTR3D"	0	0	0	0.05
"HTR3E"	0.08	0.03	0.09	0.24
"HTR4"	0	0	0	0
"HTR5A"	0	0	0	0
"HTR5A-AS1"	0	0	0	0
"HTR6"	0.02	0.03	0.05	0.06
"HTR7"	14.04	15.81	7.06	6.88
"HTR7P1"	2.2	2.39	1.59	1.8
"HTRA1"	29.72	32.82	17.41	17.24
"HTRA2"	26.06	26.19	34.33	34.53
"HTRA3"	0	0	0.03	0
"HTRA4"	0	0	0	0
"HTT"	7.43	9.37	7.74	8.23
"HTT-AS"	0	0	0	0
"HULC"	0	0	0	0
"HUNK"	0.01	0.01	0.01	0.01
"HUS1"	13.43	14.64	16.28	18.27
"HUS1B"	0.3	0	0.55	0.32
"HUWE1"	33.7	39.95	34.94	36.9
"HVCN1"	0.03	0.1	0.05	0
"HYAL1"	12.03	11.18	11.61	11.71
"HYAL2"	31.15	32.81	23.25	22.71
"HYAL3"	13.31	13.86	9.09	8.45
"HYAL4"	0.16	0.34	0.83	1.04
"HYALP1"	0	0	0	0
"HYDIN"	0.1	0.14	0.03	0.13
"HYI"	1.19	1.92	1.96	1.25
"HYKK"	6.11	7.81	2.98	4.51
"HYLS1"	22.22	25.12	22.13	25.1
"HYMAI"	0	0	0	0
"HYOU1"	74.33	88.27	117.31	117.32
"HYPK"	62.56	66.85	80.54	76.86
"HYPM"	0	0	0	0
"IAH1"	107.27	102.75	66.93	66.85
"IAPP"	0	0	0	0
"IARS"	127.94	159.18	187.24	199.3
"IARS2"	183.82	200.97	200.83	199.21
"IBA57"	3.57	3.94	3.74	3.5
"IBA57-AS1"	0.25	0.42	0.33	0.17
"IBSP"	0	0	0	0
"IBTK"	13.06	15.35	13.47	13.79
"ICA1"	2.42	2.24	2.64	2.67
"ICA1L"	0.19	0.59	0.15	0.28
"ICAM1"	6	6.02	9.76	10.39
"ICAM2"	0.05	0	0	0
"ICAM3"	8.77	7.88	8.23	10.13
"ICAM4"	0.12	0.13	0.29	0.41
"ICAM5"	10.92	11.52	10.35	9.61
"ICE1"	16.65	19.4	19.3	20.99
"ICE2"	12.97	15.01	16.75	16.39
"ICK"	4.65	4.56	5.43	6.01
"ICMT"	63.24	74.54	62.08	62.99
"ICOS"	0	0	0	0
"ICOSLG"	5.19	6.83	7.33	7.25
"ICT1"	104.77	107.1	141.12	124.1
"ID1"	1346.61	1240.67	343.42	456.13
"ID2"	106.49	94.49	31.94	41.76
"ID2-AS1"	2.64	2.68	1.88	1.44
"ID3"	936.17	751	207.68	238.95
"ID4"	11.27	10.52	4.59	5.87
"IDE"	26.29	31.23	25.95	28.34
"IDH1"	150.03	150.68	139.01	153.65
"IDH1-AS1"	0.17	1.23	0.28	0.49
"IDH2"	25.45	24.5	18.42	21.83
"IDH3A"	69.41	78.05	101.03	101.53
"IDH3B"	200.61	200.51	192.91	191.56
"IDH3G"	69.95	67.58	68.73	62.92
"IDI1"	189.8	162.86	141.45	144.84
"IDI2"	2.71	4.23	3.21	2.98
"IDI2-AS1"	3.91	3.95	2.16	2.99
"IDNK"	23.18	20.48	17.77	18.92
"IDO1"	0.03	0.03	0.04	0.08
"IDO2"	0	0	0	0
"IDS"	57.47	57.54	70.65	70
"IDUA"	5.84	6.97	4.02	6.08
"IER2"	219.08	166.23	111.06	106.83
"IER3"	49.61	47.98	93.02	88.01
"IER3IP1"	90.38	97.14	83.6	92.9
"IER5"	118.82	111.21	128.62	130.58
"IER5L"	54.73	52.02	37.7	35.65
"IFFO1"	0.38	0.13	0.23	0.21
"IFFO2"	14.29	17.56	14.01	13.53
"IFI16"	84.67	90.06	125.45	117.65
"IFI27"	15.07	17.18	7.01	13.39
"IFI27L1"	23.94	19.68	11.7	14.61
"IFI27L2"	265.99	234.98	191.94	199.56
"IFI30"	107.69	107.24	124.5	114.71
"IFI35"	37.33	38.12	25.42	29.39
"IFI44"	8.72	12.45	17.53	20.07
"IFI44L"	0.13	0.33	0.09	0.08
"IFI6"	122.63	139.37	68.52	107.01
"IFIH1"	13.39	14.52	20.52	22.08
"IFIT1"	31.11	38.22	30.58	34.79
"IFIT1B"	0	0.06	0.21	0.19
"IFIT2"	37.58	47.62	68.05	77.02
"IFIT3"	68.18	83.33	106.06	106.84
"IFIT5"	16.9	20.75	19.55	19.45
"IFITM1"	324.48	312.58	209.57	249.44
"IFITM10"	13.17	11.85	9.63	10.05
"IFITM2"	303.29	282.96	242.56	224.34
"IFITM3"	937.33	1071.94	861.57	920.3
"IFITM4P"	0	0.36	0	0
"IFITM5"	0	0	0	0
"IFNA1"	0	0	0.11	0
"IFNA10"	0	0	0	0
"IFNA13"	0	0	0	0.14
"IFNA14"	0	0	0	0
"IFNA16"	0	0	0	0
"IFNA17"	0	0	0	0
"IFNA2"	0	0	0	0
"IFNA21"	0	0	0	0
"IFNA22P"	0	0	0.11	0.1
"IFNA4"	0	0	0	0
"IFNA5"	0	0	0	0
"IFNA6"	0	0	0	0
"IFNA7"	0	0	0	0
"IFNA8"	0	0	0	0.08
"IFNAR1"	14.81	15.8	16.43	18.8
"IFNAR2"	12.3	13.9	13.37	13
"IFNB1"	0	0.16	0.47	0.21
"IFNE"	0.23	0.59	0.7	0.52
"IFNG"	0	0	0	0
"IFNG-AS1"	0.03	0	0	0
"IFNGR1"	58.55	64.53	73.97	78
"IFNGR2"	20.95	19.89	31.74	30.03
"IFNK"	0	0	0	0
"IFNL1"	0.08	0.23	0.23	0.41
"IFNL2"	0	0	0	0
"IFNL3"	0	0	0	0
"IFNL4"	0	0	0	0
"IFNLR1"	4.09	4.64	4.1	4.37
"IFNW1"	0	0	0	0
"IFRD1"	25.09	26.29	51.05	57.85
"IFRD2"	70.59	80.83	90.29	83.36
"IFT122"	13.3	13.63	8.23	9.59
"IFT140"	14.12	11.09	6.86	6.25
"IFT172"	9.84	9.92	5.59	5.69
"IFT20"	40.56	36.61	35.06	43.75
"IFT22"	27.39	28.36	12.6	13.42
"IFT27"	21.22	19.79	21.91	20.12
"IFT43"	52.69	44.65	42.42	37.78
"IFT46"	31.03	29.76	24.97	25.27
"IFT52"	36.98	39.28	28.66	33.09
"IFT57"	26.74	26.42	29.77	27.98
"IFT74"	12.08	12.66	13.1	11.99
"IFT74-AS1"	0.45	0	0	0
"IFT80"	20.07	20.84	14.71	14.16
"IFT81"	12.54	13.46	9.09	9.62
"IFT88"	9.3	8.38	7.69	6.67
"IGBP1"	107.24	95.85	94.5	104.3
"IGBP1P1"	0	0.14	0	0
"IGDCC3"	0	0.07	0	0.02
"IGDCC4"	0.03	0.03	0.05	0.09
"IGF1"	0	0	0	0
"IGF1R"	13.73	15.53	9.54	10.81
"IGF2"	0.01	0	0.05	0.12
"IGF2-AS"	0	0	0	0
"IGF2BP1"	0.08	0.03	0.08	0.1
"IGF2BP2"	31.1	36.93	37.73	40.38
"IGF2BP2-AS1"	0	0	0	0.05
"IGF2BP3"	38.16	40.2	57.42	59.94
"IGF2R"	29.37	31.72	40.12	44.45
"IGFALS"	0.19	0.16	0.4	0.14
"IGFBP1"	0	0.07	0	0
"IGFBP2"	3.37	1.95	1.03	0.7
"IGFBP3"	1641.34	1869.5	456.68	517.34
"IGFBP4"	11.74	13.19	13.26	11.94
"IGFBP5"	0.02	0.02	0.01	0
"IGFBP6"	937.41	835.56	567.13	531.5
"IGFBP7"	316.07	316.32	221.99	251.45
"IGFBP7-AS1"	0	0.04	0	0.06
"IGFBPL1"	0	0	0.02	0
"IGFL1"	1.31	1.33	2.69	1.08
"IGFL2"	0.07	0.22	0.22	0
"IGFL3"	0.11	0.22	0	0.15
"IGFL4"	1.46	1.22	1.26	0.19
"IGFLR1"	3.15	4.03	1.8	2.41
"IGFN1"	0.02	0.06	0.19	0.2
"IGHMBP2"	11.5	13.73	13.49	14.12
"IGIP"	1.23	1.33	0.96	1.35
"IGLL1"	0	0	0	0
"IGLL3P"	0	0	0	0
"IGLL5"	0	0	0	0
"IGLON5"	0.03	0.15	0.08	0.02
"IGSF1"	0	0	0.03	0.02
"IGSF10"	0.01	0	0	0.01
"IGSF11"	0.05	0.03	0.07	0.04
"IGSF11-AS1"	0	0	0	0
"IGSF21"	0	0	0	0
"IGSF22"	0.01	0.06	0	0.05
"IGSF23"	0	0.06	0.1	0.17
"IGSF3"	24.77	24.74	25.4	26.7
"IGSF5"	0	0	0	0
"IGSF6"	0	0	0	0
"IGSF8"	41.92	40.57	33.66	32.16
"IGSF9"	26.78	24.67	12.62	13
"IGSF9B"	4.22	4.82	2.72	2.46
"IHH"	0	0.03	0	0.11
"IK"	161.99	163.12	171.79	169.18
"IKBIP"	31.58	32.54	23.89	23.85
"IKBKAP"	33.72	38.64	36.18	39.19
"IKBKB"	15.85	14.99	12.37	13.2
"IKBKE"	11.94	11.77	17.98	17.77
"IKBKG"	48.27	50.65	57.83	57.22
"IKZF1"	0	0	0	0.01
"IKZF2"	1.41	1.91	1.01	1.09
"IKZF3"	0	0	0	0.01
"IKZF4"	1.67	1.86	1.62	1.61
"IKZF5"	5.54	6.36	7.74	8.2
"IL10"	0	0	0	0.05
"IL10RA"	0.01	0.04	0.02	0
"IL10RB"	48.96	47.54	48.98	53.91
"IL10RB-AS1"	1.28	0.19	0.6	0.27
"IL11"	8.52	8.55	7.25	7.44
"IL11RA"	3.74	2.93	1.75	1.83
"IL12A"	0.28	0.2	0.36	0.85
"IL12A-AS1"	0.02	0	0.1	0
"IL12B"	0.05	0	0.03	0.03
"IL12RB1"	0	0	0.08	0.04
"IL12RB2"	0.07	0.07	0.06	0.18
"IL13"	0	0	0	0
"IL13RA1"	28.03	33.03	31.41	35.62
"IL13RA2"	0	0.04	0.76	0.4
"IL15"	4.73	4.99	3.58	3.59
"IL15RA"	13.84	15.84	29.31	30.18
"IL16"	0.59	0.84	0.38	0.51
"IL17A"	0	0	0	0
"IL17B"	0	0	0.31	0.14
"IL17C"	0	0	0.09	0.08
"IL17D"	0.72	1.2	1.02	0.76
"IL17F"	0	0	0	0
"IL17RA"	15.25	17.39	14.95	16.11
"IL17RB"	0.54	0.54	0.24	0.57
"IL17RC"	10.52	10.33	13.34	14.82
"IL17RD"	0.3	0.23	0.26	0.36
"IL17RE"	11.8	10.54	9.88	9.84
"IL17REL"	0.01	0.01	0	0
"IL18"	191.54	180.67	184.43	184.97
"IL18BP"	1.81	1.91	2.37	2.63
"IL18R1"	0.1	0.06	0.49	0.37
"IL18RAP"	0	0	0	0
"IL19"	0	0	0	0
"IL1A"	2.03	2.45	12.76	10.84
"IL1B"	15.51	14.38	21.6	18.25
"IL1F10"	0.27	0.55	0.37	0.06
"IL1R1"	0.36	0.37	0.53	0.63
"IL1R2"	0	0	1.49	1.39
"IL1RAP"	16.38	19.36	13.59	15.5
"IL1RAPL1"	0	0	0	0
"IL1RAPL2"	0.3	0.47	0.11	0.24
"IL1RL1"	0.03	0.03	1.07	0.64
"IL1RL2"	1.39	1.76	2.26	1.98
"IL1RN"	39.68	38.64	33.58	41.09
"IL2"	0	0	0	0
"IL20"	0	0	0	0
"IL20RA"	3.53	4.12	5.31	5.53
"IL20RB"	99.48	86.17	88.03	92.85
"IL21"	0	0	0	0
"IL21-AS1"	0	0	0	0
"IL21R"	0.01	0	0.02	0.05
"IL21R-AS1"	0	0	0	0
"IL22"	0	0	0	0
"IL22RA1"	5.04	5.04	3.82	4.26
"IL22RA2"	0	0	0	0
"IL23A"	1	0.77	6.51	4.3
"IL23R"	0	0	0	0.03
"IL24"	0	0.08	0.06	0.15
"IL25"	0	0	0.08	0
"IL26"	0	0	0	0
"IL27"	0	0.06	0	0.08
"IL27RA"	7	9.05	15.25	14.65
"IL2RA"	0	0	0	0
"IL2RB"	0.06	0.04	0	0.09
"IL2RG"	0.11	0.34	1.39	1.89
"IL3"	0	0	0	0
"IL31"	0	0	0	0
"IL31RA"	0.12	0.07	0.12	0.26
"IL32"	0.61	1.91	7.81	5.68
"IL33"	0	0	0	0.03
"IL34"	0	0.03	0	0
"IL36A"	0	0	0	0
"IL36B"	0	0	0.09	0
"IL36G"	0.05	0.06	0.08	0.26
"IL36RN"	0.91	1.09	1.87	2.76
"IL37"	0	0	0.8	0.6
"IL3RA"	0.7	0.27	0.23	0.68
"IL4"	0	0	0	0
"IL4I1"	0.45	0.19	0.31	0.46
"IL4R"	37.28	40.95	46.12	46.32
"IL5"	0	0	0	0.11
"IL5RA"	0	0	0	0
"IL6"	0.35	0.61	2.89	2.31
"IL6R"	2.11	2.27	5.51	6.01
"IL6ST"	11.82	14.75	31.28	33.07
"IL7"	6.11	6.07	6.7	7.55
"IL7R"	61.35	69.83	99.95	92.72
"IL9"	0	0	0	0
"IL9R"	0.1	0.31	0.3	0.3
"ILDR1"	0.91	0.97	1.55	1.51
"ILDR2"	0.04	0.05	0.06	0.06
"ILF2"	380.38	411.63	436.61	422.99
"ILF3"	203.04	228.34	217.35	204.57
"ILF3-AS1"	8.37	8.91	11.96	9.91
"ILK"	178.05	175.54	195.56	174.8
"ILKAP"	38.2	42.39	44.97	46.37
"ILVBL"	49.3	45.56	33.94	32.73
"IMMP1L"	18.74	22.04	23.34	24.31
"IMMP2L"	10.77	12.34	8.64	12.25
"IMMT"	103.93	111.69	97.64	95.88
"IMP3"	137.23	140.47	157	144.05
"IMP4"	91.91	107.22	129.45	126.87
"IMPA1"	7.64	8.11	10.02	10.12
"IMPA2"	59.61	57.24	43.68	43.25
"IMPACT"	25.39	27.07	20.47	21.96
"IMPAD1"	17.84	23.57	22.18	23.56
"IMPDH1"	109.23	122.04	126.91	118.5
"IMPDH2"	173.26	198.03	183.01	193.86
"IMPG1"	0	0.05	0.12	0.08
"IMPG2"	0.02	0	0.04	0.02
"INA"	0.53	0.84	1.16	1.75
"INADL"	10.49	12.48	12.61	13.56
"INAFM1"	19.58	19.23	18.23	20.52
"INAFM2"	28.76	35.31	36.63	32.64
"INCA1"	1.19	1.74	1.35	1.57
"INCENP"	58.53	66.64	50.26	52.72
"INE1"	1.42	1.37	1.02	1.83
"INE2"	0	0	0	0
"INF2"	61.78	68.83	76.13	77.67
"ING1"	19.61	19.41	19.55	19.98
"ING2"	5.69	5.84	6.11	6.81
"ING3"	9.31	12	9.76	11.71
"ING4"	34.59	29.17	20.63	21.9
"ING5"	6.67	7.02	5.41	6.32
"INGX"	0	0.09	0	0.07
"INHA"	1.34	0.98	1.03	1.56
"INHBA"	1.31	1.64	4.1	3.54
"INHBA-AS1"	0	0	0.09	0
"INHBB"	0	0.07	0.24	0.31
"INHBC"	0.11	0.16	0.19	0.23
"INHBE"	0.04	0.02	0.07	0.09
"INIP"	29.06	31.21	35.07	39.22
"INMT"	0	0	0	0
"INMT-FAM188B"	0	0	0	0
"INO80"	17.91	19.47	18.61	19.39
"INO80B"	51.4	45.07	51.85	52.44
"INO80B-WBP1"	0	0.27	0	0
"INO80C"	46.06	49.15	34.98	34.48
"INO80D"	0.87	1.03	1.51	1.63
"INO80E"	100.08	96.72	106.32	105.83
"INPP1"	41.53	43.6	44.71	49.05
"INPP4A"	7.83	10.38	12.67	12.16
"INPP4B"	23.69	27.19	28.36	27.65
"INPP5A"	23	26.12	23.45	25.22
"INPP5B"	7.14	6.98	6.05	6.89
"INPP5D"	0.05	0.19	0.12	0.09
"INPP5E"	19.96	21.39	18.48	19.66
"INPP5F"	12.34	13.87	14.89	14.84
"INPP5J"	1.59	1.75	0.84	1.08
"INPP5K"	26.01	25.73	25.69	26.56
"INPPL1"	79.13	86.44	51.61	54.57
"INS"	0	0	0	0
"INS-IGF2"	0	0	0	0
"INSC"	0.04	0	0.03	0.03
"INSIG1"	144.89	123.18	56	55.75
"INSIG2"	10.45	10.49	12.14	14.55
"INSL3"	0.16	0.25	0.13	0.56
"INSL4"	0	0	0	0
"INSL5"	0	0	0	0
"INSL6"	0	0	0	0
"INSM1"	0	0	0	0
"INSM2"	0	0.02	0.03	0
"INSR"	0.85	0.76	0.77	0.83
"INSRR"	0	0	0	0.02
"INTS1"	44.96	51.61	39.07	38.93
"INTS10"	44.16	45.97	55.37	52.77
"INTS12"	15.65	14.7	20.24	17.99
"INTS2"	7.1	8.16	8.09	8.47
"INTS3"	43.99	47.05	35.38	36.87
"INTS4"	23.43	24.49	26.79	23.97
"INTS4P2"	0.14	0.18	0.16	0.09
"INTS5"	29.88	31.39	28.07	30.89
"INTS6"	8.81	10.11	9.28	9.38
"INTS6-AS1"	1.1	0.94	0.91	1.39
"INTS7"	26.69	27.7	31.02	30.51
"INTS8"	25.45	29.12	29.05	28.66
"INTS9"	19.59	20.73	21.46	21.09
"INTU"	1.06	1.35	1.31	1.41
"INVS"	12.45	13.88	10.77	12.89
"IP6K1"	18.98	19.54	20.21	20.55
"IP6K2"	57.22	55.25	45.36	46.47
"IP6K3"	0	0	0	0
"IPCEF1"	0	0	0	0
"IPMK"	3.54	4.43	5.72	6.33
"IPO11"	17.04	19.82	19.59	19.43
"IPO11-LRRC70"	0	0.25	0	0
"IPO13"	16.8	19.39	22.78	22.58
"IPO4"	40.33	47.09	46.41	41.68
"IPO5"	65.01	79.43	81.59	81.48
"IPO5P1"	0.74	0.86	0.61	1.02
"IPO7"	77.3	93.24	100.06	105.96
"IPO8"	17.26	20.16	18.87	19.49
"IPO9"	33.95	38.55	28.55	27.63
"IPO9-AS1"	1.43	2.49	1.7	2.11
"IPP"	7	7.28	7.18	8.26
"IPPK"	19.51	20.94	24.07	23.01
"IPW"	0.14	0.2	0.15	0.17
"IQCA1"	0	0	0	0
"IQCA1L"	0	0.02	0.06	0
"IQCB1"	24.44	25.98	34.99	39.07
"IQCC"	8.36	7.85	5.9	5.98
"IQCD"	0.72	1.58	0.7	0.68
"IQCE"	33.82	35.84	23.54	21.7
"IQCF1"	0	0	0	0
"IQCF2"	0	0	0	0
"IQCF3"	0	0	0	0
"IQCF4"	0	0	0	0
"IQCF5"	0	0	0	0
"IQCF5-AS1"	0	0	0	0
"IQCF6"	0	0	0	0
"IQCG"	6.23	6.06	4.78	6.1
"IQCH"	3.48	3.75	2.76	2.75
"IQCH-AS1"	11.94	9.05	5.74	8.52
"IQCJ"	0	0	0	0
"IQCJ-SCHIP1"	29.44	29.92	34.86	35.79
"IQCJ-SCHIP1-AS1"	0	0	0	0
"IQCK"	4.4	4.21	4.08	3.86
"IQGAP1"	137.8	150.82	162.4	164.96
"IQGAP2"	0.97	1.19	0.22	0.2
"IQGAP3"	41.88	51.07	36.9	37.38
"IQSEC1"	4.37	5.28	5.53	5.79
"IQSEC2"	9.7	7.64	7.96	9.04
"IQSEC3"	0.04	0.03	0.01	0.01
"IQUB"	0.02	0	0.05	0.05
"IRAIN"	0.34	0.42	0.31	0.25
"IRAK1"	150.4	182.21	240.23	239.01
"IRAK1BP1"	1.87	1.87	0.97	1.13
"IRAK2"	0.11	0.06	0.34	0.48
"IRAK3"	0	0	0	0.07
"IRAK4"	8.77	9.21	8.68	9.68
"IREB2"	22.92	26.05	24.22	26.14
"IRF1"	16.76	18.31	26.45	28.61
"IRF2"	18.63	18.52	21.15	22.9
"IRF2BP1"	32.57	33.63	32.05	31.47
"IRF2BP2"	54.48	53.24	46.11	45.97
"IRF2BPL"	30.48	30.37	23.17	25.41
"IRF3"	103.43	114.95	135.69	130.04
"IRF4"	0	0	0.03	0
"IRF5"	13.47	13.33	12.4	13.69
"IRF6"	170.45	164.5	142.47	149.21
"IRF7"	15.28	18.71	14.96	17.32
"IRF8"	0	0	0	0
"IRF9"	34.3	36.46	23.47	26.92
"IRG1"	0	0	0	0
"IRGC"	0	0	0	0
"IRGM"	0	0	0	0
"IRGQ"	1.2	1.43	1.58	1.75
"IRS1"	9.93	11.68	8.19	8.34
"IRS2"	2.64	3.06	5.56	6.09
"IRS4"	0.03	0.01	0.08	0.02
"IRX1"	0.15	0.3	0.27	0.28
"IRX2"	65.01	70.57	54.84	52.36
"IRX3"	21.11	23.45	15.44	17.11
"IRX4"	22	22.77	20.78	24
"IRX5"	10.61	12.39	8.6	9.29
"IRX6"	0.33	0.52	0.07	0.22
"ISCA1"	54.77	63.01	75.66	78.93
"ISCA2"	35.03	34.57	45.83	38.67
"ISCU"	47.36	50.58	48.29	50.25
"ISG15"	248.22	272.7	268.07	274.88
"ISG20"	2.9	3.58	6.36	6.45
"ISG20L2"	53.62	59.96	62.39	65.27
"ISL1"	3.05	4.34	3.53	2.59
"ISL2"	2.29	2.29	2.46	1.73
"ISLR"	0.05	0.18	0	0.07
"ISLR2"	0.15	0.07	0.02	0
"ISM1"	0.21	0.1	0.31	0.19
"ISM1-AS1"	0	0.06	0.27	0
"ISM2"	0	0.02	0	0
"ISOC1"	27.89	33.76	32.89	36.43
"ISOC2"	204.53	196.87	166.5	162
"ISPD"	2.14	2.21	1.58	2.02
"ISPD-AS1"	0	0	0.04	0
"IST1"	71.65	68.87	70.81	76.3
"ISX"	0	0	0.03	0
"ISY1"	29.47	27.87	25.82	23.43
"ISY1-RAB43"	8.45	10.2	18.25	21.36
"ISYNA1"	69.5	66.15	38.43	45.74
