	day0-WT_1	day0-WT_2	day1-WT_1	day1-WT_2	day0-KO_1	day0-KO_2	day1-KO_1	day1-KO_2
Cxadr	2.71	1.91	2.81	2.05	2.61	2.66	3.54	4.02
Cxcl1	3.19	3.84	13.76	14.85	11.51	11	22.41	19.73
Cxcl10	1.57	0.84	0.94	1.05	4.68	2.37	0.59	2.57
Cxcl11	0.07	0	0.08	0	0	0	0.07	0
Cxcl12	595.94	602.82	231.72	217.55	716.16	689.19	232.56	249.42
Cxcl13	0.49	0.2	86.98	81.75	0.86	0.78	76.98	88.13
Cxcl14	250.1	225.19	125.41	133.36	341.84	337.74	160.3	145.97
Cxcl15	0	0	0	0	0	0	0	0
Cxcl16	20.63	22.55	8.55	9.58	24.39	24.28	9.25	9.93
Cxcl17	0	0	0	0.17	0	0	0	0
Cxcl2	0.53	0.68	1.39	1.85	1.84	1.32	2.79	3.33
Cxcl3	0.68	0.76	0.81	1.06	2.63	2.98	1.81	2.16
Cxcl5	25.03	26.08	13.24	13.79	72.19	64.12	16.78	14.7
Cxcl9	0.83	0.31	0.17	0.17	1.61	1.81	0.28	0.51
Cxcr1	0.1	0	0	0	0	0	0	0
Cxcr2	0.04	0.04	0	0.04	0.04	0	0	0.04
Cxcr3	0.14	0	0.16	0.23	0.38	0.4	0.13	0.08
Cxcr4	2.28	2.68	2.08	1.3	7.74	7.56	2.89	3.65
Cxcr5	0.13	0.17	0.28	0.75	0.37	0.24	0.51	0.42
Cxcr6	0.41	0.48	0.07	0.33	0.45	0.47	0.06	0.2
Cxx1a	38.96	36.19	41.59	52.43	32.14	38.65	43.37	43.39
Cxx1b	47.14	47.72	65.47	68.39	37.53	36.62	61.26	60.37
Cxx1c	20.47	23.01	49.45	48.01	23.01	21.72	43.1	44.91
Cxxc1	42.75	42.04	51.96	51.21	47.32	49.54	51.39	51.87
Cxxc4	0.08	0.16	0.04	0.04	0.08	0.13	0.11	0.04
Cxxc5	54.05	56.02	84.13	84.93	62.67	57.34	83.8	90.08
Cyb561	6.66	4.69	6.72	5.76	5.08	5.43	7.37	8.09
Cyb561a3	21.03	18.87	28.97	29.43	17.57	15.72	27.58	29.48
Cyb561d1	2.94	2.58	3.22	2.24	2.79	2.72	2.25	2.86
Cyb561d2	13.7	16.55	6.7	6.49	12.07	12.26	6.42	7.72
Cyb5a	235.04	231.41	821.85	844.18	258.25	273.89	771.08	787.44
Cyb5b	117.08	109.66	164.21	156.13	123.73	116.05	145.77	150.55
Cyb5d1	32.88	29.9	40.2	39.11	30.47	30.1	36.91	40.54
Cyb5d2	4.48	4	9.36	9.22	4.22	4.07	8.25	7.24
Cyb5r1	266.03	271.67	134.67	136.35	256	239.86	135.07	138.31
Cyb5r2	0.69	1.13	0.77	0.4	1.19	1.33	0.68	0.77
Cyb5r3	332.55	346.27	191.57	192.01	300.28	301.84	201.33	195.12
Cyb5r4	39.57	38.83	43.4	42.46	41.12	38.7	41.75	42.73
Cyb5rl	3.86	3.4	6.21	6.31	2.14	2.15	5.78	7.28
Cyba	203.29	178.32	80.61	77.01	178.31	189.66	117.82	105.12
Cybb	3.01	2.29	2.45	1.99	4.76	4.27	2.9	3.18
Cybrd1	0.13	0.13	0.52	0.53	0.23	0.09	0.51	0.51
Cyc1	127.26	120.98	113.09	114.64	143.08	147.33	115.45	108.62
Cycs	62.06	58.48	68.44	69.73	80.28	86.28	71.1	69.58
Cyct	0	0	0	0	0.2	0.42	0.17	0
Cyfip1	67.87	59.71	69.37	68.03	67.32	67.56	61.8	71.68
Cyfip2	0.36	0.36	0.11	0.15	0.3	0.21	0.13	0.25
Cygb	199.29	216.31	177.1	178.79	195.85	184.89	166.46	178.42
Cyhr1	73.18	64.69	75.5	76.87	57.04	57.51	73.27	77.36
Cylc1	0	0	0	0	0	0	0.05	0
Cylc2	0	0	0	0	0	0	0	0
Cyld	14.98	11.62	13.64	12.78	12.35	11.6	11.44	13.02
Cym	0	0	0	0	0	0	0	0
Cyp11a1	0.06	0.06	0	0	0.21	0.07	0	0
Cyp11b1	0.65	0.51	0.1	0.05	0.29	0.31	0	0
Cyp11b2	0	0	0	0	0.09	0	0	0
Cyp17a1	0	0	0	0	0	0	0	0.07
Cyp19a1	0	0	0	0.05	0	0	0	0
Cyp1a1	0	0	0.19	0.14	0.05	0.1	0.04	0.47
Cyp1a2	0.06	0	0	0	0	0	0	0
Cyp1b1	405.87	348.37	768.28	743.36	485.62	437.78	665.38	716.45
Cyp20a1	77.24	69.75	54.67	54.3	91.03	92.33	54.82	52.92
Cyp21a1	0	0	0.07	0.06	0	0	0	0
Cyp24a1	0.03	0	0.07	0.04	0.07	0.04	0.03	0
Cyp26a1	0	0	0	0	0.21	0	0	0
Cyp26b1	2.71	2.95	5.13	5.75	3.8	3.34	5.91	6.14
Cyp26c1	0.29	0.15	0	0	0	0.16	0	0
Cyp27a1	1.18	1.31	2.52	1.77	1.55	1.21	1.66	2.97
Cyp27b1	0.05	0.18	0.21	0.3	0.1	0.16	0.17	0.26
Cyp2a12	0	0	0	0	0	0	0	0
Cyp2a22	0	0	0	0	0	0	0	0
Cyp2a4	0	0	0	0	0	0	0	0
Cyp2a5	0	0	0	0	0	0	0	0
Cyp2ab1	0	0	0.23	0.09	0.09	0	0.15	0.14
Cyp2b10	0.06	0	0	0.07	0.06	0.07	0.06	0.13
Cyp2b13	0	0	0	0	0	0	0	0
Cyp2b19	0	0	0	0	0	0	0	0
Cyp2b23	0.05	0	0	0	0	0.06	0	0
Cyp2b9	0	0	0	0	0	0	0	0
Cyp2c29	0	0	0	0	0	0	0	0
Cyp2c37	0	0	0	0	0	0	0	0
Cyp2c38	0	0	0	0	0	0	0	0
Cyp2c39	0	0	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0	0	0
Cyp2c44	0.17	0	0.19	0.19	0.06	0.06	0.16	0.08
Cyp2c50	0	0	0	0	0	0	0	0
Cyp2c53-ps	0	0.08	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0	0	0
Cyp2c55	0.17	0	0	0.06	0	0	0.05	0
Cyp2c65	0	0	0	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0	0.13	0
Cyp2c67	0	0	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0	0	0
Cyp2c69	0	0	0	0	0	0	0	0
Cyp2c70	0	0	0	0	0	0	0	0.07
Cyp2d10	0	0	0.08	0	0	0	0.13	0
Cyp2d11	0	0	0	0.08	0	0	0	0
Cyp2d12	0	0	0	0	0	0	0	0
Cyp2d13	0	0	0	0	0	0	0	0
Cyp2d22	5.5	7.6	34.21	37.91	8.7	7.24	27.79	29.51
Cyp2d26	0	0	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0	0	0
Cyp2d37-ps	0	0.36	0	0.4	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0
Cyp2d9	0	0	0	0.08	0	0	0	0
Cyp2e1	0.13	0.26	0.58	0	0.07	0	0.18	0
Cyp2f2	0.49	0.25	1.79	1.71	0.67	0.35	0.98	1.72
Cyp2g1	0	0	0	0	0	0	0	0
Cyp2j11	0	0	0	0.06	0	0	0	0
Cyp2j12	0	0	0	0	0	0	0	0
Cyp2j13	0	0	0	0	0	0	0	0
Cyp2j5	0	0	0	0	0	0	0	0
Cyp2j6	9.54	11.5	16.28	15.51	10.74	12.52	14.56	13.99
Cyp2j8	0.07	0	0	0	0	0	0	0
Cyp2j9	2.7	3.42	3.22	1.47	4.07	3.52	2.47	2.31
Cyp2r1	3.31	1.82	7.19	7.29	3.07	1.64	6.91	5.97
Cyp2s1	0.29	0.21	0.09	0.14	0.32	0.24	0.28	0.24
Cyp2t4	0	0.23	0.08	0.17	0	0.17	0.14	0.17
Cyp2u1	3.04	2.45	2.61	2.22	2.23	2.1	2.49	2.66
Cyp2w1	0.07	0	0	0	0	0	0	0
Cyp39a1	6.83	7.5	7.07	7.67	5.87	5.78	8.89	8.89
Cyp3a11	0	0	0	0	0	0	0	0
Cyp3a13	0	0.04	0	0	0.08	0	0	0
Cyp3a16	0	0	0	0	0	0	0	0.07
Cyp3a25	0	0	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0.06	0	0	0
Cyp3a57	0	0.07	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0	0	0
Cyp46a1	1.26	1.11	2.53	2.45	0.8	0.48	2.36	2.46
Cyp4a10	0	0	0	0.06	0	0.06	0	0
Cyp4a12a	0	0	0	0	0	0	0	0
Cyp4a12b	0.42	0.33	0	0	0.66	0.42	0	0
Cyp4a14	0	0	0.05	0.05	0	0	0.04	0
Cyp4a29	0	0.15	0	0	0	0	0	0
Cyp4a30b	0	0	0	0	0	0	0	0
Cyp4a31	0	0	0	0	0	0	0	0
Cyp4a32	0	0	0.2	0.13	0	0.07	0.11	0.2
Cyp4b1	6.87	6.45	38.93	37.01	6.78	7.52	40.45	42.22
Cyp4b1-ps2	0	0	0	0.29	0	0	0	0
Cyp4f13	6.03	5.16	13.68	12.45	5.65	6.4	13.39	15.89
Cyp4f14	0.05	0	0	0	0	0.06	0	0.06
Cyp4f15	0	0	0	0.06	0.06	0	0	0
Cyp4f16	21.37	23.47	15.46	15.19	22.51	25.51	15.42	19.23
Cyp4f17	7.61	9.06	12.7	12.9	6.8	6.7	11.59	12.06
Cyp4f18	0.07	0.07	0	0.07	0.07	0.07	0	0
Cyp4f37	0.22	0	0.11	0.11	0.22	0.11	0.09	0.11
Cyp4f39	0	0	0	0	0	0	0	0.05
Cyp4f40	0	0.07	0	0	0.16	0.24	0	0
Cyp4f41-ps	0.41	0.52	0.93	0.11	0.56	0.47	0.58	0.58
Cyp4v3	20.86	18.32	26.09	24.25	22.27	20.29	22.85	25.43
Cyp4x1	0	0.07	0	0	0	0	0	0
Cyp4x1os	0	0	0	0	0	0	0	0
Cyp51	124.77	110.83	234.73	225.66	95.04	86.73	206.24	212.05
Cyp7a1	0	0	0.03	0	0	0	0	0
Cyp7b1	87.88	85.94	245.05	240.82	66.68	59.84	174.64	192.21
Cyp8b1	0.06	0	0	0.06	0	0	0	0
Cypt1	0	0	0	0	0	0	0	0
Cypt10	0	0	0	0	0	0	0	0
Cypt12	0	0	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0	0	0
Cypt2	0	0	0	0	0	0	0	0.19
Cypt3	0	0	0	0	0	0	0	0
Cypt4	0	0	0	0	0	0	0	0
Cypt7	0	0	0	0	0	0	0	0
Cypt8	0	0	0	0	0	0	0	0
Cypt9	0	0	0	0	0	0	0	0
Cyr61	864.3	878.06	600.8	562.94	933.21	943.5	522.19	513.34
Cys1	2.6	3.16	0.21	0.21	1.42	1.83	0.23	0.42
Cysltr1	0.22	0.19	0.09	0.17	0.47	0.38	0.07	0.18
Cysltr2	0.06	0.19	0	0.07	0.14	0	0	0
Cysrt1	0	0	0.17	0	0.17	0	0	0.17
Cystm1	2.27	2.7	1.39	0.23	4.05	3.27	1.54	2.07
Cyth1	11.65	11.59	12.92	11.55	13.98	13.34	12.34	13.5
Cyth2	41.8	41.7	35.89	38.52	42.19	42.02	39.16	38.33
Cyth3	99.36	91.62	167.27	153.63	115.47	114.27	159.04	171.63
Cyth4	3.12	2.99	2.26	1.67	4.74	4.08	2.96	3.22
Cytip	0.04	0.06	0.21	0.19	0.17	0.17	0.23	0.19
Cytl1	0	0	0	0	0	0	0	0
Cyyr1	0.49	0.44	4.79	4.68	1.61	0.62	4.26	5.99
D030018L15Rik	0	0	0	0	0	0.04	0	0
D030024E09Rik	0.04	0	0	0	0	0	0	0
D030025E07Rik	0	0.05	0	0	0	0	0	0
D030025P21Rik	2.4	2.38	1.63	1.62	2.86	2.42	1.21	1.38
D030028A08Rik	2.74	2.64	4.08	4.04	3.28	3.68	3.33	2.88
D030040B21Rik	0.04	0	0	0	0	0.09	0	0.09
D030045P18Rik	0.41	0.3	0.13	0.07	0.39	0.33	0.33	0.33
D030047H15Rik	0	0.04	0.2	0	0.05	0	0.04	0.05
D030056L22Rik	23.92	22.82	20.18	24.04	19.33	20.73	24.73	24.56
D030068K23Rik	0.12	0.06	0.03	0.03	0.2	0.27	0.08	0.07
D10Jhu81e	46.71	50.33	65.29	69.09	36.44	35.9	63.57	55.7
D10Wsu102e	26.68	23.49	43.99	43.59	31.47	29.88	39.1	41.69
D11Wsu47e	10.77	11.69	12.77	13.65	11.48	12.62	13.46	11.75
D130009I18Rik	0.04	0	0	0	0	0	0	0
D130017N08Rik	3.55	3.25	4.65	3.36	4.45	3.36	4.5	5
D130020L05Rik	1.32	0.84	1.86	1.37	0.95	0.56	1.24	1.29
D130040H23Rik	1.34	1.46	1.37	0.68	1.58	1.77	1.04	0.93
D130043K22Rik	0.07	0	0	0.02	0	0	0.06	0.05
D14Ertd670e	0	0	0	0	0	0.25	0	0
D15Ertd621e	66.51	52.83	66.63	63.83	77.39	69.85	58.32	65.79
D16Ertd472e	7.35	7.22	13.92	13.77	8.74	7.9	11.81	13.74
D16Ertd519e	0	0	0	0	0	0	0	0
D17Ertd648e	0	0	0	0	0	0	0	0
D17H6S53E	14.33	14.25	14.67	12.03	12.73	13.47	12.69	14.19
D17H6S56E-5	55.8	52.65	57.38	54.91	69.69	69.01	72.06	70.06
D17Wsu92e	72.36	69.29	72.53	70.54	70.34	68.94	73.98	78.03
D19Bwg1357e	50.36	51.44	92.44	95.4	57.52	56.72	79.88	85.55
D1Ertd622e	6.24	6.3	7.05	6.62	7.91	7.27	7.51	7.83
D1Pas1	0	0	0.08	0.08	0.04	0.04	0.03	0
D230025D16Rik	18.07	16.33	35.2	37.18	21.68	20.88	34.31	37.98
D230030E09Rik	0	0	0	0	0	0	0	0
D2Wsu81e	37.61	38.39	33.02	34.94	33.39	34.5	33.56	36.96
D2hgdh	11.04	10.38	18.4	18.62	12.01	10.28	17.28	18.31
D330023K18Rik	1.96	2.23	3.57	5.45	2.68	3.34	3.44	4.11
D330041H03Rik	3.92	3.5	3.07	3.04	4.58	3.19	4.02	3.03
D330045A20Rik	0.32	0.06	0.07	0.03	0.29	0.2	0.11	0.16
D330046F09Rik	0	0	0	0	0	0	0	0
D330050G23Rik	0.13	0.33	0.15	0.15	0.21	0.07	0.12	0.15
D330050I16Rik	1.51	1.06	1.88	0.9	0.97	1.24	1.77	2.7
D3Ertd254e	4.39	4.73	8.64	7.95	5.79	5.3	6.97	8.1
D3Ertd751e	3.18	3.47	6.17	4.79	3.5	2.76	5.11	5.74
D430019H16Rik	0.28	0.28	0.06	0.1	0.23	0.26	0.05	0.08
D430020J02Rik	5.41	4.38	4.1	4.15	6.11	5.01	3.78	4.04
D430036J16Rik	0	0	0	0	0	0	0	0
D430041D05Rik	0	0	0	0	0.02	0	0.01	0
D430042O09Rik	5.81	5.61	9.78	7.33	5.99	6.01	8.32	8.74
D4Ertd617e	0	0	0	0	0.17	0.18	0	0.35
D530049I02Rik	0	0	0	0	0	0	0	0
D5Ertd577e	0	0	0	0	0	0	0	0
D5Ertd579e	18.68	16.7	18.91	18.52	17.94	17.3	16.24	17.58
D5Ertd605e	1.2	1.21	0.49	0.36	2.13	1.11	0.71	0.61
D5Ertd615e	0.03	0	0	0	0.03	0.03	0	0.06
D630003M21Rik	0.22	0.11	0.03	0.03	0.12	0.16	0	0.05
D630010B17Rik	0	0	0	0	0.12	0.24	0.1	0.12
D630013N20Rik	0	0	0	0	0	0	0	0.07
D630023F18Rik	0	0	0	0.06	0	0.29	0.14	0.06
D630024D03Rik	0	0	0	0	0.23	0	0	0
D630029K05Rik	0	0.16	0.06	0.29	0.11	0.12	0	0.06
D630033O11Rik	0.43	0	0	0	0	0	0	0
D630039A03Rik	0.04	0.12	0.04	0.13	0.08	0.09	0.11	0.13
D630041G03Rik	0.19	0.23	0.22	0.07	0.27	0.2	0.18	0.07
D630045J12Rik	1.72	1.63	2.08	1.4	1.97	1.99	1.41	1.58
D630045M09Rik	0.09	0	0	0	0	0	0	0
D6Ertd474e	0.04	0.04	0.04	0.04	0	0	0	0.13
D6Ertd527e	0.05	0.15	0.28	0.28	0.16	0.17	0.23	0.33
D6Wsu163e	19.74	19.92	18.47	24.24	20.62	21.16	20.77	23.65
D730001G18Rik	0	0	0	0	0.08	0	0.21	0.08
D730005E14Rik	0.34	0.32	0.18	0.1	0.55	0.57	0.24	0.25
D730045A05Rik	0.09	0	0	0	0	0	0	0
D730048I06Rik	0	0	0	0	0	0	0	0
D730050B12Rik	0	0	0	0	0	0	0	0
D7Ertd143e	0	0	0	0	0	0	0	0.11
D7Ertd443e	0.59	1.06	0.36	0.41	1.69	1.5	0.51	0.71
D830005E20Rik	0	0	0	0	0	0	0	0
D830013O20Rik	0	0	0	0	0	0	0	0
D830026I12Rik	0	0.15	0	0.08	0.24	0.33	0.07	0
D830030K20Rik	0.74	0.44	0.19	0.21	0.86	1.08	0.25	0.36
D830031N03Rik	10.31	6.85	8.46	6.08	9.28	8.22	6.99	7.94
D830032E09Rik	0	0	0	0	0	0	0	0
D830046C22Rik	0.05	0	0.11	0.05	0	0.05	0	0.05
D8Ertd738e	251.82	254.86	212.53	215.32	186.41	184.87	235.55	207.29
D8Ertd82e	8	6.88	5.81	5.4	10.35	10.53	4.59	6.06
D930007P13Rik	0.09	0.17	0.19	0.38	0.09	0.29	0.4	0.19
D930015E06Rik	6.15	6	10.78	10.9	6.42	6.2	10.92	9.32
D930015M05Rik	0.52	0.45	0.24	0.67	0.34	0.35	0.49	0.46
D930016D06Rik	6.44	5.6	9.77	10.79	5.61	5.74	9.45	11.62
D930020B18Rik	0	0	0	0	0	0	0	0
D930028M14Rik	0	0	0.15	0	0	0	0	0
D930032P07Rik	0	0.09	0	0.1	0	0	0	0
D930048N14Rik	0.06	0.45	0.14	0.11	0.49	0.36	0.15	0.18
DQ267100	0	0	0	0	0	0	0	0
DQ267101	0	0	0	0	0	0	0	0
DQ267102	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0
Daam1	13.78	13.2	11.25	9.59	18.43	17.32	10.69	11.51
Daam2	4.48	3.65	8.99	8.09	2.75	2.69	6.16	7.13
Dab1	0	0	0.07	0.06	0.02	0.11	0.09	0.02
Dab2	36.8	33.78	39.53	40.15	46.37	40.07	42.44	45.11
Dab2ip	21.29	18.09	13.08	12.69	23.08	21.17	14.46	14.62
Dach1	0.29	0.37	0.49	0.64	0.54	0.56	0.64	0.39
Dach2	0.69	0.82	0	0.12	1.25	1.24	0.1	0.04
Dact1	38.8	35.87	39.51	34.61	43.84	41.62	33.28	37.59
Dact2	1.06	1.23	0.26	0.26	1.54	1.96	0.88	0.53
Dact3	62.47	56.55	40.87	44.11	44.78	44.97	35.12	39.95
Dad1	222.97	213.03	317.86	332.43	222.51	216.16	303.46	291.55
Dag1	94.36	72.16	115.07	102.23	100.22	89.34	101.36	110.45
Dagla	3.71	3.39	2.68	2.47	5.01	4.99	2.42	2.8
Daglb	12.74	9.95	15.09	13.43	10.02	9.49	14.66	14.91
Dalir	0	0	0	0	0	0	0	0
Dalrd3	14.08	13.34	33.62	34.44	14.58	15.74	31.91	35.93
Dancr	7.92	9.8	5.92	7.56	7.06	8.86	6.58	5.73
Dand5	5.04	4.23	6.49	6.11	4.17	5.71	6.91	8.12
Dao	0	0	0	0	0.07	0	0	0
Dap	206.72	235.55	165.84	160.82	226.61	219.83	169.5	177.87
Dap3	38.44	41.28	32.74	36.66	34.83	36.53	35.8	35.37
Dapk1	42.42	36.91	124.21	112.84	38.01	33.2	100.95	104.83
Dapk2	1.58	1.6	0.64	0.28	4.35	3.38	2.02	2.05
Dapk3	37.8	47.22	40.97	37.91	40.93	42.25	37.95	37.54
Dapl1	0	0	0	0	0	0	0	0.48
Dapp1	6.16	6.54	6.83	6.72	7.5	8.12	6.9	7.63
Dars	110.9	94.69	93.61	100.32	116.7	110.37	96.9	111.58
Dars2	11.93	11.36	15.55	14.21	10.95	11.39	17.11	16.03
Daw1	0.34	0.17	0.09	0	0.18	0.23	0.08	0.23
Daxx	32.88	34.12	28.15	29.21	38.97	36.86	28.35	29.64
Dazap1	76.36	89.81	70.47	74.01	109.32	103.45	73.43	69.19
Dazap2	113.22	128.5	146.5	157.07	164.64	159.18	138.85	155.3
Dazl	0.08	0.11	0.12	0	0.08	0.09	0.21	0.04
Dbf4	45.88	41.82	27.58	26.86	54.76	55.19	29.36	30.14
Dbh	0	0.15	0	0	0.11	0.33	0.18	0.16
Dbhos	0	0	0	0.03	0	0	0	0
Dbi	276.01	311.48	298.35	294.23	196.87	178.06	306.59	275.05
Dbil5	0.86	0.86	0.48	1.19	1.17	1.94	1.2	1.91
Dbn1	187.95	185.67	133.68	124.71	160.75	164.3	116.46	117.82
Dbndd1	2.13	1.2	2.24	1.45	1.66	2.47	2.57	1.13
Dbndd2	5.4	5.1	1.67	1.2	5.36	5.86	1.68	1.91
Dbnl	90.17	100.72	70.49	70.62	86.14	91.01	73.65	71.94
Dbp	49.78	52.46	4.56	4.32	33.59	34.06	3.1	3.52
Dbpht2	0.11	0.04	0.08	0.2	0.12	0.04	0.03	0.12
Dbr1	15.39	15.85	14.72	16.16	18.13	17.22	16.15	15.18
Dbt	20.78	19.49	29.18	29.41	20.56	21.87	25.93	29.98
Dbx1	0	0	0.06	0	0	0	0	0
Dbx2	0.64	0.35	0.11	0	0.53	0.33	0	0.11
Dcaf10	13.14	10.62	15.85	14.78	13.47	11.22	13.81	16.3
Dcaf11	26.18	24.94	31.77	33	22.03	20.9	29.69	30.24
Dcaf12	56.49	45.91	53.14	51.53	56.31	54.61	51.67	55.53
Dcaf12l1	2.5	1.8	0.7	1.07	2.26	2.05	0.97	1.08
Dcaf12l2	0.31	0.04	0	0.08	0.21	0.18	0.04	0.17
Dcaf13	72.79	78.11	59.91	58.27	63.4	64.41	60.38	58.5
Dcaf15	20.09	22.36	12.59	12.52	21.61	20.95	12.04	12.05
Dcaf17	13.6	11.16	13.95	14.84	16.08	13.74	15.04	14.71
Dcaf4	10.95	11.96	11.31	12.59	11.18	11.81	11.75	9.97
Dcaf5	22.29	21.09	26.91	25.99	24.02	22	25.13	25.94
Dcaf6	27.07	25.21	38.01	35.79	27.41	25.14	33.42	38.02
Dcaf7	65.71	54.54	62.41	60.01	60.45	58.02	55.38	63.42
Dcaf8	64.56	62.07	82.82	85.65	66.21	66.14	77.57	77.19
Dcakd	53.53	57.72	43.31	41.43	64.78	60.22	45.18	47.5
Dcbld1	2.91	2.72	8.04	7.31	3.77	3.67	7.7	7.64
Dcbld2	51.27	43.03	68.44	68	59.15	54.55	63.13	69.44
Dcc	0	0	0.01	0	0	0	0	0
Dcdc2a	0	0	0	0	0	0	0	0
Dcdc2b	0.27	0.14	0.76	1.06	0.15	0.31	0.64	1.21
Dcdc2c	0.08	0	0	0	0	0.09	0	0
Dchs1	5.38	4.78	2.52	2.04	8.53	7.75	3.25	3.24
Dck	19.43	16.48	13.32	12.35	21.4	22	13.55	15.59
Dclk1	51.96	43.42	45.3	43.36	38.95	36.52	45.67	49.62
Dclk2	1.11	1.17	0.96	0.71	0.65	0.61	0.56	0.62
Dclk3	0.28	0.32	0.04	0.07	0.07	0.11	0.06	0.11
Dclre1a	8.69	8.18	10.41	10.01	10.78	11.17	9.5	9.98
Dclre1b	4.73	4.36	22.27	19.1	5.9	5.58	18.42	21.42
Dclre1c	3.59	3.09	5.47	4.65	4.31	3.32	5.23	5.17
Dcn	490.48	514.27	658.91	668.77	753.52	714.73	740.63	820.25
Dcp1a	11.91	10.55	15.92	14.67	13.4	11.14	15.04	15.14
Dcp1b	1.82	1.37	1.71	1.88	1.92	2.71	2.02	1.74
Dcp2	20.5	14.9	20.23	19.75	19.55	17.08	18.81	19.86
Dcpp1	0	0	0	0	0	0	0	0
Dcpp2	0	0	0	0	0	0	0	0
Dcpp3	0	0	0	0	0	0	0	0
Dcps	33.45	39.55	20.75	20.44	35.56	35.01	19.57	24.51
Dcst1	0.47	0.14	0.27	0	0.15	0.05	0.27	0.16
Dcstamp	0.13	0.07	0	0	0	0.15	0	0
Dct	0	0	0	0.05	0	0	0	0
Dctd	12.93	12.98	15.72	12.44	17.74	18.48	12.88	13.05
Dctn1	106.47	111.96	81.72	78.58	96.4	91.61	78.69	81.5
Dctn2	182.42	204.79	149.61	153.12	171.55	172.84	152.19	153.56
Dctn3	84.12	95.93	80.15	86.43	86.61	87.38	92.41	93.01
Dctn4	50.95	47.31	54.27	53.61	56.54	53.26	49.74	55.61
Dctn5	60.21	64.63	66.89	62.23	58.89	58.72	65.1	62.89
Dctn6	69.07	90.76	53.25	60.21	79.69	89.57	64.33	59.99
Dctpp1	50.61	55.91	48.81	45.78	50	54.16	50.82	45.81
Dcun1d1	27.86	24.38	32.92	33.41	29.23	28.32	32.05	35.85
Dcun1d2	15.03	15.38	23.11	19.69	17.8	16.89	21.54	22.55
Dcun1d3	11.76	9.71	13.53	13.33	11.55	10.76	12.15	14
Dcun1d4	14.67	13.89	24.05	24.27	13.92	13.07	21.1	24.22
Dcun1d5	177.61	177.31	143.26	151.17	151.13	146.52	151.84	155.6
Dcx	0	0	0	0.04	0.01	0	0.01	0.01
Dcxr	38.28	35.81	81.75	86.45	25.82	24.24	83.28	77.69
Dda1	79.1	75.8	86.73	86.71	91.25	94.39	82.61	80.85
Ddah1	93.56	80.94	41.66	39.53	101.37	97.63	32	32.6
Ddah2	109.41	110.14	19.19	22.08	74.78	82.3	20.6	20.38
Ddb1	545.25	491.95	366.94	353.66	531.74	517.43	344.04	360.1
Ddb2	3.12	3.28	6.16	5.21	2.89	2.64	3.7	6.49
Ddc	1.03	1.15	0.58	1.08	0.93	1.68	1.5	1.15
Ddhd1	6.31	5.38	6.32	6.6	5.61	6.44	7.08	8.78
Ddhd2	19.66	15.42	24.35	23.65	17.51	16.38	23.74	25.12
Ddi1	0.07	0.07	0	0	0	0	0	0
Ddi2	34.16	30.6	57.52	44.9	40.21	36.13	48.16	54.42
Ddias	8.27	7.89	9.63	10.77	11.45	11.18	11.17	11.9
Ddit3	156.8	218.69	409.32	393.41	208.56	222.15	375.23	384.4
Ddit4	118.32	112.41	340.94	346.47	177.84	171.36	370.71	354.29
Ddit4l	5.27	5.65	2	2.43	3.23	3.73	2.2	1.63
Ddn	0.06	0.03	0.07	0.03	0.03	0.07	0.08	0
Ddo	0	0	0	0	0	0.08	0	0.04
Ddost	375.07	364.02	442.79	434.97	369.7	368.68	423.99	441.82
Ddr1	83.58	76.08	47.44	41.95	87.68	87.17	45.73	46.75
Ddr2	168.73	150.47	240.52	220.99	170.01	147.16	214.16	235.4
Ddrgk1	100.33	113.16	171.52	185.39	86.23	87.04	187	175.54
Ddt	69.83	83.22	72.48	77.34	54.75	61.01	67.48	70.14
Ddx1	201.83	187.57	159.45	160.33	188.58	182.57	158.09	166.09
Ddx10	29.22	26.33	27.56	27.76	27.24	26.1	26.83	29
Ddx11	5.74	5.15	5.17	5.26	6.47	5.23	4.93	5.59
Ddx17	225.4	196.79	297	272.86	226.22	196.61	237.12	268.74
Ddx18	82.31	79.87	67.75	70.16	78.46	79.84	67.02	71.75
Ddx19a	47.38	47.21	59.75	57.92	51.88	52.92	55.32	53.51
Ddx19b	6.05	5.77	6.54	6.26	6.41	6.14	5.96	6.11
Ddx20	18.65	17.95	18.68	20.4	21.46	20.28	17.7	21.28
Ddx21	108.05	97.28	108.14	102.92	123.95	117.51	98.92	105.37
Ddx23	99.13	92.09	77.95	77.92	97.46	96.17	76.83	79.35
Ddx24	105.25	109.37	95.58	95.27	105.91	102.45	88.44	101.6
Ddx25	1.01	0.95	0.45	0.3	0.44	0.61	0.25	0.45
