	day0_1	day0_2	day1_1	day1_2	day5_1	day5_2
Eif1ad	566	513	544	582	826	1011
Eif1ax	1665	1831	1178	1237	1340	1579
Eif1b	445	499	526	530	498	634
Eif2a	1220	1235	1276	1287	1076	1241
Eif2ak1	992	971	1267	1231	929	1155
Eif2ak2	1299	1136	717	613	734	867
Eif2ak3	823	643	954	927	482	588
Eif2ak4	628	475	443	388	481	554
Eif2b1	607	521	746	753	594	854
Eif2b2	627	623	434	472	428	495
Eif2b3	551	488	489	459	328	360
Eif2b4	592	590	424	484	549	694
Eif2b5	1212	1192	958	952	951	1116
Eif2d	655	614	518	502	566	597
Eif2s1	2274	2057	1808	1845	1469	1798
Eif2s2	5832	6453	4002	4236	3651	4301
Eif2s3x	3823	3511	3254	3219	2734	3332
Eif2s3y	966	935	837	784	1085	1314
Eif3a	15221	14553	12292	12163	8444	9411
Eif3b	7244	6844	5318	5228	3352	3777
Eif3c	9991	10358	5022	5043	5974	6910
Eif3d	2537	2843	2594	2586	1821	2080
Eif3e	4777	4813	5323	5441	3543	4421
Eif3f	5238	5814	5932	6331	3175	3424
Eif3g	1751	1768	1477	1666	1010	1218
Eif3h	3156	3357	4360	4478	2626	3183
Eif3i	2310	2520	2350	2546	1647	2021
Eif3j1	586.17	1171.16	0.34	585.22	0.74	0.05
Eif3j2	2240.51	1393.56	2238.17	1891.52	1857.07	2234.86
Eif3k	2313	2533	2266	2381	1566	1754
Eif3l	2873	2978	3052	3033	2785	3467
Eif3m	2867	2644	2208	2302	1731	1918.99
Eif4a1	14779	13537	11559	11648	8558	11050
Eif4a2	3742.6	3644.42	3694.83	3930.03	5059.67	5201.74
Eif4a3	1827.9	1920.97	1508.97	1529.98	1011	1214.97
Eif4b	12410	11999	11757	11657	10524	11377
Eif4e	2039	1901	1708	1832	1229	1607
Eif4e1b	0	0	0	0	0	0
Eif4e2	1627	1683	1234	1286	1645	1881
Eif4e3	489	562	430	475	702	792
Eif4ebp1	3101	3429	1653	1622	4362	5328
Eif4ebp2	899	701	1195	1110	1424	1613
Eif4ebp3	106	111	117	104	97	113
Eif4enif1	1196	1039	1283	1227	645	748
Eif4g1	15650	14010	10685	10338	13113	14618
Eif4g2	26352	22583	22309	22122	17220	21464
Eif4g3	3120	3272	4792	4433	3352	3628
Eif4h	7752	7393	5310	5389	5013	5819
Eif5	8216	7253	6623	6952	8180	9498
Eif5a	12710	12593	8915	9035	6182	8021
Eif5a2	398	352	141	104	110	148
Eif5b	4698.82	5131.76	3769.03	3928.85	3150.34	3650.24
Eif6	2641	2510	1404	1518	1186	1265
Elac1	330	292	514	542	402	413
Elac2	444	418	526	550	572	652
Elane	4	3	0	0	1	0
Elavl1	1728	1644	1323	1345	1012	1218
Elavl2	9	5	13	8	0	0
Elavl3	1	0	0	0	0	3
Elavl4	1	1	0	3	0	1
Eldr	42	47	57	65	3	7
Elf1	1326.89	1211.15	1233.51	1256.94	799.74	947.25
Elf2	1288.08	1212.02	1052.93	1028.88	899.33	1035.03
Elf3	1	3	0	0	0	1
Elf4	1166	1010	805	755	469	478
Elf5	0	1	0	0	1	0
Elfn1	397	391	287	265	85	99
Elfn2	1	1	0	0	0	1
Elk1	571	557	618	595	374	407
Elk3	1262	1312	978	972	398	474
Elk4	502	415	594	470.01	542	513
Ell	429	427	693	689	956	1022
Ell2	639	591	646	592	1364	1674
Ell3	5	4	8	4	2	7
Elmo1	119	98	73	74	65	87
Elmo2	1398	1420	1468	1378	1401	1639
Elmo3	45	57	27	35	40	40
Elmod1	0	0	2	0	0	6
Elmod2	556	531	1134	1241	2345	2815
Elmod3	135	134	298	276	480	602
Elmsan1	1054	889	1642	1352	1165	1209
Eln	1238	1094	289	304	593	655
Elof1	547	534	404	472	480	595
Elovl1	1451	1558	1524	1538	884	1283
Elovl2	1	2	12	8	1	3
Elovl3	5	12	15	5	7810	9276
Elovl4	68	71	76	69	253	405
Elovl5	1897	1832	2421	2309	1579	1915
Elovl6	803	724	1900	1671	403	459
Elovl7	8	15	4	4	21	27
Elp2	1775	1603	1712	1687	1048	1094
Elp3	1983	1831	1738	1732	1197	1326
Elp4	298.9	256.76	275.82	286.63	265.78	401
Elp5	661	629	611	639	668	795
Elp6	212	203	67	80	99	130
Emb	3265	3319	12361	13133	1775	2212
Emc1	1496.83	1318.89	1364	1295	971.99	1100.99
Emc10	2446	2385	2064	2102	1549	1801
Emc2	887	893	1379	1419	1781	2124
Emc3	1798	1709	2311	2231	2547	3378
Emc4	535.82	557.98	734.34	738.64	808.75	1057.39
Emc6	542	560	593	580	1492	1922
Emc7	1607	1433	2129	2245	1632	2086
Emc8	735.14	722.06	510.63	552.42	617.4	820.07
Emc8-1190005i06rik	68.86	59.64	80.37	88.22	126.72	178.48
Emc9	100	107	83	87	530	710
Emcn	128	133	96	111	44	71
Emd	978	930	592	631	292	391
Eme1	119.2	128.91	92.52	125.41	14.36	16.57
Eme2	146	127	169	189	72	78
Emg1	951.27	827.17	730.5	741.38	507.9	571.91
Emid1	32	28	11	7	2	2
Emilin1	3915	3913	4429	4167	1538	1647
Emilin2	9064	8594	10872	10540	3795	4200
Emilin3	1	0	2	2	2	1
Eml1	1170.37	1062.41	833.59	853.58	568.77	644.79
Eml2	482	447	290	298	366	306
Eml3	1192	1202	1224	1203	892	1023
Eml4	1201	1106	1081	1014	435	533
Eml5	14.06	21.39	36.19	41.69	53.17	43.78
Eml6	67.03	50.04	181.53	158.43	23	18
Emp1	7230	6367	6057	6465	4697	5728
Emp2	1930	1813	1334	1250	402	472
Emp3	689	859	177	184	286	354
Emx1	0	0	0	0	0	0
Emx2	1054	1031	983	924	253	287
Emx2os	449	415	272	248	85	103
En1	556	608	483	463	269	276
En2	4	2	7	7	0	3
Enah	3089	2910	2496	2524	793	851
Enam	0	0	0	0	0	0
Enc1	10463	8782	4670	4464	2549	3031
Endod1	429	363	64	86	64	96
Endog	194.84	187.76	115.17	131.93	660.65	743.52
Endou	8	9	3	3	1	1
Endov	285	290	345	311	195	201
Eng	3108	3170	2190	2125	339	396
Engase	180	200	220	243	334	395
Enho	38	55	18	21	3	7
Enkd1	139	146	139	132	50	75
Enkur	0	5	2	0	1	3
Eno1	11496.09	15689.72	9365.78	9365.7	27186.16	29731.96
Eno1b	17533.91	13744.28	4789.22	4826.3	18281.84	19435.04
Eno2	319	372	306	289	247	268
Eno3	259	252	100	92	119	98
Eno4	2	3	6	6	0	1
Enoph1	541	498	217	261	187	189
Enox1	135	130	225	206	107	122
Enox2	213	206	154	162	221	230
Enpep	196	193	281	268	675	914
Enpp1	132	104	75	68	38	60
Enpp2	220	199	238	262	7407	8454
Enpp3	203	170	72	72	30	32
Enpp4	277	260	105	108	393	476
Enpp5	226	252	97	110	1139	1277
Enpp6	3	1	1	1	4	4
Enpp7	0	0	0	0	0	0
Ensa	2038	1778	1959	1928	1407	1636
Enthd1	0	0	0	0	0	0
Enthd2	241	258	208	249	244	253
Entpd1	53	46	29	15	95	122
Entpd2	209	184	87	81	622	863
Entpd3	1	1	3	0	0	1
Entpd4	2116	2043	2131	2115	3204	3788
Entpd5	749	595	1071	1080	1840	2027
Entpd6	605	544	581	581	357	429
Entpd7	346.23	301.82	328.26	301.18	152.58	201.65
Entpd8	0	0	0	0	0	0
Eny2	875.65	930.45	917.41	913.55	588.96	700.65
Eogt	590	602	457	416	433	460
Eomes	17	14	18	27	7	16
Ep300	1518	1317	2136	1809	1248	1441
Ep400	2356	1819	2517	2193	1064	1273
Epas1	1300	1209	5530	5196	3247	3616
Epb4.1	880	881	1284	1186	1298	1363
Epb4.1l1	1350	1223	1591	1515	1450	1774
Epb4.1l2	7910	7015	4356	4048	5823	6761
Epb4.1l3	2595	2515	1231	1181	902	1008
Epb4.1l4a	39	33	58	60	18	23
Epb4.1l4aos	167	167	108	125	126	133
Epb4.1l4b	16	17	8	11	59	54
Epb4.1l5	55	55	42	38	259	281
Epb4.2	0	0	1	0	1	0
Epc1	544.17	496	609	492	346.79	446
Epc2	661	630	680	686	439	525
Epcam	18	21	9	3	1	1
Epdr1	1190	907	597	631	294	333
Epg5	1128	944	1348	1210	804	945
Epgn	0	0	3	1	1	0
Epha1	192.35	135.8	21.49	17.25	16.97	20.6
Epha10	0	2	0	0	0	0
Epha2	213	209	58	56	43	53
Epha3	312	252	273	241	52	75
Epha4	157	112	303	293	62	66
Epha5	0	1	1	0	1	1
Epha6	0	0	0	0	0	0
Epha7	41	50	95	89	16	28
Epha8	0	1	0	0	0	1
Ephb1	5	9	1	2	0	1
Ephb2	1400	1313	1361	1285	188	264
Ephb3	1484	1553	736	773	301	376
Ephb4	1761	1534	1276	1218	510	569
Ephb6	138	111	132	135	31	41
Ephx1	1587	1476	684	659	2107	2387
Ephx2	125	147	1097	1214	7977	10277
Ephx3	3	1	3	6	1	1
Ephx4	1	6	1	8	1	0
Epm2a	38	34	40	23	74	69
Epm2aip1	1239	846	1794	1652	1068	1288
Epn1	2245	2201	1583	1611	1910	2158
Epn2	598	529	482	448	493	489
Epn3	2	0	1	0	7	28
Epo	0	0	0	0	0	3
Epor	4	8	8	10	24	54
Eppin	0	0	0	0	1	0
Eppk1	61	57	3	4	152	99
Eprs	13785	13296	8045	7744	6876	7371
Eps15	1859	1579	1341	1250	1431	1705
Eps15l1	814	807	842	753	639	703
Eps8	366	351	751	721	268	379
Eps8l1	44.6	46.42	41.59	31	19	17.84
Eps8l2	46.95	36	7	11	57	75.94
Eps8l3	0	0	1.38	0	0	0
Epsti1	13	18	3	6	15	23
Ept1	1281	1015	1183	1236	1028	1199
Epx	0	0	0	0	0	1
Epyc	3	1	1	2	0	0
Eqtn	1	2	5	3	1	5
Eral1	308	267	216	234	456	509
Erap1	984	829	663	635	594	726
Eras	0	0	0	0	0	0
Erbb2	670	597	387	401	177	199
Erbb2ip	4335	3669	3320	3090	2641	3115
Erbb3	31	18	17	13	25	22
Erbb4	0	0	0	0	0	0
Erc1	1258	1041	1211	1106	671	813
Erc2	10	3	0	2	1	4
Ercc1	385.43	428.57	276.5	310.16	202.49	233.55
Ercc2	358.41	377.54	358.55	300.63	253.5	293.6
Ercc3	837	836	699	687	445	506
Ercc4	370	368	354	366	325	364
Ercc5	518	502	900	883	504	559
Ercc6	369	337	465	441	254	265
Ercc6l	444	376	331	352	34	46
Ercc6l2	545	477	727	794	397	516
Ercc8	80	56	59	69	56	64
Erdr1	796	968	1479	1555	852	988
Ereg	43	27	69	87	15	12
Erf	1948	2010	941	957	397	453
Erg	70	97	57	49	33	29
Ergic1	3013	3078	2762	2649	2437	2943
Ergic2	1074.65	1067.78	1196.21	1215.65	955.9	1193.83
Ergic3	2271	2354	2219	2362	1752	2099
Erh	2136	2198	1600	1677	829	1004
Eri1	1091	855	775	815	395	480
Eri2	257	217.75	296.29	318.03	135.71	222.43
Eri3	1278	1310	989	939	690	780
Erich1	155	144	129	115	107	116
Erich2	0	0	0	0	0	0
Erich3	0	0	0	0	0	0
Erich4	0	0	0	0	0	0
Erich5	0	0	0	0	0	0
Erich6	0	1	2	2	2	3
Erlec1	1218	1294	1903	2071	1118	1382
Erlin1	1067	912	1088	1046	360	478
Erlin2	1226	1108	974	970	1057	1259
Ermap	3	3	3	5	2	0
Ermard	232.98	216.29	225.91	206.34	229.7	265.58
Ermn	0	1	0	1	0	0
Ermp1	1015	874	3271	3067	4920	6416
Ern1	731	503	955	766	340	368
Ern2	0	0	0	0	0	0
Ero1l	3031	2716	8280	8061	13144	12264
Ero1lb	114	81	498	501	83	68
Erp27	0	0	0	0	0	1
Erp29	2438	2467	2480	2525	1284	1415
Erp44	2066	2148	2760	2991	1323	1472
Errfi1	2504	2219	9808	9230	9237	8928
Erv3	3	2	7	0	0	1
Esam	181	188	146	166	94	140
Esco1	376	356	467	479	369	465
Esco2	239	241	319	314	28	27
Esd	8090	8486	6479	6756	3817	3960
Esf1	1143	1184	1139	1174	724	808
Esm1	94	87	13	25	2	12
Esp1	0	0	0	0	0	0
Esp15	0	0	0	0	0	0
Esp16	0	0	0	0	0	0
Esp18	0	0	0	0	0	0
Esp23	0	0	0	0	0	0
Esp24	0	0	0	0	0	0
Esp3	0	0	0	0	0	0
Esp31	0	0	0	0	0	0
Esp34	0	0	0	0	0	0
Esp36	0	0	0	0	0	0
Esp38	0	0	0	0	0	0
Esp4	0	0	0	0	0	0
Esp5	0	0	0	0	0	0
Esp6	0	0	0	0	0	0
Esp6Esp5	0	0	0	0	0	0
Esp8	0	0	0	0	0	0
Espl1	819	617	494	442	52	67
Espn	6	12	6	4	6	4
Espnl	2	1	2	0	0	2
Esr1	779	689	308	302	317	397
Esr2	0	0	0	0	2	0
Esrp1	3	0	0	0	0	0
Esrp2	30.71	28	125.42	98	68	57
Esrra	607	563	523	509	1984	2397
Esrrb	1	0	2	0	1	4
Esrrg	3	6	2	6	10	10
Esx1	0	0	1	0	0	0
Esyt1	5220	4254	1717	1656	2820	3089
Esyt2	5584	4557	4185	3967	4656	5286
Esyt3	1	1	4	2	3	5
Etaa1	324	319	313	314	145	166
Etaa1os	5	4	4	7	6	2
Etd	0	0	0	0	0	0
Etf1	5357	4602	3807	3864	3087	3598
Etfa	2104	2007	1959	2056	11016	12664
Etfb	1896	1998	1404	1480	7052	8430
Etfdh	869	714	863	850	6556	8499
Ethe1	253	290.72	138	134	117.99	101
Etl4	51	53	32	34	45	80
Etnk1	2090	1650	2619	2661	2551	3147
Etnk2	6	5	1	2	1	2
Etnppl	0	0	2	0	0	1
Etohd2	38.11	33.95	42.04	52.86	57.1	80.37
Etohi1	287.86	248.08	339.12	294.38	327.3	350.26
Ets1	2100	1706	1012	859	738	822
Ets2	750	671	1470	1388	585	664
Etv1	26	25	25	25	33	41
Etv2	0	0	0	0	0	0
Etv3	684	507	1081	1014	2656	3258
Etv4	80	79	4	8	14	12
Etv5	285	259	434	445	297	371
Etv6	1285	1069	1093	1019	472	488
Eva1a	31	12	7	5	1	3
Eva1b	987	903	418	432	399	518
Eva1c	4	4	11	12	60	71
Evc	871	861	821	807	399	428
Evc2	1051	1054	912	889	480	574
Evi2a	136	113	52	59	45	80
Evi2b	15	13	24	28	17	32
Evi5	1368	1198	1559	1468	1286	1488
Evi5l	188	156	161	149	165	216
Evl	880.5	943.19	701.57	718	311.22	358.91
Evpl	16	4	10	11	6	10
Evx1	0	0	0	0	0	0
Evx2	0	0	0	0	0	0
Ewsr1	4250	4286	3329	3336	2296	2580
Exd1	17	16	25	36	98	101
Exd2	372	301	266	296	303	330
Exo1	288	239	273	247	25	20
Exo5	342	291	194	228	111	138
Exoc1	803	819	479	474	486	541
Exoc2	949	809	784	780	677	828
Exoc3	896	1002	900	943	931	1192
Exoc3l	37	60	34	23	43	47
Exoc3l4	112	130	132	132	82	117
Exoc4	1215	968	1304	1200	612	834
Exoc5	2254.69	2053.9	1919.92	1879.94	1428.05	1649.03
Exoc6	70	81	51	39	228	243
Exoc6b	895	812	717	651	489	620
Exoc7	770	704	629	634	492	632
Exoc8	765	612	613	587	793	918
Exog	211	214	213	233	156	147
Exosc1	425	431	407	412	167	219
Exosc10	1197	1163	1019	958	665	835
Exosc2	616	550	432	418	146	201
Exosc3	542	454	374	398	290	359
Exosc4	405	414	521	555	409	449
Exosc5	491	481	367	436	339	390
Exosc6	557	513	396	415	233	222
Exosc7	397	303	280	310	261	288
Exosc8	546	567	407	403	196	208
Exosc9	968.18	921.87	802.97	846.3	430.36	469.71
Exph5	1	4	3	3	2	2
Ext1	3770	3518	2346	2219	1302	1431
Ext2	3513	3308	3742	3777	1356	1561
Extl1	40	36	78	73	44	22
Extl2	697	592	866	770	407	497
Extl3	2883	2273	3666	3499	3054	3695
Eya1	1	1	4	1	0	3
Eya2	148	163	148	117	82	79
Eya3	783	837	902	891	902	1025
Eya4	159	151	138	109	78	75
Ezh1	461	468	626	622	713	728
Ezh2	861	766	608	605	284	317
Ezr	293	270	208	209	272	305
F10	0	4	2	1	7	8
F11	0	0	0	0	0	0
F11r	513	468	137	109	1037	1049
F12	0	0	0	0	0	0
F13a1	97	89	212	202	1802	2129
F13b	0	0	0	0	0	0
F2	1	1	0	0	0	0
F2r	4320	3970	2461	2380	1270	1303
F2rl1	6	15	2	3	7	5
F2rl2	0	0	0	0	0	0
F2rl3	12	8	1	16	14	7
F3	11718	11846	4352	4494	2248	2766
F420014N23Rik	36.26	22.46	22.36	18.32	11.33	9.18
F5	2	2	7	8	15	7
F630028O10Rik	7	6	11	5	30.4	24
F630042J09Rik	1	3	0	1	1	0
F630111L10Rik	1	0	2	0	1	3
F630206G17Rik	0	0	0	1	0	1
F7	58	64	40	46	211	196
F730035M05Rik	1	0	0	0	1	1
F730043M19Rik	164	151	139	134	44	35
F8	56	45	71	72	56	93
F830002L21Rik	0	0	0	0	0	0
F830016B08Rik	81	56	91	93	106	113
F830045P16Rik	0	0	0	1	2	0
F8a	122	107	93	97	78	89
F9	0	0	0	0	0	0
F930015N05Rik	3.93	10.61	4.32	1.74	0	6.59
Fa2h	0	0	0	0	0	0
Faah	1	6	1	5	1	6
Faap100	301	287	155	173	118	141
Faap20	407	478	360	332	294	334
Faap24	220.95	208.98	190	194	104	122
Fabp1	0	0	0	0	0	0
Fabp12	0	0	0	0	4	3
Fabp2	0	0	0	0	0	0
Fabp3	88	108	7	5	10	10
Fabp4	1545	1758	18070	18964	286149	335688
Fabp5	1281	1431	1045	995	17313	23077
Fabp6	0	0	0	0	0	0
Fabp7	72	59	42	33	6	9
Fabp9	0	0	0	0	1	1
Fadd	319	322	168	185	180	231
Fads1	4979	5056	4959	4780	3431	4129
Fads2	1719	1684.52	1585	1497	598	759
Fads3	3630	3389.48	1682	1532	3576	4035
Fads6	42	54	26	29	105	128
Faf1	1271	1182	814	813	1268	1559
Faf2	1666	1577	1848	1842	1116	1370
Fah	466	490	575	547	4958	5927
Fahd1	183	203	137	155	532	574
Fahd2a	58	59	61	64	139	155
Faim	398	446	327	333	228	229
Faim2	2	0	0	1	0	0
Faiml	0	0	0	0	0	0
Fam101a	5	3	1	2	0	1
Fam101b	611	532	129	137	169	160
Fam102a	174	128	160	134	163	230
Fam102b	1433	1204	1781	1606	1513	1591
Fam103a1	788.98	761.18	743.82	780.63	699.25	797.1
Fam104a	985.59	979.09	704.68	713.71	778.96	894.11
Fam105a	133	107	298	329	141	122
Fam107a	1	0	2	5	9	11
Fam107b	304	257	113	117	341	355
Fam109a	286	253	222	219	209	268
Fam109b	168	162	88	90	48	63
Fam110a	368	373	127	103	55	42
Fam110b	182	186	178	168	130	170
Fam110c	24	24	181	118	891	1071
Fam111a	1123	946	856	787	355	388
Fam114a1	3605	3765	1826	1808	1099	1180
Fam114a2	1129	1248	1176	1255	1079	1248
Fam117a	104	119	190	177	660	803
Fam117b	790	618	1169	1114	3278	3057
Fam118a	447	394	226	239	160	188
Fam118b	317	334	277	267	132	175
Fam120a	8566	7756	7394	6926	6262	7433
Fam120aos	70	86	59	75	134	180
Fam120b	670	701	832	772	584	752
Fam120c	380	335	794	671	234	300
Fam122a	249	303	371	378	203	259
Fam122b	227	175	237	299	156	189
Fam122c	0	0	0	0	0	0
Fam124a	246	302	94	107	676	618
Fam124b	6	0	1	1	0	0
Fam126a	1226	1095	1405	1425	863	965
Fam126b	322	327	334	335	3027	3627
Fam129a	3885	3182	1686	1589	1519	1514
Fam129b	7515	6580	7054	6820	4387	4402
Fam129c	25	20	32	24	16	23
Fam131a	74	73	29	46	24	24
Fam131b	516	395	203	209	105	132
Fam131c	1	0	0	1	4	9
Fam132a	468	437	364	344	1697	1896
Fam132b	54	69	12	19	3	3
Fam133b	401	462	434	470	321	357
Fam134a	1425	1424	1151	1112	1360	1613
Fam134b	44	55	29	30	87	93
Fam134c	1370	1241	1059	1003	1378	1540
Fam135a	681	575	701	686	429	482
Fam135b	0	1	1	0	1	0
Fam136a	590	532	557	564	831	1058
Fam13a	17	30	169	197	2001	2383
Fam13b	1111.28	918.29	780.75	697.04	400.23	487.96
Fam13c	379.31	391.35	157.94	157.23	85.78	105.73
Fam149a	723	741	499	500	285	381
Fam149b	343	309	397	394	277	364
Fam150a	3	4	0	0	0	0
Fam150b	3.01	3.01	22.38	21.53	17.28	16.25
Fam151a	0	0	0	3.02	0	0
Fam151b	31	41	57	56	74	78
Fam155a	0	1	0	0	0	0
Fam159a	2	1	0	0	0	0
Fam159b	0	0	0	0	0	0
Fam160a1	174	158	391	386	397	483
Fam160a2	413	417	440	453	982	1002
Fam160b1	1228	1042	1117	1023	854	975
Fam160b2	453	563	373	426	509	472
Fam161a	77	101	58	82	106	80
Fam161b	22	21	31	30	63	91
Fam162a	1130	1069	1014	1028	2656	3028
Fam162b	0	0	0	0	0	0
Fam163a	0	0	1	0	1	2
Fam163b	2	0	2	7	1	2
Fam166a	0	0	0	0	0	0
Fam166b	3	0	1	1	9	2
Fam167a	8	10	1	3	0	0
Fam167b	22	23	7	14	4	14
Fam168a	2073	1865	1916	1702	1599	1695
Fam168b	4858	4016	3067	2811	2228	2525
Fam169a	7	5	6	4	5	12.01
Fam169b	10	6	7	11	4	2
Fam170a	0	0	0	0	0	0
Fam170b	0	0	0	0	0	0
Fam171a1	1577	1462	1204	1176	814	925
Fam171a2	715	648	543	593	251	253
Fam171b	311	267	131	131	36	58
Fam172a	875	703	713	736	545	566
Fam173a	323	315	484	581	458	570
Fam173b	234	209	282	290	222	260
Fam174a	560	457	447	510	414	436
Fam174b	185	156	568	577	12	15
Fam175a	127	134	241	250	216	264
Fam175b	743	714	639	638	630	717
Fam177a	550.18	605.49	372.54	337.4	703.92	917.6
Fam178a	986	880.92	997.84	914.5	508	592
Fam178b	4	10	1	0	11	8
Fam179a	0	0	0	0	0	0
Fam179b	804	621	946	854	566	677
Fam180a	1	5	0	0	10	7
Fam181a	0	0	0	0	0	0
Fam181b	7	13	11	6	2	0
Fam183b	0	0	0	0	1	2
Fam184a	12	9	17	12	5	2
Fam184b	2	2	0	1	3	1
Fam185a	178	147	193	191	192	194
Fam186b	7	6	8	8	0	2
Fam187a	0	0	0	0	0	0
Fam187b	0	0	0	1	1	1
Fam188a	524	477	570	594	410	465
Fam188b	111	96	68	76	68	87
Fam189a1	2	0	1	6	0	3
Fam189a2	46	52	58	65	81	98
Fam189b	660	644	396	401	186	203
Fam192a	832	901	775	806	663	774
Fam193a	802	816	994	872	590	792
Fam193b	706	742	651	678	626	684
Fam195a	69	85	90	89	1429	1931
Fam195b	1727	1827	1253	1341	691	758
Fam196a	22	17	15	20	9	11
Fam196b	1	0	0	1	0	0
Fam198a	5	8	1	5	59	100
Fam198b	2251	1841	814	780	1352	1953
Fam199x	391	311	319	297	429	410
Fam19a1	0	0	0	0	0	0
Fam19a2	1	0	1	1	6	2
Fam19a3	3	4	3	1	5	2
Fam19a4	1	0	0	1	0	0
Fam19a5	106	131	163	172	89	78
Fam204a	501	477	325	356	383	463
Fam205a1	0	0	0	0	2.45	3.02
Fam205a2	33.75	35.57	79.82	80.91	63.98	60.9
Fam205c	0	1	0	0	2	1
Fam206a	411	371	770	776	281	336
Fam207a	889	960	702	737	479	505
Fam208a	998.06	812.06	877	936.14	815.13	899.77
Fam208b	1144.19	930.34	1377.74	1151.67	525.14	728.21
Fam209	0	4	4	5	7	4
Fam20a	1287	1493	734	717	254	295
Fam20b	1452	1316	1117	1160	1083	1162
Fam20c	485	449	253	229	275	337
Fam21	2671	2478	1709	1604	1773	2064
Fam210a	862	698	965	856	2239	2753
Fam210b	181	150	210	236	598	707
Fam212a	107	108	53	41	27	35
Fam212b	48	45	25	46	18	16
Fam213a	149	167	116	126	5317	6451
Fam213b	343	341	143	175	201	216
Fam214a	364	330	449	418	1837	2024
Fam214b	547	583	491	456	709	767
Fam216a	295	290	321	365	223	245
Fam216b	0	0	0	0	0	0
Fam217a	2	2	0	0	6	9
Fam217b	113	112	108	125	148	163
Fam219a	366	351	301	324	228	194
Fam219aos	75	55	63	57	39	39
Fam219b	487	464	397	399	291	324
Fam220a	543	479	732	755	377	390
Fam221a	39	30	14	12	11	6
Fam221b	0	3	0	0	0	1
Fam222a	2	3	20	26	10	8
Fam222b	306	303	404	395	282	332
Fam227a	22	13	21.05	26	16	20
Fam227b	0	0	1.02	0	0	0
Fam228a	5.03	2.04	10.09	3.01	0	4.08
Fam228b	25	19	29	23	9	9
Fam229a	1	0	0	0	0	0
Fam229b	46	53	38	41	32	45
Fam24a	0	1	0	0	3	0
Fam25c	0	0	0	0	0	0
Fam26d	1	0	0	4	0	0
Fam26e	225	229	212	215	65	82
Fam26f	42	48	60	55	24	35
Fam32a	1150	1229	1216	1282	968	1105
Fam35a	122	134	195	192	269	303
Fam3a	472	492	494	506	365	423
Fam3b	0	0	0	0	0	0
Fam3c	1931	1695	1394	1565	1148	1309
Fam43a	752	662	690	683	384	448
Fam43b	2	0	3	2	0	0
Fam45a	551	539	451	458	384	530
Fam46a	1535	1444	1579	1579	1692	1990
Fam46b	176	196	333	270	448	413
Fam46c	21	21	249	248	130	171
Fam46d	0	0	0	0	0	0
Fam47c	0	0	0	0	0	0
Fam47e	0	0	0	0	0	0
Fam49a	174	128	308	306.98	456	576
Fam49b	512	486	318	373	803	1014
Fam50a	941	1044	707	669	663	745
Fam50b	0	0	0	0	0	0
Fam53a	497	517	531	563	387	396
Fam53b	542	425	434	410	1409	1967
Fam53c	1276	1121	1249	1161	752	885
Fam57a	138	136	143	139	46	59
Fam57b	4	3	15	8	129	146
Fam58b	235	211	198	225	146	234
Fam60a	292	244	260	265	80	109
Fam63a	1285	1118	786	720	1308	1496
Fam63b	1264	1066	1081	985	2787	3168
Fam64a	600	529	461	510	65	82
Fam65a	1431	1263	1058	962	931	1082
Fam65b	90	83	12	9	53	77
Fam65c	208	184	137	140	40	31
Fam69a	350.51	300.18	218.19	270.49	141.75	165.83
Fam69b	187	154	144	128	734	906
Fam69c	3	5	2	3	0	3
Fam71a	0	0	0	0	1	0
Fam71b	0	0	0	0	1	0
Fam71d	2	2	0	0	0	1
Fam71e1	5	7	20	16	14	18
Fam71e2	0	0	1	0	0	0
Fam71f1	1	2	1	0	2	3
Fam71f2	1	1	3	8	22	19
Fam72a	97	71	58	63	29	31
Fam73a	92	79	121	86	43	63
Fam73b	454	453	538	542	3049	3743
Fam76a	1066	927	623	608	659	827
Fam76b	591	648	598	628	509	538
Fam78a	11	15	15	11	15	34
Fam78b	199	155	210	228	319	375
Fam81a	7	12	3	4	0	0
Fam83a	0	0	0	1	148	232
Fam83b	0	0	1	0	0	0
Fam83c	7	5	3	3	1	2
Fam83d	593	486	336	333	33	51
Fam83e	3	3	0	1	1	1
Fam83f	72.71	72.88	33.38	32	198.56	217.64
Fam83g	13	8	7	5	11	17
Fam83h	143	172	249	214	203	274
Fam84a	8	10	41	65	8	9
Fam84b	201.12	170.56	56.29	49.01	66.23	80.46
Fam89a	13	11	2	9	15	18
Fam89b	819	771	617	665	617	740
Fam8a1	679	494	420	420	587	565
Fam90a1a	0	0	0	0	0	0
Fam92a	615	736	594	618	367	485
Fam92b	0	0	0	0	0	0
Fam96a	880	762	739	801	1098	1424
Fam96b	326	330	304	295	336	464
Fam98a	1224	1327	1186	1210	825	930
Fam98b	814	869	642	677	382	432
Fam98c	225.88	210.06	93.61	108.25	160.9	207.66
Fan1	132	130	162	179	153	131
Fanca	419.98	334.9	355.49	326.46	44.56	38.21
Fancb	145	117	95	95	17	40
Fancc	277.98	254.95	99	92	109	102
Fancd2	265	218	277	250	23	52
Fancd2os	4	2	5	7	1	1
Fance	661	602	640	607	367	360
Fancf	163	138	85	91	64	78
Fancg	232	178	120	150	98	115
Fanci	292.6	267.84	257.85	227.91	16.5	47.15
Fancl	225.64	165.6	94.23	93.63	117.96	107.64
Fancm	454	371	488	444	195	252
